tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,03e1849e1b22905a_score,player_80cd9625_x,player_80cd9625_y,player_80cd9625_move_target,player_80cd9625_item,player_80cd9625_score,player_80cd9625_cut_speed,player_80cd9625_speed,player_8accbccb_x,player_8accbccb_y,player_8accbccb_move_target,player_8accbccb_item,player_8accbccb_score,player_8accbccb_cut_speed,player_8accbccb_speed
1794,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,62.9862689288485,81.09998130484036,,,1,0.2,30.0
1795,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,62.09691264784904,81.97835787866707,,,1,0.2,30.0
1796,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,61.20755636684957,82.85673445249378,,,1,0.2,30.0
1797,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,60.31820008585011,83.7351110263205,,,1,0.2,30.0
1798,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,59.42884380485064,84.61348760014721,,,1,0.2,30.0
1799,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,58.53948752385118,85.49186417397391,,,1,0.2,30.0
1800,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,57.650131242851714,86.37024074780062,,,1,0.2,30.0
1801,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.76077496185225,87.24861732162734,,,1,0.2,30.0
1802,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,55.87336564840636,88.12895313664029,,,1,0.2,30.0
1803,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,54.989417610610886,89.01277204709544,,,1,0.2,30.0
1804,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,54.10546957281515,89.89659095755059,,,1,0.2,30.0
1805,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,53.22152153501942,90.78040986800573,,,1,0.2,30.0
1806,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,52.33757349722369,91.66422877846088,,,1,0.2,30.0
1807,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,51.45362545942797,92.54804768891603,,,1,0.2,30.0
1808,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,50.569677421632235,93.43186659937118,,,1,0.2,30.0
1809,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,49.6857293838365,94.31568550982632,,,1,0.2,30.0
1810,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,48.80178134604077,95.19950442028147,,,1,0.2,30.0
1811,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,47.91783330824504,96.08332333073662,,,1,0.2,30.0
1812,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,47.03388527044931,96.96714224119177,,,1,0.2,30.0
1813,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,46.14993723265358,97.85096115164691,,,1,0.2,30.0
1814,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,45.26598919485785,98.73478006210206,,,1,0.2,30.0
1815,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,44.38204115706212,99.61859897255721,,,1,0.2,30.0
1816,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,43.498093119266386,100.50241788301236,,,1,0.2,30.0
1817,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,42.61414508147066,101.3862367934675,,,1,0.2,30.0
1818,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,41.73019704367493,102.27005570392265,,,1,0.2,30.0
1819,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,40.846249005879194,103.1538746143778,,,1,0.2,30.0
1820,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,39.959575173784,103.58086661253756,,,1,0.2,30.0
1821,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,39.065143311759556,102.70765893724123,,,1,0.2,30.0
1822,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,38.17071144973511,101.8344512619449,,,1,0.2,30.0
1823,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,37.27627958771066,100.96124358664858,,,1,0.2,30.0
1824,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,36.381847725686214,100.08803591135225,,,1,0.2,30.0
1825,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,35.48741586366177,99.21482823605629,,,1,0.2,30.0
1826,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,34.59298400163732,98.34162056076084,,,1,0.2,30.0
1827,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,33.69855213961287,97.4684128854654,,,1,0.2,30.0
1828,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,32.804120277588424,96.59520521016995,,,1,0.2,30.0
1829,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,31.909688415563977,95.72199753487449,,,1,0.2,30.0
1830,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,31.01525655353953,94.84878985957904,,,1,0.2,30.0
1831,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,30.120824691515082,93.97558218428358,,,1,0.2,30.0
1832,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,29.226392829490635,93.10237450898813,,,1,0.2,30.0
1833,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,28.331960967466188,92.22916683369269,,,1,0.2,30.0
1834,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,27.43752910544174,91.35595915839724,,,1,0.2,30.0
1835,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,26.543097243417293,90.48275148310178,,,1,0.2,30.0
1836,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,25.648665381392846,89.60954380780633,,,1,0.2,30.0
1837,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.754233519368398,88.73633613251087,,,1,0.2,30.0
1838,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.193829399542572,87.71998347732092,,,1,0.2,30.0
1839,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.1784179117251,86.47007848651369,,,1,0.2,30.0
1840,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.163006423907625,85.22017349570645,,,1,0.2,30.0
1841,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.14759493609015,83.97026850489921,,,1,0.2,30.0
1842,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.132183448272677,82.72036351409197,,,1,0.2,30.0
1843,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.11677196045516,81.47045852328473,,,1,0.2,30.0
1844,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.101360472637502,80.2205535324775,,,1,0.2,30.0
1845,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.085948984819844,78.97064854167026,,,1,0.2,30.0
1846,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.07053749700218,77.72074355086302,,,1,0.2,30.0
1847,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.055126009184523,76.47083856005578,,,1,0.2,30.0
1848,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.039714521366864,75.22093356924854,,,1,0.2,30.0
1849,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.024303033549206,73.9710285784413,,,1,0.2,30.0
1850,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.008891545731544,72.72112358763407,,,1,0.2,30.0
1851,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.00231044998542,71.47116349957973,,,1,0.2,30.0
1852,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.002123776084133,70.22116351351887,,,1,0.2,30.0
1853,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.00193710218273,68.97116352745802,,,1,0.2,30.0
1854,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.001750428281326,67.72116354139716,,,1,0.2,30.0
1855,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.001563754379923,66.4711635553363,,,1,0.2,30.0
1856,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.00137708047852,65.22116356927545,,,1,0.2,30.0
1857,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.001190406577116,63.97116358321459,,,1,0.2,30.0
1858,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.001003732675713,62.72116359715373,,,1,0.2,30.0
1859,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.00081705877431,61.47116361109288,,,1,0.2,30.0
1860,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000630384872906,60.22116362503202,,,1,0.2,30.0
1861,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000443710971503,58.97116363897116,,,1,0.2,30.0
1862,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.0002570370701,57.721163652910306,,,1,0.2,30.0
1863,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000070363168696,56.47116366684945,,,1,0.2,30.0
1864,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000027531373124,55.2211636699175,,,1,0.2,30.0
1865,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000025270427916,53.97116366991935,,,1,0.2,30.0
1866,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,24.000023009482707,52.7211636699212,,,1,0.2,30.0
1867,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.500000000000256,,,0,1.0,12.0,24.000020748537498,51.471163669923044,,,1,0.2,30.0
1868,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.00000000000051,,,0,1.0,12.0,24.00001848759229,50.22116366992489,,,1,0.2,30.0
1869,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.50000000000077,,,0,1.0,12.0,24.00001622664708,48.97116366992674,,,1,0.2,30.0
1870,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.00000000000102,,,0,1.0,12.0,24.00001396570187,47.721163669928586,,,1,0.2,30.0
1871,0,1,,0,2,tomato,2.041666666666668,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,tomato,2,5,tomato,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.50000000000128,,,0,1.0,12.0,24.000011704756663,46.471163669930434,,,1,0.2,30.0
