tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b56943aaddec71fb_score,player_fffbef8e_x,player_fffbef8e_y,player_fffbef8e_move_target,player_fffbef8e_item,player_fffbef8e_score,player_fffbef8e_cut_speed,player_fffbef8e_speed,player_8db29afa_x,player_8db29afa_y,player_8db29afa_move_target,player_8db29afa_item,player_8db29afa_score,player_8db29afa_cut_speed,player_8db29afa_speed
2743,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.31370849898303,92.68629150101697,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2744,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.66726188957625,92.33273811042375,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2745,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.02081528016947,91.97918471983053,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2746,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.37436867076269,91.62563132923731,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2747,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.72792206135591,91.27207793864409,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2748,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.08147545194913,90.91852454805087,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2749,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.43502884254235,90.56497115745765,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2750,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.78858223313557,90.21141776686443,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2751,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.14213562372879,89.85786437627121,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2752,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.49568901432201,89.50431098567799,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2753,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.84924240491523,89.15075759508477,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2754,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.20279579550845,88.79720420449155,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2755,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.55634918610167,88.44365081389833,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2756,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.80221161601552,88.04471075017727,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2757,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.808374810868834,87.54474873659103,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2758,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.81453800572215,87.04478672300479,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2759,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.82070120057546,86.54482470941855,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2760,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.82686439542878,86.04486269583231,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2761,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.83302759028209,85.54490068224607,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2762,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.83919078513541,85.04493866865982,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2763,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.84535397998872,84.54497665507358,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2764,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.85151717484204,84.04501464148734,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2765,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.85768036969535,83.5450526279011,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2766,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.86384356454867,83.04509061431486,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2767,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.87000675940198,82.54512860072862,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2768,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.876169954255296,82.04516658714238,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2769,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.88233314910861,81.54520457355613,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2770,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.888496343961926,81.04524255996989,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2771,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.89465953881524,80.54528054638365,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2772,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.900822733668555,80.04531853279741,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2773,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.90698592852187,79.54535651921117,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2774,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.913149123375185,79.04539450562493,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2775,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.91931231822871,78.54543249203869,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2776,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.92547551308238,78.04547047845244,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2777,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.93163870793605,77.5455084648662,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2778,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.93780190278972,77.04554645127996,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2779,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.94396509764339,76.54558443769372,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2780,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.95012829249706,76.04562242410748,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2781,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.95629148735073,75.54566041052124,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2782,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.9624546822044,75.045698396935,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2783,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.96861787705807,74.54573638334875,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2784,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.97478107191174,74.04577436976251,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2785,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.98094426676541,73.54581235617627,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2786,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.98710746161908,73.04585034259003,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2787,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.99327065647275,72.54588832900379,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2788,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.10301158955734,72.08921341235464,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2789,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.4544339118474,71.73354172189204,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2790,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.805856234137465,71.3778700314304,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2791,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.15727855642753,71.02219834096886,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2792,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.50870087871759,70.66652665050732,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2793,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.86012320100765,70.31085496004577,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2794,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.211545523297715,69.95518326958423,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2795,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.56296784558778,69.59951157912269,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2796,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.91439016787784,69.24383988866114,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2797,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.2658124901679,68.88816819819961,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2798,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.617234812457966,68.53249650773806,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2799,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.96865713474803,68.17682481727653,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2800,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.32007945703809,67.82115312681498,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2801,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.67150177932815,67.46548143635344,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2802,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.022924101618216,67.1098097458919,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2803,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.37434642390828,66.75413805543036,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2804,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.72576874619834,66.39846636496881,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2805,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.0771910684884,66.04279467450726,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2806,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.428613390778466,65.68712298404573,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2807,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.78003571306853,65.33145129358418,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2808,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.13145803535859,64.97577960312265,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2809,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.482880357648654,64.6201079126611,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2810,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.834302679938716,64.26443622219956,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2811,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.18572500222915,63.908764531737745,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2812,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.53714732451992,63.553092841275856,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2813,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.8885696468107,63.197421150813966,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
2814,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,None_cut,4.0,3,2,2,,2,3,tomato_cut,2,4,tomato_cut,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.23999196910147,62.84174946035208,,tomato_cut,0,1.0,12.0,104.0,24.0,,plate,1,0.2,30.0
