tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1c39fd11ca5d1243_score,player_19165c71_x,player_19165c71_y,player_19165c71_move_target,player_19165c71_item,player_19165c71_score,player_19165c71_cut_speed,player_19165c71_speed,player_43fa941b_x,player_43fa941b_y,player_43fa941b_move_target,player_43fa941b_item,player_43fa941b_score,player_43fa941b_cut_speed,player_43fa941b_speed,a961b1ab432a5ae6_score,2ee877728f23a506_message,a07b8d33470a4b8b_score
3515,test,True,0,1,tomato,0.08333333333333333,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.182339104211756,56.63284253827201,,plate,0,1.0,30.0,,,0.0
3516,test,True,0,1,tomato,0.125,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.167508265274826,57.88275455366176,,plate,0,1.0,30.0,,,0.0
3517,test,True,0,1,tomato,0.16666666666666666,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.15267742633815,59.132666569051516,,plate,0,1.0,30.0,,,0.0
3518,test,True,0,1,tomato,0.20833333333333331,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.137846587401484,60.38257858444127,,plate,0,1.0,30.0,,,0.0
3519,test,True,0,1,tomato,0.24999999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.12301574846481,61.63249059983102,,plate,0,1.0,30.0,,,0.0
3520,test,True,0,1,tomato,0.29166666666666663,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.10818490952814,62.88240261522078,,plate,0,1.0,30.0,,,0.0
3521,test,True,0,1,tomato,0.3333333333333333,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.09335407059147,64.13231463061061,,plate,0,1.0,30.0,,,0.0
3522,test,True,0,1,tomato,0.375,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.078523231654785,65.38222664600107,,plate,0,1.0,30.0,,,0.0
3523,test,True,0,1,tomato,0.4166666666666667,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.06369239271811,66.63213866139154,,plate,0,1.0,30.0,,,0.0
3524,test,True,0,1,tomato,0.45833333333333337,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.04886155378143,67.882050676782,,plate,0,1.0,30.0,,,0.0
3525,test,True,0,1,tomato,0.5,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.03403071484475,69.13196269217246,,plate,0,1.0,30.0,,,0.0
3526,test,True,0,1,tomato,0.5416666666666666,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.01919987590807,70.38187470756293,,plate,0,1.0,30.0,,,0.0
3527,test,True,0,1,tomato,0.5833333333333333,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00436903697139,71.6317867229534,,plate,0,1.0,30.0,,,0.0
3528,test,True,0,1,tomato,0.6249999999999999,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00214051553546,72.88177439433275,,plate,0,1.0,30.0,,,0.0
3529,test,True,0,1,tomato,0.6666666666666665,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.001963534157994,74.13177438180333,,plate,0,1.0,30.0,,,0.0
3530,test,True,0,1,tomato,0.7083333333333331,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00178655278053,75.3817743692739,,plate,0,1.0,30.0,,,0.0
3531,test,True,0,1,tomato,0.7499999999999998,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.001609571403066,76.63177435674447,,plate,0,1.0,30.0,,,0.0
3532,test,True,0,1,tomato,0.7916666666666664,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.0014325900256,77.88177434421505,,plate,0,1.0,30.0,,,0.0
3533,test,True,0,1,tomato,0.833333333333333,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00125560864814,79.13177433168562,,plate,0,1.0,30.0,,,0.0
3534,test,True,0,1,tomato,0.8749999999999997,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00107862727067,80.3817743191562,,plate,0,1.0,30.0,,,0.0
3535,test,True,0,1,tomato,0.9166666666666663,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00091776824182,79.1317743295071,,plate,0,1.0,30.0,,,0.0
3536,test,True,0,1,tomato,0.9583333333333329,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00075690921297,77.881774339858,,plate,0,1.0,30.0,,,0.0
3537,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.000596050184114,76.6317743502089,,plate,0,1.0,30.0,,,0.0
3538,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,56.00043519115526,75.3817743605598,,plate,0,1.0,30.0,,,0.0
3539,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,25.24999999999993,,,0,1.0,30.0,56.00027433212641,74.1317743709107,,plate,0,1.0,30.0,,,0.0
3540,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,26.499999999999858,,,0,1.0,30.0,56.00011347309756,72.88177438126161,,plate,0,1.0,30.0,,,0.0
3541,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,27.749999999999787,,,0,1.0,30.0,56.00002413224723,71.63177438695512,,plate,0,1.0,30.0,,,0.0
3542,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,28.999999999999716,,,0,1.0,30.0,56.00002220250411,70.38177438695625,,plate,0,1.0,30.0,,,0.0
3543,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,30.249999999999645,,,0,1.0,30.0,56.00002027276099,69.13177438695739,,plate,0,1.0,30.0,,,0.0
3544,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.499999999999574,,,0,1.0,30.0,56.00001834301787,67.88177438695853,,plate,0,1.0,30.0,,,0.0
3545,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.749999999999716,,,0,1.0,30.0,56.00001641327475,66.63177438695966,,plate,0,1.0,30.0,,,0.0
3546,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.0,,,0,1.0,30.0,56.00001448353163,65.3817743869608,,plate,0,1.0,30.0,,,0.0
3547,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,35.250000000000284,,,0,1.0,30.0,56.00001255378851,64.13177438696194,,plate,0,1.0,30.0,,,0.0
3548,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,36.50000000000057,,,0,1.0,30.0,56.00001062404539,62.88177438696307,,plate,0,1.0,30.0,,,0.0
3549,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,37.75000000000085,,,0,1.0,30.0,56.00000869430227,61.63177438696421,,plate,0,1.0,30.0,,,0.0
3550,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,39.00000000000114,,,0,1.0,30.0,56.000006764559146,60.38177438696535,,plate,0,1.0,30.0,,,0.0
3551,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.25000000000142,,,0,1.0,30.0,56.000004834816025,59.131774386966484,,plate,0,1.0,30.0,,,0.0
3552,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.500000000001705,,,0,1.0,30.0,56.000002905072904,57.88177438696762,,plate,0,1.0,30.0,,,0.0
3553,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.75000000000199,,,0,1.0,30.0,56.00000097532978,56.63177438696876,,plate,0,1.0,30.0,,,0.0
3554,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.000000000002274,,,0,1.0,30.0,56.000000284872065,55.38177438696897,,plate,0,1.0,30.0,,,0.0
3555,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.25000000000256,,,0,1.0,30.0,56.00000026172187,54.13177438696869,,plate,0,1.0,30.0,,,0.0
3556,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.50000000000284,,,0,1.0,30.0,56.00000023857168,52.8817743869684,,plate,0,1.0,30.0,,,0.0
3557,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.750000000003126,,,0,1.0,30.0,56.00000021542149,51.63177438696812,,plate,0,1.0,30.0,,,0.0
3558,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.00000000000341,,,0,1.0,30.0,56.000000192271294,50.381774386967834,,plate,0,1.0,30.0,,,0.0
3559,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.250000000003695,,,0,1.0,30.0,56.0000001691211,49.13177438696755,,plate,0,1.0,30.0,,,0.0
3560,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.50000000000398,,,0,1.0,30.0,56.00000014597091,47.881774386967265,,plate,0,1.0,30.0,,,0.0
3561,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.75000000000426,,,0,1.0,30.0,56.000000122820715,46.63177438696698,,plate,0,1.0,30.0,,,0.0
3562,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.00000000000455,,,0,1.0,30.0,56.00000009967052,45.3817743869667,,plate,0,1.0,30.0,,,0.0
3563,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.25000000000483,,,0,1.0,30.0,56.00000007652033,44.13177438696641,,plate,0,1.0,30.0,,,0.0
3564,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.500000000005116,,,0,1.0,30.0,56.00000005337014,42.88177438696613,,plate,0,1.0,30.0,,,0.0
3565,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.7500000000054,,,0,1.0,30.0,56.00000003022025,41.631774386965844,,plate,0,1.0,30.0,,,0.0
3566,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,59.000000000005684,,,0,1.0,30.0,56.00000000707041,40.38177438696556,,plate,0,1.0,30.0,,,0.0
3567,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,60.25000000000597,,,0,1.0,30.0,55.25324632452373,39.43845351348499,,plate,0,1.0,30.0,,,0.0
3568,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.50000000000625,,,0,1.0,30.0,54.37471258443642,38.54925248586083,,plate,0,1.0,30.0,,,0.0
3569,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,62.75000000000654,,,0,1.0,30.0,53.49617884434912,37.66005145823668,,plate,0,1.0,30.0,,,0.0
3570,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,64.00000000000682,,,0,1.0,30.0,52.61764510426181,36.770850430612526,,plate,0,1.0,30.0,,,0.0
3571,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,65.2500000000071,,,0,1.0,30.0,51.739111364174505,35.88164940298837,,plate,0,1.0,30.0,,,0.0
3572,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,66.50000000000739,,,0,1.0,30.0,50.8605776240872,34.99244837536422,,plate,0,1.0,30.0,,,0.0
3573,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,67.75000000000767,,,0,1.0,30.0,49.98204388399989,34.103247347740066,,plate,0,1.0,30.0,,,0.0
3574,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,69.00000000000796,,,0,1.0,30.0,49.103510143912324,33.21404632011591,,plate,0,1.0,30.0,,,0.0
3575,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.25000000000824,,,0,1.0,30.0,48.22497640382451,32.32484529249176,,plate,0,1.0,30.0,,,0.0
3576,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.50000000000853,,,0,1.0,30.0,47.34644266373671,31.435644264867605,,plate,0,1.0,30.0,,,0.0
3577,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,0,1.0,30.0,46.4679089236489,30.54644323724345,,plate,0,1.0,30.0,,,0.0
3578,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,0,1.0,30.0,45.58937518356109,29.657242209619298,,plate,0,1.0,30.0,,,0.0
3579,test,True,0,1,tomato,0.9999999999999996,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.0,,,0,1.0,30.0,44.710841443473285,28.768041181995144,,plate,0,1.0,30.0,,,0.0
