tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,77697222f9872a95_score,player_5dd4b285_x,player_5dd4b285_y,player_5dd4b285_move_target,player_5dd4b285_item,player_5dd4b285_score,player_5dd4b285_cut_speed,player_5dd4b285_speed,player_61db3b9c_x,player_61db3b9c_y,player_61db3b9c_move_target,player_61db3b9c_item,player_61db3b9c_score,player_61db3b9c_cut_speed,player_61db3b9c_speed
437,0,1,,0,2,tomato,1.7083333333333341,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
438,0,1,,0,2,tomato,1.7500000000000009,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
439,0,1,,0,2,tomato,1.7916666666666676,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
440,0,1,,0,2,tomato,1.8333333333333344,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
441,0,1,,0,2,tomato,1.875000000000001,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
442,0,1,,0,2,tomato,1.9166666666666679,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
443,0,1,,0,2,tomato,1.9583333333333346,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
444,0,1,,0,2,tomato,2.0000000000000013,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
445,0,1,,0,2,tomato,2.041666666666668,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
446,0,1,,0,2,tomato,2.0833333333333344,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
447,0,1,,0,2,tomato,2.125000000000001,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
448,0,1,,0,2,tomato,2.1666666666666674,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
449,0,1,,0,2,tomato,2.208333333333334,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
450,0,1,,0,2,tomato,2.2500000000000004,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
451,0,1,,0,2,tomato,2.291666666666667,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
452,0,1,,0,2,tomato,2.3333333333333335,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
453,0,1,,0,2,tomato,2.375,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
454,0,1,,0,2,tomato,2.4166666666666665,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
455,0,1,,0,2,tomato,2.458333333333333,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
456,0,1,,0,2,tomato,2.4999999999999996,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
457,0,1,,0,2,tomato,2.541666666666666,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
458,0,1,,0,2,tomato,2.5833333333333326,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
459,0,1,,0,2,tomato,2.624999999999999,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
460,0,1,,0,2,tomato,2.6666666666666656,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
461,0,1,,0,2,tomato,2.708333333333332,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
462,0,1,,0,2,tomato,2.7499999999999987,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
463,0,1,,0,2,tomato,2.791666666666665,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
464,0,1,,0,2,tomato,2.8333333333333317,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
465,0,1,,0,2,tomato,2.8749999999999982,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
466,0,1,,0,2,tomato,2.9166666666666647,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
467,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
468,0,1,,0,2,tomato,2.999999999999998,2,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0
469,0,1,,0,2,tomato,0.0,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
470,0,1,,0,2,tomato,0.041666666666666664,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
471,0,1,,0,2,tomato,0.08333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
472,0,1,,0,2,tomato,0.125,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
473,0,1,,0,2,tomato,0.16666666666666666,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
474,0,1,,0,2,tomato,0.20833333333333331,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
475,0,1,,0,2,tomato,0.24999999999999997,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
476,0,1,,0,2,tomato,0.29166666666666663,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
477,0,1,,0,2,tomato,0.3333333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
478,0,1,,0,2,tomato,0.375,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
479,0,1,,0,2,tomato,0.4166666666666667,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
480,0,1,,0,2,tomato,0.45833333333333337,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
481,0,1,,0,2,tomato,0.5,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
482,0,1,,0,2,tomato,0.5416666666666666,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
483,0,1,,0,2,tomato,0.5833333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
484,0,1,,0,2,tomato,0.6249999999999999,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
485,0,1,,0,2,tomato,0.6666666666666665,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
486,0,1,,0,2,tomato,0.7083333333333331,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
487,0,1,,0,2,tomato,0.7499999999999998,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
488,0,1,,0,2,tomato,0.7916666666666664,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,40.0,,tomato_cut,0,1.0,30.0
489,0,1,,0,2,tomato,0.833333333333333,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0
490,0,1,,0,2,tomato,0.8749999999999997,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0
491,0,1,,0,2,tomato,0.9166666666666663,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0
492,0,1,,0,2,tomato,0.9583333333333329,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0
493,0,1,,0,2,tomato,0.9999999999999996,0,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0
494,0,1,,0,2,tomato,1.0416666666666663,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0
495,0,1,,0,2,tomato,1.083333333333333,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0
496,0,1,,0,2,tomato,1.1249999999999998,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0
497,0,1,,0,2,tomato,1.1666666666666665,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0
498,0,1,,0,2,tomato,1.2083333333333333,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0
499,0,1,,0,2,tomato,1.25,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0
500,0,1,,0,2,tomato,1.2916666666666667,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0
501,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
502,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
503,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
504,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
505,0,1,,0,2,tomato,1.3333333333333335,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
506,0,1,,0,2,tomato,1.3750000000000002,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
507,0,1,,0,2,tomato,1.416666666666667,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
508,0,1,,0,2,tomato,1.4583333333333337,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
509,0,1,,0,2,tomato,1.5000000000000004,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
510,0,1,,0,2,tomato,1.5416666666666672,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
511,0,1,,0,2,tomato,1.583333333333334,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
512,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
513,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
514,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
515,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.250000000000284,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
516,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,42.50000000000057,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
517,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,43.75000000000085,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
518,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,45.00000000000114,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
519,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,46.25000000000142,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
520,0,1,,0,2,tomato,1.6250000000000007,1,0,3,,0.0,0,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,47.500000000001705,,,0,1.0,30.0,24.0,56.0,,tomato_cut,0,1.0,30.0
