tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5131b1d25423b2b1_score,player_550f8696_x,player_550f8696_y,player_550f8696_move_target,player_550f8696_item,player_550f8696_score,player_550f8696_cut_speed,player_550f8696_speed,player_d83a5264_x,player_d83a5264_y,player_d83a5264_move_target,player_d83a5264_item,player_d83a5264_score,player_d83a5264_cut_speed,player_d83a5264_speed
1779,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,48.181794847068545,95.63430255885102,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1780,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,49.076134218670205,94.76100015509708,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1781,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,49.970473590271865,93.88769775134314,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1782,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,50.864812961873525,93.0143953475892,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1783,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,51.759152333475186,92.14109294383526,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1784,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,52.653491705076846,91.26779054008132,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1785,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,53.547831076678506,90.3944881363264,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1786,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,54.442170448280166,89.52118573257148,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1787,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,55.336509819881826,88.64788332881656,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1788,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.40152337070381,88.18658937693593,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1789,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.65143394901449,88.17163791458577,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1790,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.901344527325165,88.1566864522362,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1791,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.15125510563584,88.14173498988676,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1792,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.401165683946516,88.12678352753731,,tomato_salad,1,1.0,30.0,24.0,40.0,,,2,1.0,30.0
1793,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.65107626225719,88.11183206518787,,tomato_salad,1,1.0,30.0,24.88388347648305,39.11611652351695,,,2,1.0,30.0
1794,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.90098684056787,88.09688060283844,,tomato_salad,1,1.0,30.0,25.7677669529661,38.2322330470339,,,2,1.0,30.0
1795,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.15089741887854,88.081929140489,,tomato_salad,1,1.0,30.0,26.65165042944915,37.34834957055085,,,2,1.0,30.0
1796,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.40080799718922,88.06697767813955,,tomato_salad,1,1.0,30.0,27.535533905932198,36.4644660940678,,,2,1.0,30.0
1797,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.6507185754999,88.05202621579011,,tomato_salad,1,1.0,30.0,28.419417382415247,35.58058261758475,,,2,1.0,30.0
1798,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.90062915381057,88.03707475344068,,tomato_salad,1,1.0,30.0,29.303300858898297,34.6966991411017,,,2,1.0,30.0
1799,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.15053973212125,88.02212329109123,,tomato_salad,1,1.0,30.0,30.187184335381346,33.812815664618654,,,2,1.0,30.0
1800,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.40045031043192,88.00717182874179,,tomato_salad,1,1.0,30.0,31.071067811864395,32.928932188135605,,,2,1.0,30.0
1801,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.40513163618297,87.40503831071153,,tomato_salad,1,1.0,30.0,31.954951288347445,32.045048711652555,,,2,1.0,30.0
1802,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.2944109607295,86.52658382530207,,tomato_salad,1,1.0,30.0,32.838834764830494,31.161165235169506,,,2,1.0,30.0
1803,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.18369028527601,85.6481293398926,,tomato_salad,1,1.0,30.0,33.722718241313544,30.277281758686456,,,2,1.0,30.0
1804,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.07296960982254,84.76967485448314,,tomato_salad,1,1.0,30.0,34.60660171779659,29.393398282203407,,,2,1.0,30.0
1805,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,75.96224893436906,83.89122036907368,,tomato_salad,1,1.0,30.0,35.49048519427964,28.509514805720357,,,2,1.0,30.0
1806,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.85152825891558,83.01276588366422,,tomato_salad,1,1.0,30.0,36.37436867076269,27.625631329237308,,,2,1.0,30.0
1807,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.7408075834621,82.13431139825475,,tomato_salad,1,1.0,30.0,37.25825214724574,26.74174785275426,,,2,1.0,30.0
1808,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.63008690800862,81.25585691284529,,tomato_salad,1,1.0,30.0,38.14213562372879,25.85786437627121,,,2,1.0,30.0
1809,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.51936623255514,80.37740242743583,,tomato_salad,1,1.0,30.0,39.02601910021184,24.97398089978816,,,2,1.0,30.0
1810,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,80.40864555710166,79.49894794202636,,tomato_salad,1,1.0,30.0,39.95382555869017,24.194346815316237,,,2,1.0,30.0
1811,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.29792488164819,78.62049345661704,,tomato_salad,1,1.0,30.0,41.203733885133886,24.179208272259245,,,2,1.0,30.0
1812,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.1872042061947,77.7420389712079,,tomato_salad,1,1.0,30.0,42.4536422115776,24.164069729202254,,,2,1.0,30.0
1813,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.07648353074123,76.86358448579878,,tomato_salad,1,1.0,30.0,43.70355053802132,24.148931186145262,,,2,1.0,30.0
1814,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.96576285528775,75.98513000038966,,tomato_salad,1,1.0,30.0,44.953458864465034,24.13379264308827,,,2,1.0,30.0
1815,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.85504217983427,75.10667551498052,,tomato_salad,1,1.0,30.0,46.20336719090875,24.11865410003119,,,2,1.0,30.0
1816,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.74432150438079,74.2282210295714,,tomato_salad,1,1.0,30.0,47.453275517352466,24.103515556974024,,,2,1.0,30.0
1817,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.63360082892731,73.34976654416228,,tomato_salad,1,1.0,30.0,48.70318384379618,24.08837701391686,,,2,1.0,30.0
1818,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.52288015347384,72.47131205875314,,tomato_salad,1,1.0,30.0,49.9530921702399,24.073238470859692,,,2,1.0,30.0
1819,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato_salad,1,1.0,30.0,51.203000496683615,24.058099927802527,,,2,1.0,30.0
1820,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,52.45290882312733,24.04296138474536,,,2,1.0,30.0
1821,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,53.70281714957105,24.027822841688195,,,2,1.0,30.0
1822,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,54.95272547601476,24.01268429863103,,,2,1.0,30.0
1823,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,56.20266313364169,24.00233106509779,,,2,1.0,30.0
1824,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,57.45266312003295,24.002146614302884,,,2,1.0,30.0
1825,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,58.70266310642421,24.00196216350798,,,2,1.0,30.0
1826,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,59.95266309281547,24.001777712713075,,,2,1.0,30.0
1827,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,61.20266307920673,24.00159326191817,,,2,1.0,30.0
1828,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,62.45266306559799,24.001408811123397,,,2,1.0,30.0
1829,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,63.70266305198925,24.00122436032867,,,2,1.0,30.0
1830,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,64.95266303837997,24.001039909533944,,,2,1.0,30.0
1831,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,66.20266302477052,24.000855458739217,,,2,1.0,30.0
1832,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,67.45266301116106,24.00067100794449,,,2,1.0,30.0
1833,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,68.70266299755161,24.000486557149763,,,2,1.0,30.0
1834,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,69.95266298394216,24.000302106355036,,,2,1.0,30.0
1835,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,71.20266297033271,24.00011765556031,,,2,1.0,30.0
1836,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,72.45266296379884,24.00002795062462,,,2,1.0,30.0
1837,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,73.70266296379629,24.000025703404965,,,2,1.0,30.0
1838,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,74.95266296379373,24.00002345618531,,,2,1.0,30.0
1839,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,76.20266296379117,24.000021208965656,,,2,1.0,30.0
1840,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,77.45266296378861,24.000018961746,,,2,1.0,30.0
1841,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,78.70266296378605,24.000016714526346,,,2,1.0,30.0
1842,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,79.9526629637835,24.00001446730669,,,2,1.0,30.0
1843,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,81.20266296378094,24.000012220087036,,,2,1.0,30.0
1844,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,82.45266296377838,24.00000997286738,,,2,1.0,30.0
1845,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,83.70266296377582,24.000007725647727,,,2,1.0,30.0
1846,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,84.95266296377326,24.000005478428115,,,2,1.0,30.0
1847,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,86.2026629637707,24.000003231208638,,,2,1.0,30.0
1848,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,87.45266296376815,24.00000098398916,,,2,1.0,30.0
1849,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,88.70266296376764,24.00000033505509,,,2,1.0,30.0
1850,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,89.95266296376792,24.00000030767646,,,2,1.0,30.0
1851,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,91.2026629637682,24.000000280297826,,,2,1.0,30.0
1852,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,92.45266296376849,24.000000252919193,,,2,1.0,30.0
1853,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,93.70266296376877,24.00000022554056,,,2,1.0,30.0
1854,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,94.95266296376906,24.000000198161928,,,2,1.0,30.0
1855,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,2,1.0,30.0,96.20266296376934,24.000000170783295,,,2,1.0,30.0
