tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b9d6defee680e893_score,player_ceb0d0a1_x,player_ceb0d0a1_y,player_ceb0d0a1_move_target,player_ceb0d0a1_item,player_ceb0d0a1_score,player_ceb0d0a1_cut_speed,player_ceb0d0a1_speed,player_71114de7_x,player_71114de7_y,player_71114de7_move_target,player_71114de7_item,player_71114de7_score,player_71114de7_cut_speed,player_71114de7_speed
1777,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1778,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1779,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1780,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1781,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1782,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1783,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1784,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1785,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,56.0,,,0,1.0,30.0
1786,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,57.250000000000284,,,0,1.0,30.0
1787,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,58.50000000000057,,,0,1.0,30.0
1788,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,1,1.0,30.0,24.0,59.75000000000085,,,0,1.0,30.0
1789,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.250000000000284,,tomato_salad,1,1.0,30.0,24.0,61.00000000000114,,,0,1.0,30.0
1790,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.50000000000057,,tomato_salad,1,1.0,30.0,24.0,62.25000000000142,,,0,1.0,30.0
1791,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.75000000000085,,tomato_salad,1,1.0,30.0,24.0,63.500000000001705,,,0,1.0,30.0
1792,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.00000000000114,,tomato_salad,1,1.0,30.0,24.0,64.75000000000199,,,0,1.0,30.0
1793,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.25000000000142,,tomato_salad,1,1.0,30.0,24.0,66.00000000000227,,,0,1.0,30.0
1794,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.500000000001705,,tomato_salad,1,1.0,30.0,24.0,67.25000000000256,,,0,1.0,30.0
1795,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.75000000000199,,tomato_salad,1,1.0,30.0,24.0,68.50000000000284,,,0,1.0,30.0
1796,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.00000000000227,,tomato_salad,1,1.0,30.0,24.0,69.75000000000313,,,0,1.0,30.0
1797,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,67.25000000000256,,tomato_salad,1,1.0,30.0,24.0,71.00000000000341,,,0,1.0,30.0
1798,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,68.50000000000284,,tomato_salad,1,1.0,30.0,24.0,72.2500000000037,,,0,1.0,30.0
1799,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,69.75000000000313,,tomato_salad,1,1.0,30.0,24.0,73.50000000000398,,,0,1.0,30.0
1800,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,71.00000000000341,,tomato_salad,1,1.0,30.0,24.0,74.75000000000426,,,0,1.0,30.0
1801,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,72.2500000000037,,tomato_salad,1,1.0,30.0,24.0,76.00000000000455,,,0,1.0,30.0
1802,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,73.50000000000398,,tomato_salad,1,1.0,30.0,24.0,77.25000000000483,,,0,1.0,30.0
1803,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,74.75000000000426,,tomato_salad,1,1.0,30.0,24.0,78.50000000000512,,,0,1.0,30.0
1804,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,76.00000000000455,,tomato_salad,1,1.0,30.0,24.0,79.7500000000054,,,0,1.0,30.0
1805,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,77.25000000000483,,tomato_salad,1,1.0,30.0,24.0,81.00000000000568,,,0,1.0,30.0
1806,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,78.50000000000512,,tomato_salad,1,1.0,30.0,24.0,82.25000000000597,,,0,1.0,30.0
1807,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,79.7500000000054,,tomato_salad,1,1.0,30.0,24.0,83.50000000000625,,,0,1.0,30.0
1808,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,81.00000000000568,,tomato_salad,1,1.0,30.0,24.0,84.75000000000654,,,0,1.0,30.0
1809,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,82.25000000000597,,tomato_salad,1,1.0,30.0,24.0,86.00000000000682,,,0,1.0,30.0
1810,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,83.50000000000625,,tomato_salad,1,1.0,30.0,24.0,87.2500000000071,,,0,1.0,30.0
1811,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,84.75000000000654,,tomato_salad,1,1.0,30.0,24.49189088134284,88.29803951736653,,,0,1.0,30.0
1812,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,86.00000000000682,,tomato_salad,1,1.0,30.0,25.37026745516934,89.18739579836529,,,0,1.0,30.0
1813,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,87.2500000000071,,tomato_salad,1,1.0,30.0,26.24864402899584,90.07675207936404,,,0,1.0,30.0
1814,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.49189088134284,88.29803951736653,,tomato_salad,1,1.0,30.0,27.12702060282234,90.9661083603628,,,0,1.0,30.0
1815,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.37026745516934,89.18739579836529,,tomato_salad,1,1.0,30.0,28.00539717664884,91.85546464136155,,,0,1.0,30.0
1816,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.24864402899584,90.07675207936404,,tomato_salad,1,1.0,30.0,28.883773750475342,92.7448209223603,,,0,1.0,30.0
1817,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.12702060282234,90.9661083603628,,tomato_salad,1,1.0,30.0,29.762150324301842,93.63417720335906,,,0,1.0,30.0
1818,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.00539717664884,91.85546464136155,,tomato_salad,1,1.0,30.0,30.640526898128343,94.52353348435781,,,0,1.0,30.0
1819,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.883773750475342,92.7448209223603,,tomato_salad,1,1.0,30.0,31.518903471954843,95.41288976535657,,,0,1.0,30.0
1820,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.762150324301842,93.63417720335906,,tomato_salad,1,1.0,30.0,32.39728004578134,96.30224604635532,,,0,1.0,30.0
1821,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.640526898128343,94.52353348435781,,tomato_salad,1,1.0,30.0,33.275656619607844,97.19160232735408,,,0,1.0,30.0
1822,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.518903471954843,95.41288976535657,,tomato_salad,1,1.0,30.0,34.154033193434344,98.08095860835283,,,0,1.0,30.0
1823,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.39728004578134,96.30224604635532,,tomato_salad,1,1.0,30.0,35.032409767260845,98.97031488935158,,,0,1.0,30.0
1824,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.275656619607844,97.19160232735408,,tomato_salad,1,1.0,30.0,35.910786341087345,99.85967117035034,,,0,1.0,30.0
1825,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.154033193434344,98.08095860835283,,tomato_salad,1,1.0,30.0,36.789162914913845,100.7490274513491,,,0,1.0,30.0
1826,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.032409767260845,98.97031488935158,,tomato_salad,1,1.0,30.0,37.667539488740346,101.63838373234866,,,0,1.0,30.0
1827,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.910786341087345,99.85967117035034,,tomato_salad,1,1.0,30.0,38.545916062566846,102.52774001334835,,,0,1.0,30.0
1828,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.789162914913845,100.7490274513491,,tomato_salad,1,1.0,30.0,39.424292636393346,103.41709629434803,,,0,1.0,30.0
1829,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.667539488740346,101.63838373234866,,tomato_salad,1,1.0,30.0,40.311608376973936,103.31936371188569,,,0,1.0,30.0
1830,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.545916062566846,102.52774001334835,,tomato_salad,1,1.0,30.0,41.205947748575596,102.44606130813175,,,0,1.0,30.0
1831,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.424292636393346,103.41709629434803,,tomato_salad,1,1.0,30.0,42.100287120177256,101.5727589043778,,,0,1.0,30.0
1832,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.311608376973936,103.31936371188569,,tomato_salad,1,1.0,30.0,42.99462649177892,100.69945650062387,,,0,1.0,30.0
1833,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.205947748575596,102.44606130813175,,tomato_salad,1,1.0,30.0,43.88896586338058,99.82615409686993,,,0,1.0,30.0
1834,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.100287120177256,101.5727589043778,,tomato_salad,1,1.0,30.0,44.78330523498224,98.95285169311599,,,0,1.0,30.0
1835,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.99462649177892,100.69945650062387,,tomato_salad,1,1.0,30.0,45.6776446065839,98.07954928936205,,,0,1.0,30.0
1836,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.88896586338058,99.82615409686993,,tomato_salad,1,1.0,30.0,46.57198397818556,97.20624688560811,,,0,1.0,30.0
1837,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.78330523498224,98.95285169311599,,tomato_salad,1,1.0,30.0,47.46632334978722,96.33294448185417,,,0,1.0,30.0
1838,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.6776446065839,98.07954928936205,,tomato_salad,1,1.0,30.0,48.36066272138888,95.45964207810023,,,0,1.0,30.0
1839,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.57198397818556,97.20624688560811,,tomato_salad,1,1.0,30.0,49.25500209299054,94.58633967434629,,,0,1.0,30.0
1840,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.46632334978722,96.33294448185417,,tomato_salad,1,1.0,30.0,50.1493414645922,93.71303727059235,,,0,1.0,30.0
1841,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.36066272138888,95.45964207810023,,tomato_salad,1,1.0,30.0,51.04368083619386,92.83973486683841,,,0,1.0,30.0
1842,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.25500209299054,94.58633967434629,,tomato_salad,1,1.0,30.0,51.93802020779552,91.96643246308447,,,0,1.0,30.0
1843,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.1493414645922,93.71303727059235,,tomato_salad,1,1.0,30.0,52.83235957939718,91.09313005933035,,,0,1.0,30.0
1844,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.04368083619386,92.83973486683841,,tomato_salad,1,1.0,30.0,53.72669895099884,90.21982765557541,,,0,1.0,30.0
1845,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.93802020779552,91.96643246308447,,tomato_salad,1,1.0,30.0,54.6210383226005,89.3465252518205,,,0,1.0,30.0
1846,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.83235957939718,91.09313005933035,,tomato_salad,1,1.0,30.0,55.51537769420216,88.47322284806557,,,0,1.0,30.0
1847,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.72669895099884,90.21982765557541,,tomato_salad,1,1.0,30.0,56.4026936592241,87.59281192943624,,,0,1.0,30.0
1848,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.6210383226005,89.3465252518205,,tomato_salad,1,1.0,30.0,57.286704491737936,86.70905582733658,,,0,1.0,30.0
1849,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.51537769420216,88.47322284806557,,tomato_salad,1,1.0,30.0,58.17071532425177,85.82529972523693,,,0,1.0,30.0
1850,0,1,,0,2,None_cut,3.7083333333333286,3,0,3,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.65150548636595,88.1835990844659,,tomato_salad,1,1.0,30.0,59.05472615676561,84.94154362313728,,,0,1.0,30.0
