tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2f9fde1ed0657cd8_score,player_573eb9de_x,player_573eb9de_y,player_573eb9de_move_target,player_573eb9de_item,player_573eb9de_score,player_573eb9de_cut_speed,player_573eb9de_speed,player_7f606261_x,player_7f606261_y,player_7f606261_move_target,player_7f606261_item,player_7f606261_score,player_7f606261_cut_speed,player_7f606261_speed
2418,0,1,,0,2,,0,0,0,3,tomato,1.7166666666666668,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2419,0,1,,0,2,,0,0,0,3,tomato,1.7666666666666668,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2420,0,1,,0,2,,0,0,0,3,tomato,1.8166666666666669,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2421,0,1,,0,2,,0,0,0,3,tomato,1.866666666666667,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2422,0,1,,0,2,,0,0,0,3,tomato,1.916666666666667,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2423,0,1,,0,2,,0,0,0,3,tomato,1.966666666666667,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2424,0,1,,0,2,,0,0,0,3,tomato,1.9750000000000003,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2425,0,1,,0,2,,0,0,0,3,tomato,1.9833333333333336,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2426,0,1,,0,2,,0,0,0,3,tomato,1.991666666666667,1,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2427,0,1,,0,2,,0,0,0,3,tomato,2.0000000000000004,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2428,0,1,,0,2,,0,0,0,3,tomato,2.0500000000000003,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2429,0,1,,0,2,,0,0,0,3,tomato,2.1,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2430,0,1,,0,2,,0,0,0,3,tomato,2.15,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2431,0,1,,0,2,,0,0,0,3,tomato,2.1999999999999997,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2432,0,1,,0,2,,0,0,0,3,tomato,2.2499999999999996,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2433,0,1,,0,2,,0,0,0,3,tomato,2.2999999999999994,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2434,0,1,,0,2,,0,0,0,3,tomato,2.349999999999999,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2435,0,1,,0,2,,0,0,0,3,tomato,2.399999999999999,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2436,0,1,,0,2,,0,0,0,3,tomato,2.449999999999999,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2437,0,1,,0,2,,0,0,0,3,tomato,2.4999999999999987,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2438,0,1,,0,2,,0,0,0,3,tomato,2.5499999999999985,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2439,0,1,,0,2,,0,0,0,3,tomato,2.5999999999999983,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2440,0,1,,0,2,,0,0,0,3,tomato,2.649999999999998,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2441,0,1,,0,2,,0,0,0,3,tomato,2.699999999999998,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2442,0,1,,0,2,,0,0,0,3,tomato,2.749999999999998,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2443,0,1,,0,2,,0,0,0,3,tomato,2.7999999999999976,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2444,0,1,,0,2,,0,0,0,3,tomato,2.8499999999999974,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2445,0,1,,0,2,,0,0,0,3,tomato,2.8999999999999972,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2446,0,1,,0,2,,0,0,0,3,tomato,2.949999999999997,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2447,0,1,,0,2,,0,0,0,3,tomato,2.999999999999997,2,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2448,0,1,,0,2,,0,0,0,3,tomato_cut,3.0499999999999967,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2449,0,1,,0,2,,0,0,0,3,tomato_cut,3.0999999999999965,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2450,0,1,,0,2,,0,0,0,3,tomato_cut,3.1499999999999964,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2451,0,1,,0,2,,0,0,0,3,tomato_cut,3.199999999999996,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2452,0,1,,0,2,,0,0,0,3,tomato_cut,3.249999999999996,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2453,0,1,,0,2,,0,0,0,3,tomato_cut,3.299999999999996,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2454,0,1,,0,2,,0,0,0,3,tomato_cut,3.3499999999999956,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2455,0,1,,0,2,,0,0,0,3,tomato_cut,3.3999999999999955,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2456,0,1,,0,2,,0,0,0,3,tomato_cut,3.4499999999999953,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2457,0,1,,0,2,,0,0,0,3,tomato_cut,3.499999999999995,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2458,0,1,,0,2,,0,0,0,3,tomato_cut,3.549999999999995,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2459,0,1,,0,2,,0,0,0,3,tomato_cut,3.5999999999999948,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2460,0,1,,0,2,,0,0,0,3,tomato_cut,3.6499999999999946,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2461,0,1,,0,2,,0,0,0,3,tomato_cut,3.6999999999999944,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2462,0,1,,0,2,,0,0,0,3,tomato_cut,3.7499999999999942,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2463,0,1,,0,2,,0,0,0,3,tomato_cut,3.799999999999994,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2464,0,1,,0,2,,0,0,0,3,tomato_cut,3.849999999999994,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2465,0,1,,0,2,,0,0,0,3,tomato_cut,3.858333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2466,0,1,,0,2,,0,0,0,3,tomato_cut,3.8666666666666605,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2467,0,1,,0,2,,0,0,0,3,tomato_cut,3.874999999999994,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2468,0,1,,0,2,,0,0,0,3,None_cut,3.883333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2469,0,1,,0,2,,0,0,0,3,None_cut,3.8916666666666604,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2470,0,1,,0,2,,0,0,0,3,None_cut,3.8999999999999937,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2471,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2472,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2473,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2474,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2475,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2476,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2477,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2478,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2479,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2480,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2481,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2482,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2483,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.500000000000256,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2484,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.00000000000051,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2485,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,57.50000000000077,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2486,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.00000000000102,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2487,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,58.50000000000128,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2488,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.000000000001535,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2489,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,59.50000000000179,,tomato_cut,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2490,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.000000000002046,,tomato_cut,1,1.0,12.0,24.0,57.250000000000284,,,0,0.2,30.0
2491,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,60.5000000000023,,tomato_cut,1,1.0,12.0,24.0,58.50000000000057,,,0,0.2,30.0
2492,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.00000000000256,,tomato_cut,1,1.0,12.0,24.0,59.75000000000085,,,0,0.2,30.0
2493,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,61.500000000002814,,tomato_cut,1,1.0,12.0,24.0,61.00000000000114,,,0,0.2,30.0
2494,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.00000000000307,,tomato_cut,1,1.0,12.0,24.0,62.25000000000142,,,0,0.2,30.0
2495,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,62.500000000003325,,tomato_cut,1,1.0,12.0,24.0,63.500000000001705,,,0,0.2,30.0
2496,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.00000000000358,,tomato_cut,1,1.0,12.0,24.0,64.75000000000199,,,0,0.2,30.0
2497,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,63.50000000000384,,tomato_cut,1,1.0,12.0,24.0,66.00000000000227,,,0,0.2,30.0
2498,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.00000000000409,,tomato_cut,1,1.0,12.0,24.0,67.25000000000256,,,0,0.2,30.0
2499,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,64.50000000000364,,tomato_cut,1,1.0,12.0,24.0,68.50000000000284,,,0,0.2,30.0
2500,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.00000000000318,,tomato_cut,1,1.0,12.0,24.0,69.75000000000313,,,0,0.2,30.0
2501,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,65.50000000000273,,tomato_cut,1,1.0,12.0,24.0,71.00000000000341,,,0,0.2,30.0
2502,0,1,,0,2,,0,0,0,3,None_cut,3.908333333333327,3,2,2,,2,3,,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,66.00000000000227,,tomato_cut,1,1.0,12.0,24.0,72.0,,,0,0.2,30.0
