tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a61e4470cbdb2bfd_score,player_3238b3a3_x,player_3238b3a3_y,player_3238b3a3_move_target,player_3238b3a3_item,player_3238b3a3_score,player_3238b3a3_cut_speed,player_3238b3a3_speed,player_ef74b29a_x,player_ef74b29a_y,player_ef74b29a_move_target,player_ef74b29a_item,player_ef74b29a_score,player_ef74b29a_cut_speed,player_ef74b29a_speed
1687,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.57949582572894,87.41606070901427,,tomato_cut,1,1.0,30.0,83.2030004966901,40.05809992780313,,,0,1.0,30.0
1688,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.46350665824278,86.53230460691462,,tomato_cut,1,1.0,30.0,84.45290882313452,40.04296138474578,,,0,1.0,30.0
1689,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.347517490756616,85.64854850481497,,tomato_cut,1,1.0,30.0,85.70281714957895,40.027822841688426,,,0,1.0,30.0
1690,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.23152832327045,84.76479240271532,,tomato_cut,1,1.0,30.0,86.95272547602337,40.01268429863107,,,0,1.0,30.0
1691,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.11553915578429,83.88103630061566,,tomato_cut,1,1.0,30.0,88.08721304983902,39.72126494341936,,,0,1.0,30.0
1692,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.99954998829813,82.99728019851601,,tomato_cut,1,1.0,30.0,88.97643152431851,38.84274886237961,,,0,1.0,30.0
1693,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.883560820811965,82.11352409641636,,tomato_cut,1,1.0,30.0,89.865649998798,37.96423278133986,,,0,1.0,30.0
1694,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.7675716533258,81.2297679943167,,tomato_cut,1,1.0,30.0,90.7548684732775,37.08571670030011,,,0,1.0,30.0
1695,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.65158248583964,80.34601189221705,,tomato_cut,1,1.0,30.0,91.64408694775699,36.20720061926036,,,0,1.0,30.0
1696,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.5355933183539,79.4622557901174,,tomato_cut,1,1.0,30.0,92.53330542223648,35.328684538220614,,,0,1.0,30.0
1697,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.41960415086845,78.57849968801774,,tomato_cut,1,1.0,30.0,93.42252389671597,34.450168457180865,,,0,1.0,30.0
1698,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.303614983383,77.69474358591809,,tomato_cut,1,1.0,30.0,94.31174237119546,33.57165237614112,,,0,1.0,30.0
1699,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.18762581589755,76.81098748381844,,tomato_cut,1,1.0,30.0,95.20096084567496,32.69313629510137,,,0,1.0,30.0
1700,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.0716366484121,75.92723138171878,,tomato_cut,1,1.0,30.0,96.09017932015445,31.814620214061698,,,0,1.0,30.0
1701,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.95564748092664,75.04347527961913,,tomato_cut,1,1.0,30.0,96.97939779463394,30.936104133022305,,,0,1.0,30.0
1702,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.83965831344119,74.15971917751948,,tomato_cut,1,1.0,30.0,97.86861626911343,30.05758805198291,,,0,1.0,30.0
1703,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.72366914595574,73.27596307541982,,tomato_cut,1,1.0,30.0,98.75783474359292,29.179071970943518,,,0,1.0,30.0
1704,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.60767997847029,72.39220697332017,,tomato_cut,1,1.0,30.0,99.64705321807241,28.300555889904125,,,0,1.0,30.0
1705,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.49159268648845,71.50835273241076,,tomato_cut,1,1.0,30.0,100.5362716925519,27.4220398088646,,,0,1.0,30.0
1706,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.37547771836651,70.62447081132423,,tomato_cut,1,1.0,30.0,101.4254901670314,26.54352372782485,,,0,1.0,30.0
1707,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.25936275024428,69.7405888902377,,tomato_cut,1,1.0,30.0,102.31470864151089,25.665007646785103,,,0,1.0,30.0
1708,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.14324778212206,68.85670696915118,,tomato_cut,1,1.0,30.0,103.20392711599006,24.786491565745354,,,0,1.0,30.0
1709,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.02713281399984,67.97282504806465,,tomato_cut,1,1.0,30.0,104.0,24.0,,,0,1.0,30.0
1710,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.91101784587761,67.08894312697812,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1711,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.79490287775539,66.2050612058916,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1712,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.67878790963317,65.32117928480507,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1713,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.56267294151094,64.43729736371854,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1714,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.44655797338872,63.553415442632016,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1715,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.33044300526649,62.66953352154549,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1716,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.21432803714427,61.78565160045896,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1717,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.09821306902205,60.901769679372435,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1718,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.98209810089982,60.01788775828591,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1719,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.8659831327776,59.13400583719938,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1720,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.74986816465537,58.250123916112855,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1721,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.63375319653315,57.36624199502633,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1722,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.51763822841093,56.4823600739398,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1723,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.81094952274462,55.34958232092202,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1724,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.82634376411706,54.09967711758363,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1725,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.84173800548955,52.849771914245245,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1726,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.85713224686204,51.59986671090686,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1727,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.87252648823453,50.34996150756847,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1728,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.88792072960702,49.10005630423009,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1729,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.90331497097951,47.8501511008917,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1730,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.918709212352,46.600245897553314,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1731,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.93410345372448,45.35034069421493,,tomato_cut,1,1.0,30.0,104.0,24.0,,plate,0,1.0,30.0
1732,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.94949769509697,44.10043549087654,,tomato_cut,1,1.0,30.0,103.11611652351695,24.88388347648305,,plate,0,1.0,30.0
1733,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.96489193646946,42.850530287538156,,tomato_cut,1,1.0,30.0,102.2322330470339,25.7677669529661,,plate,0,1.0,30.0
1734,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.98028617784195,41.60062508419977,,tomato_cut,1,1.0,30.0,101.34834957055085,26.65165042944915,,plate,0,1.0,30.0
1735,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.99568041921444,40.350719880861384,,tomato_cut,1,1.0,30.0,100.4644660940678,27.535533905932198,,plate,0,1.0,30.0
1736,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.76220637195516,39.41482530569477,,tomato_cut,1,1.0,30.0,99.58058261758475,28.419417382415247,,plate,0,1.0,30.0
1737,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,89.64097039650952,38.52585185887566,,tomato_cut,1,1.0,30.0,98.6966991411017,29.303300858898297,,plate,0,1.0,30.0
1738,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,90.51973442106387,37.63687841205669,,tomato_cut,1,1.0,30.0,97.81281566461865,30.187184335381346,,plate,0,1.0,30.0
1739,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,91.39849844561823,36.74790496523805,,tomato_cut,1,1.0,30.0,96.9289321881356,31.071067811864395,,plate,0,1.0,30.0
1740,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,92.27726247017259,35.858931518419425,,tomato_cut,1,1.0,30.0,96.04504871165256,31.954951288347445,,plate,0,1.0,30.0
1741,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,93.15602649472694,34.9699580716008,,tomato_cut,1,1.0,30.0,95.1611652351695,32.838834764830494,,plate,0,1.0,30.0
1742,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.0347905192813,34.080984624782175,,tomato_cut,1,1.0,30.0,94.27728175868646,33.722718241313544,,plate,0,1.0,30.0
1743,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,94.91355454383566,33.19201117796354,,tomato_cut,1,1.0,30.0,93.3933982822034,34.60660171779659,,plate,0,1.0,30.0
1744,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,95.79231856839002,32.30303773114491,,tomato_cut,1,1.0,30.0,92.50951480572036,35.49048519427964,,plate,0,1.0,30.0
1745,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,96.67108259294437,31.4140642843262,,tomato_cut,1,1.0,30.0,91.62563132923731,36.37436867076269,,plate,0,1.0,30.0
1746,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,97.54984661749873,30.52509083750745,,tomato_cut,1,1.0,30.0,90.74174785275426,37.25825214724574,,plate,0,1.0,30.0
1747,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,98.42861064205309,29.636117390688696,,tomato_cut,1,1.0,30.0,89.85786437627121,38.14213562372879,,plate,0,1.0,30.0
1748,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,99.30737466660744,28.747143943869943,,tomato_cut,1,1.0,30.0,88.97398089978816,39.02601910021184,,plate,0,1.0,30.0
1749,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,100.1861386911618,27.85817049705119,,tomato_cut,1,1.0,30.0,88.09009742330511,39.90990257669489,,plate,0,1.0,30.0
1750,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.06490271571616,26.969197050232438,,tomato_cut,1,1.0,30.0,87.20621394682206,40.79378605317794,,plate,0,1.0,30.0
1751,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,101.94366674027052,26.080223603413685,,tomato_cut,1,1.0,30.0,86.32233047033901,41.67766952966099,,plate,0,1.0,30.0
1752,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,102.82243076482487,25.191250156595277,,tomato_cut,1,1.0,30.0,85.43844699385596,42.56155300614404,,plate,0,1.0,30.0
1753,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,103.70119478937923,24.302276709776883,,tomato_cut,1,1.0,30.0,84.55456351737291,43.44543648262709,,plate,0,1.0,30.0
1754,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,tomato_cut,1,1.0,30.0,83.67068004088986,44.32931995911014,,plate,0,1.0,30.0
1755,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,30.0,82.78679656440681,45.213203435593186,,plate,0,1.0,30.0
1756,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,3.7083333333333286,3,2,2,tomato_salad,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,104.0,24.0,,plate,1,1.0,30.0,81.90291308792376,46.097086912076236,,plate,0,1.0,30.0
