tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,b21dae19d258c0d6_score,player_b0f28eca_x,player_b0f28eca_y,player_b0f28eca_move_target,player_b0f28eca_item,player_b0f28eca_score,player_b0f28eca_cut_speed,player_b0f28eca_speed,player_7b65e048_x,player_7b65e048_y,player_7b65e048_move_target,player_7b65e048_item,player_7b65e048_score,player_7b65e048_cut_speed,player_7b65e048_speed,09b4fdf49e1573b7_score,9d14348596b2792e_message,55347663332a7f54_score
6720,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,9,1.0,30.0,24.0,45.999999999997726,,,0,1.0,30.0,,,9.0
6721,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,44.74999999999744,,,0,1.0,30.0,,,9.0
6722,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,43.49999999999716,,,0,1.0,30.0,,,9.0
6723,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,42.249999999996874,,,0,1.0,30.0,,,9.0
6724,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.99999999999659,,,0,1.0,30.0,,,9.0
6725,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,9.0
6726,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6727,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6728,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6729,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6730,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6731,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6732,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6733,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6734,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6735,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6736,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6737,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6738,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6739,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6740,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6741,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6742,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6743,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6744,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6745,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6746,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6747,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6748,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6749,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6750,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6751,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6752,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6753,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6754,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6755,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,9,1.0,30.0,24.0,40.0,,tomato,0,1.0,30.0,,,9.0
6756,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,9,1.0,30.0,24.0,38.749999999999716,,tomato,0,1.0,30.0,,,9.0
6757,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,9,1.0,30.0,24.0,37.49999999999943,,tomato,0,1.0,30.0,,,9.0
6758,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,9,1.0,30.0,24.0,36.24999999999915,,tomato,0,1.0,30.0,,,9.0
6759,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,9,1.0,30.0,24.0,34.99999999999886,,tomato,0,1.0,30.0,,,9.0
6760,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,9,1.0,30.0,24.0,33.74999999999858,,tomato,0,1.0,30.0,,,9.0
6761,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,9,1.0,30.0,24.0,32.499999999998295,,tomato,0,1.0,30.0,,,9.0
6762,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,9,1.0,30.0,24.0,31.249999999998227,,tomato,0,1.0,30.0,,,9.0
6763,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,9,1.0,30.0,24.0,29.9999999999983,,tomato,0,1.0,30.0,,,9.0
6764,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,9,1.0,30.0,24.0,28.74999999999837,,tomato,0,1.0,30.0,,,9.0
6765,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,9,1.0,30.0,24.0,27.49999999999844,,tomato,0,1.0,30.0,,,9.0
6766,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.29733689356304,39.99803783649228,,plate,9,1.0,30.0,24.0,26.24999999999851,,tomato,0,1.0,30.0,,,9.0
6767,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.0473369071725,39.998222287287184,,plate,9,1.0,30.0,24.0,24.999999999998582,,tomato,0,1.0,30.0,,,9.0
6768,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,None_cut,4.0,3,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.79733692078194,39.99840673808209,,plate,9,1.0,30.0,24.0,24.0,,tomato,0,1.0,30.0,,,9.0
6769,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.5473369343914,39.99859118887699,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6770,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.041666666666666664,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.29733694800085,39.9987756396719,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6771,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.08333333333333333,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.0473369616103,39.9989600904668,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6772,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.125,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.79733697521975,39.99914454126161,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6773,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.16666666666666666,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.5473369888292,39.99932899205616,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6774,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.20833333333333331,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.29733700243865,39.999513442850706,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6775,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.24999999999999997,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.0473370160481,39.999697893645255,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6776,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.29166666666666663,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.79733702965756,39.999882344439804,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6777,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.3333333333333333,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.54733703619142,39.99997204937522,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6778,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.375,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.29733703619398,39.99997429659456,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6779,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.4166666666666667,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.04733703619654,39.99997654381421,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6780,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.45833333333333337,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.7973370361991,39.99997879103387,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
6781,test,False,0,1,tomato_cut,4.0,3,0,2,None_cut,3.9583333333333277,3,1,0,tomato,0.5,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.54733703620165,39.99998103825352,,plate,9,1.0,30.0,24.0,24.0,,,0,1.0,30.0,,,9.0
