tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a5806dad9b65da74_score,player_fb63cef8_x,player_fb63cef8_y,player_fb63cef8_move_target,player_fb63cef8_item,player_fb63cef8_score,player_fb63cef8_cut_speed,player_fb63cef8_speed,player_b9edfedc_x,player_b9edfedc_y,player_b9edfedc_move_target,player_b9edfedc_item,player_b9edfedc_score,player_b9edfedc_cut_speed,player_b9edfedc_speed
2376,0,1,,0,2,tomato,0.21666666666666665,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2377,0,1,,0,2,tomato,0.22499999999999998,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2378,0,1,,0,2,tomato,0.2333333333333333,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2379,0,1,,0,2,tomato,0.24166666666666664,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2380,0,1,,0,2,tomato,0.24999999999999997,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2381,0,1,,0,2,tomato,0.2583333333333333,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2382,0,1,,0,2,tomato,0.26666666666666666,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2383,0,1,,0,2,tomato,0.275,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2384,0,1,,0,2,tomato,0.2833333333333334,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2385,0,1,,0,2,tomato,0.29166666666666674,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2386,0,1,,0,2,tomato,0.3000000000000001,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2387,0,1,,0,2,tomato,0.30833333333333346,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2388,0,1,,0,2,tomato,0.3166666666666668,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2389,0,1,,0,2,tomato,0.3250000000000002,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2390,0,1,,0,2,tomato,0.33333333333333354,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2391,0,1,,0,2,tomato,0.3416666666666669,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2392,0,1,,0,2,tomato,0.35000000000000026,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2393,0,1,,0,2,tomato,0.3583333333333336,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2394,0,1,,0,2,tomato,0.366666666666667,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2395,0,1,,0,2,tomato,0.37500000000000033,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2396,0,1,,0,2,tomato,0.3833333333333337,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2397,0,1,,0,2,tomato,0.39166666666666705,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2398,0,1,,0,2,tomato,0.4000000000000004,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2399,0,1,,0,2,tomato,0.40833333333333377,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2400,0,1,,0,2,tomato,0.41666666666666713,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2401,0,1,,0,2,tomato,0.4250000000000005,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2402,0,1,,0,2,tomato,0.43333333333333385,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2403,0,1,,0,2,tomato,0.4416666666666672,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2404,0,1,,0,2,tomato,0.45000000000000057,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2405,0,1,,0,2,tomato,0.4583333333333339,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2406,0,1,,0,2,tomato,0.4666666666666673,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2407,0,1,,0,2,tomato,0.47500000000000064,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2408,0,1,,0,2,tomato,0.483333333333334,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2409,0,1,,0,2,tomato,0.49166666666666736,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2410,0,1,,0,2,tomato,0.5000000000000007,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2411,0,1,,0,2,tomato,0.508333333333334,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2412,0,1,,0,2,tomato,0.5166666666666673,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2413,0,1,,0,2,tomato,0.5250000000000006,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2414,0,1,,0,2,tomato,0.5333333333333339,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2415,0,1,,0,2,tomato,0.5416666666666672,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2416,0,1,,0,2,tomato,0.5500000000000005,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2417,0,1,,0,2,tomato,0.5583333333333338,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2418,0,1,,0,2,tomato,0.5666666666666671,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2419,0,1,,0,2,tomato,0.5750000000000004,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2420,0,1,,0,2,tomato,0.5833333333333337,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2421,0,1,,0,2,tomato,0.591666666666667,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2422,0,1,,0,2,tomato,0.6000000000000003,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2423,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2424,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2425,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2426,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2427,0,1,,0,2,tomato,0.6416666666666668,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2428,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2429,0,1,,0,2,tomato,0.6583333333333334,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2430,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2431,0,1,,0,2,tomato,0.675,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2432,0,1,,0,2,tomato,0.6833333333333333,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2433,0,1,,0,2,tomato,0.6916666666666667,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2434,0,1,,0,2,tomato,0.7,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2435,0,1,,0,2,tomato,0.7083333333333333,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2436,0,1,,0,2,tomato,0.7166666666666666,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2437,0,1,,0,2,tomato,0.7249999999999999,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2438,0,1,,0,2,tomato,0.7333333333333332,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2439,0,1,,0,2,tomato,0.7416666666666665,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2440,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2441,0,1,,0,2,tomato,0.7583333333333331,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2442,0,1,,0,2,tomato,0.7666666666666664,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2443,0,1,,0,2,tomato,0.7749999999999997,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2444,0,1,,0,2,tomato,0.783333333333333,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2445,0,1,,0,2,tomato,0.7916666666666663,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2446,0,1,,0,2,tomato,0.7999999999999996,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2447,0,1,,0,2,tomato,0.8083333333333329,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2448,0,1,,0,2,tomato,0.8166666666666662,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2449,0,1,,0,2,tomato,0.8249999999999995,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2450,0,1,,0,2,tomato,0.8333333333333328,0,0,3,tomato_cut,3.2833333333333243,3,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
