tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,1df4f5b835fb3bca_score,player_a6722bfc_x,player_a6722bfc_y,player_a6722bfc_move_target,player_a6722bfc_item,player_a6722bfc_score,player_a6722bfc_cut_speed,player_a6722bfc_speed,player_2bf3e402_x,player_2bf3e402_y,player_2bf3e402_move_target,player_2bf3e402_item,player_2bf3e402_score,player_2bf3e402_cut_speed,player_2bf3e402_speed,eedfb0d0e6ad6444_score,b30d07cb0a9de8d0_message,f5e420a4d24e60bd_score
2842,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,42.75000000000199,,,1,1.0,30.0,,,
2843,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,44.000000000002274,,,1,1.0,30.0,,,
2844,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,45.25000000000256,,,1,1.0,30.0,,,
2845,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,46.50000000000284,,,1,1.0,30.0,,,
2846,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,47.750000000003126,,,1,1.0,30.0,,,
2847,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,49.00000000000341,,,1,1.0,30.0,,,
2848,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,50.250000000003695,,,1,1.0,30.0,,,
2849,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,51.50000000000398,,,1,1.0,30.0,,,
2850,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,52.75000000000426,,,1,1.0,30.0,,,
2851,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,54.00000000000455,,,1,1.0,30.0,,,
2852,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,55.25000000000483,,,1,1.0,30.0,,,
2853,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,56.500000000005116,,,1,1.0,30.0,,,
2854,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,57.7500000000054,,,1,1.0,30.0,,,
2855,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,59.000000000005684,,,1,1.0,30.0,,,
2856,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,60.25000000000597,,,1,1.0,30.0,,,
2857,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,61.50000000000625,,,1,1.0,30.0,,,
2858,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,62.75000000000654,,,1,1.0,30.0,,,
2859,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,64.00000000000682,,,1,1.0,30.0,,,
2860,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,65.2500000000071,,,1,1.0,30.0,,,
2861,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,66.50000000000739,,,1,1.0,30.0,,,
2862,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,67.75000000000767,,,1,1.0,30.0,,,
2863,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,69.00000000000796,,,1,1.0,30.0,,,
2864,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,70.25000000000824,,,1,1.0,30.0,,,
2865,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,71.50000000000853,,,1,1.0,30.0,,,
2866,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,tomato,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,,1,1.0,30.0,,,
2867,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2868,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2869,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2870,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2871,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2872,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2873,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2874,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2875,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2876,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2877,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2878,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2879,train,False,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,tomato,2,3,,2,4,,2,5,plate,2,6,tomato,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,56.0,40.0,,,1,1.0,30.0,24.0,72.0,,tomato,1,1.0,30.0,,,
2880,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2881,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2882,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2883,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2884,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2885,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2886,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2887,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2888,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2889,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2890,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2891,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2892,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2893,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2894,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2895,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2896,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2897,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2898,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2899,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2900,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2901,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2902,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2903,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
2904,ready,False,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 3 seconds...
",
