tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8cd98b2fcc59f8ab_score,player_386e3211_x,player_386e3211_y,player_386e3211_move_target,player_386e3211_item,player_386e3211_score,player_386e3211_cut_speed,player_386e3211_speed,player_62495bbd_x,player_62495bbd_y,player_62495bbd_move_target,player_62495bbd_item,player_62495bbd_score,player_62495bbd_cut_speed,player_62495bbd_speed
2605,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.383760396791445,28.67394259824876,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2606,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.735111026322045,28.318200085849046,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2607,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.086461655852645,27.96245757344933,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2608,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.437812285383245,27.606715061049616,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2609,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.789162914913845,27.2509725486499,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2610,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.140513544444445,26.895230036250187,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2611,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.491864173975046,26.53948752385047,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2612,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.843214803505646,26.183745011450757,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2613,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.194565433036246,25.828002499051042,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2614,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.545916062566846,25.472259986651327,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2615,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.897266692097446,25.116517474251612,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2616,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.248617321628046,24.760774961851897,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2617,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.599967951158646,24.405032449452182,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2618,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.013735514180425,24.196125625563692,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2619,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.51369789011859,24.18999189533383,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2620,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.01366026605676,24.183858165103967,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2621,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.51362264199493,24.177724434874104,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2622,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.013585017933096,24.17159070464424,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2623,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.513547393871264,24.16545697441438,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2624,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.01350976980943,24.159323244184517,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2625,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.5134721457476,24.153189513954654,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2626,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.01343452168577,24.14705578372479,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2627,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.513396897623934,24.14092205349493,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2628,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.0133592735621,24.134788323265067,,,1,1.0,12.0,56.0,40.0,,,0,0.2,30.0
2629,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.51332164950027,24.128654593035204,,,1,1.0,12.0,56.0,41.250000000000284,,,0,0.2,30.0
2630,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.01328402543844,24.12252086280534,,,1,1.0,12.0,56.0,42.50000000000057,,,0,0.2,30.0
2631,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.513246401376605,24.11638713257548,,,1,1.0,12.0,56.0,43.75000000000085,,,0,0.2,30.0
2632,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.01320877731477,24.110253402345617,,,1,1.0,12.0,56.0,45.00000000000114,,,0,0.2,30.0
2633,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.51317115325294,24.104119672115754,,,1,1.0,12.0,56.0,46.25000000000142,,,0,0.2,30.0
2634,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.01313352919111,24.09798594188589,,,1,1.0,12.0,56.0,47.500000000001705,,,0,0.2,30.0
2635,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.513095905129276,24.09185221165603,,,1,1.0,12.0,56.0,48.75000000000199,,,0,0.2,30.0
2636,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.013058281067444,24.085718481426166,,,1,1.0,12.0,56.0,50.000000000002274,,,0,0.2,30.0
2637,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.51302065700561,24.079584751196304,,,1,1.0,12.0,56.0,51.25000000000256,,,0,0.2,30.0
2638,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.01298303294378,24.07345102096644,,,1,1.0,12.0,56.0,52.50000000000284,,,0,0.2,30.0
2639,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.51294540888195,24.06731729073658,,,1,1.0,12.0,56.0,53.750000000003126,,,0,0.2,30.0
2640,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.012907784820115,24.061183560506716,,,1,1.0,12.0,56.0,55.00000000000341,,,0,0.2,30.0
2641,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.51287016075828,24.055049830276854,,,1,1.0,12.0,56.0,56.0,,,0,0.2,30.0
2642,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.01283253669645,24.04891610004699,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2643,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.51279491263462,24.04278236981713,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2644,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.012757288572786,24.036648639587266,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2645,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.51271966451095,24.030514909357404,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2646,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.01268204044912,24.02438117912754,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2647,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.51264441638729,24.01824744889768,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2648,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.01260679232546,24.012113718667816,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2649,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.512569168263624,24.005979988437954,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2650,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.01254734395924,24.002391018162168,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2651,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.512547338367526,24.002316240203765,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2652,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.01254733277581,24.00224146224536,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2653,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.512547327184095,24.00216668428696,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2654,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.01254732159238,24.002091906328555,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2655,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.51254731600066,24.002017128370152,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2656,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.01254731040895,24.00194235041175,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2657,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.51254730481723,24.001867572453346,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2658,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.01254729922552,24.001792794494943,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2659,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.5125472936338,24.00171801653654,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2660,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.012547288042086,24.001643238578175,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2661,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.51254728245037,24.00156846061995,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2662,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.012547276858655,24.001493682661724,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2663,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.51254727126694,24.0014189047035,,,1,1.0,12.0,56.0,56.0,,tomato_salad,0,0.2,30.0
2664,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.012547265675224,24.001344126745273,,,1,1.0,12.0,57.250000000000284,56.0,,tomato_salad,0,0.2,30.0
2665,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.51254726008351,24.001269348787048,,,1,1.0,12.0,58.50000000000057,56.0,,tomato_salad,0,0.2,30.0
2666,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.01254725449178,24.001194570828822,,,1,1.0,12.0,59.75000000000085,56.0,,tomato_salad,0,0.2,30.0
2667,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.51254724889935,24.001119792870597,,,1,1.0,12.0,61.00000000000114,56.0,,tomato_salad,0,0.2,30.0
2668,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.01254724330693,24.00104501491237,,,1,1.0,12.0,62.25000000000142,56.0,,tomato_salad,0,0.2,30.0
2669,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.5125472377145,24.000970236954146,,,1,1.0,12.0,63.500000000001705,56.0,,tomato_salad,0,0.2,30.0
2670,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.01254723212207,24.00089545899592,,,1,1.0,12.0,64.75000000000199,56.0,,tomato_salad,0,0.2,30.0
2671,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.51254722652965,24.000820681037695,,,1,1.0,12.0,66.00000000000227,56.0,,tomato_salad,0,0.2,30.0
2672,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.01254722093722,24.00074590307947,,,1,1.0,12.0,67.25000000000256,56.0,,tomato_salad,0,0.2,30.0
2673,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.5125472153448,24.000671125121244,,,1,1.0,12.0,68.50000000000284,56.0,,tomato_salad,0,0.2,30.0
2674,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.01254720975237,24.00059634716302,,,1,1.0,12.0,69.75000000000313,56.0,,tomato_salad,0,0.2,30.0
2675,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.51254720415994,24.000521569204796,,,1,1.0,12.0,71.00000000000341,56.0,,tomato_salad,0,0.2,30.0
2676,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.01254719856752,24.00044679124657,,,1,1.0,12.0,72.2500000000037,56.0,,tomato_salad,0,0.2,30.0
2677,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.51254719297509,24.000372013288345,,,1,1.0,12.0,73.50000000000398,56.0,,tomato_salad,0,0.2,30.0
2678,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato_cut,4.0,3,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.01254718738267,24.00029723533012,,,1,1.0,12.0,74.75000000000426,56.0,,tomato_salad,0,0.2,30.0
