tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,aaee1ce0ebaed94c_score,player_cf895221_x,player_cf895221_y,player_cf895221_move_target,player_cf895221_item,player_cf895221_score,player_cf895221_cut_speed,player_cf895221_speed,player_0adf82e8_x,player_0adf82e8_y,player_0adf82e8_move_target,player_0adf82e8_item,player_0adf82e8_score,player_0adf82e8_cut_speed,player_0adf82e8_speed,7b4fde9f83715fa4_score,764b88f71d5f23c6_message,c260de43986158df_score
2709,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato,2.999999999999998,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,82.49520258199566,39.99850150706608,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2710,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,81.24520259473682,39.998679980624146,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2711,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.083333333333331,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,79.99520260747799,39.99885845418221,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2712,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.1249999999999973,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,78.74520262021916,39.99903692774028,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2713,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,77.49520263296033,39.99921540129834,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2714,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.2083333333333304,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,76.2452026457015,39.99939387485641,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2715,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.249999999999997,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,74.99520265844266,39.999572348414475,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2716,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,73.74520267118383,39.99975082197275,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2717,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.33333333333333,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,72.495202683925,39.99992929553117,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2718,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.3749999999999964,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,71.5193913528273,40.66763899269328,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2719,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,70.6301659131489,41.54614802362497,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2720,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,69.7409404734705,42.42465705455686,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2721,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,68.8517150337921,43.303166085489146,,plate,4,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,
2722,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,67.9624895941137,44.181675116421424,,plate,4,1.0,30.0,25.24999999999993,24.0,,,1,1.0,30.0,,,
2723,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,67.07326415443531,45.0601841473537,,plate,4,1.0,30.0,26.499999999999858,24.0,,,1,1.0,30.0,,,
2724,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,66.18403871475691,45.93869317828598,,plate,4,1.0,30.0,27.749999999999787,24.0,,,1,1.0,30.0,,,
2725,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,65.29481327507851,46.817202209218266,,plate,4,1.0,30.0,28.999999999999716,24.0,,,1,1.0,30.0,,,
2726,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,64.40558783540011,47.695711240150544,,plate,4,1.0,30.0,30.249999999999645,24.0,,,1,1.0,30.0,,,
2727,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,63.516362395721714,48.57422027108282,,plate,4,1.0,30.0,31.499999999999574,24.0,,,1,1.0,30.0,,,
2728,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,62.627136956043316,49.4527293020151,,plate,4,1.0,30.0,32.749999999999716,24.0,,,1,1.0,30.0,,,
2729,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,61.73791151636492,50.331238332947386,,plate,4,1.0,30.0,34.0,24.0,,,1,1.0,30.0,,,
2730,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,60.84868607668652,51.209747363879664,,plate,4,1.0,30.0,35.250000000000284,24.0,,,1,1.0,30.0,,,
2731,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,59.95946063700812,52.08825639481194,,plate,4,1.0,30.0,36.50000000000057,24.0,,,1,1.0,30.0,,,
2732,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,59.07023519732972,52.96676542574422,,plate,4,1.0,30.0,37.75000000000085,24.0,,,1,1.0,30.0,,,
2733,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,58.181009757651324,53.8452744566765,,plate,4,1.0,30.0,39.00000000000114,24.0,,,1,1.0,30.0,,,
2734,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,57.291784317972926,54.723783487608785,,plate,4,1.0,30.0,40.25000000000142,24.0,,,1,1.0,30.0,,,
2735,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.40255887829453,55.60229251854106,,plate,4,1.0,30.0,41.500000000001705,24.0,,,1,1.0,30.0,,,
2736,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,plate,4,1.0,30.0,42.75000000000199,24.0,,,1,1.0,30.0,,,
2737,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,44.000000000002274,24.0,,,1,1.0,30.0,,,
2738,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,45.25000000000256,24.0,,,1,1.0,30.0,,,
2739,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,46.50000000000284,24.0,,,1,1.0,30.0,,,
2740,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,47.750000000003126,24.0,,,1,1.0,30.0,,,
2741,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,49.00000000000341,24.0,,,1,1.0,30.0,,,
2742,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,50.250000000003695,24.0,,,1,1.0,30.0,,,
2743,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,51.50000000000398,24.0,,,1,1.0,30.0,,,
2744,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,52.75000000000426,24.0,,,1,1.0,30.0,,,
2745,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,54.00000000000455,24.0,,,1,1.0,30.0,,,
2746,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,55.25000000000483,24.0,,,1,1.0,30.0,,,
2747,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,56.500000000005116,24.0,,,1,1.0,30.0,,,
2748,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,57.7500000000054,24.0,,,1,1.0,30.0,,,
2749,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,59.000000000005684,24.0,,,1,1.0,30.0,,,
2750,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,60.25000000000597,24.0,,,1,1.0,30.0,,,
2751,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,61.50000000000625,24.0,,,1,1.0,30.0,,,
2752,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,62.75000000000654,24.0,,,1,1.0,30.0,,,
2753,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,64.00000000000682,24.0,,,1,1.0,30.0,,,
2754,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,65.2500000000071,24.0,,,1,1.0,30.0,,,
2755,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,66.50000000000739,24.0,,,1,1.0,30.0,,,
2756,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,67.75000000000767,24.0,,,1,1.0,30.0,,,
2757,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,69.00000000000796,24.0,,,1,1.0,30.0,,,
2758,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,70.25000000000824,24.0,,,1,1.0,30.0,,,
2759,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,71.50000000000853,24.0,,,1,1.0,30.0,,,
2760,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,72.75000000000881,24.0,,,1,1.0,30.0,,,
2761,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,74.0000000000091,24.0,,,1,1.0,30.0,,,
2762,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,75.25000000000938,24.0,,,1,1.0,30.0,,,
2763,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.0,56.0,,,4,1.0,30.0,76.50000000000966,24.0,,,1,1.0,30.0,,,
2764,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,56.88388347648305,55.11611652351695,,,4,1.0,30.0,77.75000000000995,24.0,,,1,1.0,30.0,,,
2765,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,57.7677669529661,54.2322330470339,,,4,1.0,30.0,79.00000000001023,24.0,,,1,1.0,30.0,,,
2766,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,58.65165042944915,53.34834957055085,,,4,1.0,30.0,80.25000000001052,24.0,,,1,1.0,30.0,,,
2767,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,59.5355339059322,52.4644660940678,,,4,1.0,30.0,81.5000000000108,24.0,,,1,1.0,30.0,,,
2768,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,60.41941738241525,51.58058261758475,,,4,1.0,30.0,82.75000000001108,24.0,,,1,1.0,30.0,,,
2769,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,61.3033008588983,50.6966991411017,,,4,1.0,30.0,84.00000000001137,24.0,,,1,1.0,30.0,,,
2770,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,62.187184335381346,49.812815664618654,,,4,1.0,30.0,85.25000000001165,24.0,,,1,1.0,30.0,,,
2771,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,63.071067811864395,48.928932188135605,,,4,1.0,30.0,86.50000000001194,24.0,,,1,1.0,30.0,,,
2772,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,63.954951288347445,48.045048711652555,,,4,1.0,30.0,87.75000000001222,24.0,,,1,1.0,30.0,,,
2773,train,False,0,1,None_cut,3.7083333333333286,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,5.0,64.8388347648305,47.161165235169506,,,4,1.0,30.0,88.0,24.0,,,1,1.0,30.0,,,
