tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,cac33e4d401a7bc6_score,player_6ad9a0b7_x,player_6ad9a0b7_y,player_6ad9a0b7_move_target,player_6ad9a0b7_item,player_6ad9a0b7_score,player_6ad9a0b7_cut_speed,player_6ad9a0b7_speed,player_30b5ae3f_x,player_30b5ae3f_y,player_30b5ae3f_move_target,player_30b5ae3f_item,player_30b5ae3f_score,player_30b5ae3f_cut_speed,player_30b5ae3f_speed
2813,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.8499999999999925,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2814,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.858333333333326,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2815,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.866666666666659,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2816,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.8749999999999925,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2817,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.8833333333333258,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2818,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.891666666666659,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2819,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.8999999999999924,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2820,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9083333333333257,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2821,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.916666666666659,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2822,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9249999999999923,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2823,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9333333333333256,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2824,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.941666666666659,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.35355339059322,39.64644660940678,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2825,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.949999999999992,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.70710678118644,39.29289321881356,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2826,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9583333333333255,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.06066017177966,38.93933982822034,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2827,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.966666666666659,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.41421356237288,38.58578643762712,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2828,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.974999999999992,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.7677669529661,38.2322330470339,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2829,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9833333333333254,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.12132034355932,37.87867965644068,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2830,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.9916666666666587,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.47487373415254,37.52512626584746,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2831,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato,2.999999999999992,2,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.82842712474576,37.17157287525424,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2832,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0083333333333253,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.18198051533898,36.81801948466102,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2833,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0166666666666586,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.5355339059322,36.4644660940678,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2834,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.024999999999992,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.88908729652542,36.11091270347458,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2835,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.033333333333325,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.24264068711864,35.75735931288136,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2836,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0416666666666585,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.59619407771186,35.40380592228814,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2837,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.049999999999992,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.94974746830508,35.05025253169492,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2838,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.058333333333325,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3033008588983,34.6966991411017,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2839,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0666666666666584,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.656854249491516,34.343145750508484,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2840,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0749999999999917,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.010407640084736,33.989592359915264,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2841,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.083333333333325,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.363961030677956,33.636038969322044,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2842,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0916666666666583,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.717514421271176,33.282485578728824,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2843,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.0999999999999917,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.071067811864395,32.928932188135605,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2844,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.108333333333325,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.424621202457615,32.575378797542385,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2845,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1166666666666583,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.778174593050835,32.221825406949165,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2846,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1249999999999916,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.13172798364405,31.868272016355945,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2847,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.133333333333325,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.48528137423727,31.514718625762725,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2848,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.141666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.8388347648305,31.161165235169506,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2849,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1499999999999915,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.19238815542371,30.807611844576286,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2850,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1583333333333248,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.54594154601693,30.454058453983066,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2851,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.166666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.89949493661015,30.100505063389846,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2852,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1749999999999914,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.25304832720337,29.746951672796627,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2853,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1833333333333247,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.6066017177966,29.393398282203407,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2854,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.191666666666658,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.96015510838981,29.039844891610187,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2855,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.1999999999999913,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.31370849898303,28.686291501016967,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2856,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.66726188957625,28.332738110423747,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2857,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.02081528016947,27.979184719830528,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2858,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.37436867076269,27.625631329237308,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2859,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,tomato_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.72792206135591,27.272077938644088,,,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2860,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.08147545194913,26.91852454805087,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2861,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.43502884254235,26.56497115745765,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2862,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.78858223313557,26.21141776686443,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2863,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.14213562372879,25.85786437627121,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2864,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.49568901432201,25.50431098567799,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2865,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.84924240491523,25.15075759508477,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2866,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.20279579550845,24.79720420449155,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2867,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.55634918610167,24.44365081389833,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2868,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2869,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2870,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2871,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2872,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2873,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2874,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2875,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2876,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2877,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2878,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2879,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2880,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2881,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2882,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2883,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2884,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2885,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2886,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2887,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
2888,0,1,,0,2,None_cut,3.5416666666666567,3,0,3,None_cut,3.2083333333333246,3,2,2,tomato,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,2,1.0,12.0,24.0,56.0,,tomato_cut,0,0.2,30.0
