tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,e7d5a2a3b2dcda64_score,player_61777212_x,player_61777212_y,player_61777212_move_target,player_61777212_item,player_61777212_score,player_61777212_cut_speed,player_61777212_speed,player_2469028c_x,player_2469028c_y,player_2469028c_move_target,player_2469028c_item,player_2469028c_score,player_2469028c_cut_speed,player_2469028c_speed,e1f5c5a2a184cb40_score,63a9805ec688bac1_message,dc1ec4982328be8a_score
3544,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2416666666666647,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.00000000000318,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3545,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.249999999999998,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.50000000000273,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3546,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2583333333333313,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.00000000000227,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3547,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2666666666666646,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.50000000000182,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3548,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.274999999999998,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.00000000000136,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3549,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2833333333333312,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.50000000000091,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3550,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2916666666666645,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.00000000000045,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3551,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.2999999999999978,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.5,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3552,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3083333333333311,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.99999999999955,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3553,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3166666666666644,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.49999999999909,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3554,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3249999999999977,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.99999999999864,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3555,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.333333333333331,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.49999999999818,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3556,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3416666666666643,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.99999999999773,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3557,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3499999999999976,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.49999999999727,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3558,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.358333333333331,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.99999999999682,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3559,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3666666666666643,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.49999999999636,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3560,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3749999999999976,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999591,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3561,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3833333333333309,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.49999999999545,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3562,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3916666666666642,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.999999999995,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3563,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.3999999999999975,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.49999999999454,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3564,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4083333333333308,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.99999999999409,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3565,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.416666666666664,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999363,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3566,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4249999999999974,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.99999999999318,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3567,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4333333333333307,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.49999999999272,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3568,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.441666666666664,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.99999999999227,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3569,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4499999999999973,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.49999999999181,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3570,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4583333333333306,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999136,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3571,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.466666666666664,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.4999999999909,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3572,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4749999999999972,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.99999999999045,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3573,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4833333333333305,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.49999999999,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3574,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4916666666666638,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.99999999998954,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3575,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.4999999999999971,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.49999999998909,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3576,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5083333333333304,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.99999999998863,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3577,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5166666666666637,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.49999999998818,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3578,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.524999999999997,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.99999999998772,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3579,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5333333333333303,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.49999999998727,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3580,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5416666666666636,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999998681,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3581,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.549999999999997,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.49999999998636,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3582,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5583333333333302,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.9999999999859,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3583,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5666666666666635,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.49999999998545,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3584,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5749999999999968,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.999999999985,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3585,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5833333333333302,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999998454,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3586,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5916666666666635,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.99999999998408,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3587,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.5999999999999968,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.49999999998363,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3588,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.60833333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.99999999998317,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3589,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6166666666666634,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.49999999998272,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3590,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6249999999999967,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.99999999998226,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3591,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.63333333333333,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.49999999998181,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3592,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6416666666666633,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.99999999998136,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3593,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6499999999999966,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.4999999999809,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3594,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6583333333333299,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.99999999998045,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3595,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6666666666666632,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.49999999997999,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3596,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6749999999999965,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.99999999997954,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3597,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6833333333333298,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.49999999997908,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3598,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.691666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.99999999997863,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3599,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.6999999999999964,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.49999999997817,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3600,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7083333333333297,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.99999999997772,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3601,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.716666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.49999999997726,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3602,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7249999999999963,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.99999999997681,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3603,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7333333333333296,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.49999999997635,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3604,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.741666666666663,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.9999999999759,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3605,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7499999999999962,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.49999999997544,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3606,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7583333333333295,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.99999999997499,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3607,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7666666666666628,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.49999999997453,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3608,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7749999999999961,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.99999999997408,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3609,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7833333333333294,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.49999999997362,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
3610,test,True,0,1,tomato,0.5583333333333338,0,0,2,,0.0,0,1,0,tomato,1.7916666666666627,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.99999999997317,40.0,,,0,1.0,12.0,24.0,24.0,,,0,0.2,30.0,,,0.0
