tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,788c26c8958953f3_score,player_265b6013_x,player_265b6013_y,player_265b6013_move_target,player_265b6013_item,player_265b6013_score,player_265b6013_cut_speed,player_265b6013_speed,player_4857e50c_x,player_4857e50c_y,player_4857e50c_move_target,player_4857e50c_item,player_4857e50c_score,player_4857e50c_cut_speed,player_4857e50c_speed,6ee8c79efa730821_score,4472fd1d4e3946b1_message,8c9af0cd6a948515_score
3428,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.00000000000813,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3429,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.500000000008384,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3430,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.00000000000864,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3431,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.500000000008896,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3432,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.00000000000915,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3433,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.50000000000941,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3434,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.00000000000966,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3435,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.50000000000992,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3436,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.000000000010175,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3437,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.50000000001043,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3438,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_cut,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3439,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3440,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3441,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3442,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3443,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3444,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3445,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3446,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3447,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3448,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3449,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3450,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3451,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3452,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3453,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3454,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3455,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.499999999999744,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3456,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.99999999999949,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3457,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.49999999999923,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3458,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.99999999999898,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3459,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.49999999999872,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3460,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.999999999998465,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3461,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.49999999999821,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3462,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.999999999997954,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3463,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,51.4999999999977,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3464,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.99999999999744,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3465,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.499999999997186,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3466,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.99999999999693,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3467,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.499999999996675,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3468,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.99999999999642,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3469,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.49999999999616,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3470,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.99999999999591,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3471,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.49999999999565,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3472,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.999999999995396,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3473,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,46.49999999999514,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3474,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.999999999994884,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3475,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.49999999999463,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3476,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.99999999999437,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3477,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.49999999999412,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3478,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.99999999999386,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3479,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.499999999993605,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3480,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.99999999999335,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3481,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.49999999999309,,,0,1.0,12.0,135.11611652351553,24.88388347648305,,plate,0,0.2,30.0,,,0.0
3482,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.99999999999284,,,0,1.0,12.0,134.23223304703106,25.767766952966443,,plate,0,0.2,30.0,,,0.0
3483,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,41.49999999999258,,,0,1.0,12.0,133.3483495705466,26.651650429449848,,plate,0,0.2,30.0,,,0.0
3484,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.999999999992326,,,0,1.0,12.0,132.46446609406294,27.535533905933253,,plate,0,0.2,30.0,,,0.0
3485,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.49999999999207,,,0,1.0,12.0,131.5805826175798,28.419417382416658,,plate,0,0.2,30.0,,,0.0
3486,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,tomato,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,12.0,130.69669914109667,29.303300858900062,,plate,0,0.2,30.0,,,0.0
3487,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,129.81281566461354,30.187184335383467,,plate,0,0.2,30.0,,,0.0
3488,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,128.9289321881304,31.07106781186687,,plate,0,0.2,30.0,,,0.0
3489,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,128.04504871164727,31.954951288350276,,plate,0,0.2,30.0,,,0.0
3490,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,127.1611652351642,32.838834764833344,,plate,0,0.2,30.0,,,0.0
3491,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,126.27728175868116,33.72271824131639,,plate,0,0.2,30.0,,,0.0
3492,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,125.3933982821981,34.60660171779944,,plate,0,0.2,30.0,,,0.0
3493,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,124.50951480571506,35.4904851942827,,plate,0,0.2,30.0,,,0.0
3494,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,3.833333333333328,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,tomato,0,1.0,12.0,123.62563132923201,36.37436867076619,,plate,0,0.2,30.0,,,0.0
