tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7be2e5b362066ab_score,player_108f7b2c_x,player_108f7b2c_y,player_108f7b2c_move_target,player_108f7b2c_item,player_108f7b2c_score,player_108f7b2c_cut_speed,player_108f7b2c_speed,player_d9bb93d3_x,player_d9bb93d3_y,player_d9bb93d3_move_target,player_d9bb93d3_item,player_d9bb93d3_score,player_d9bb93d3_cut_speed,player_d9bb93d3_speed
2088,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2089,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2090,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2091,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.499999999999744,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2092,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.99999999999949,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2093,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.49999999999923,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2094,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.99999999999898,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2095,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.49999999999872,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2096,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.999999999998465,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2097,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.49999999999821,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2098,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.999999999997954,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2099,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.4999999999977,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2100,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.99999999999744,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2101,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.499999999997186,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2102,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.99999999999693,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2103,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.499999999996675,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2104,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.99999999999642,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2105,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.49999999999616,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2106,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.99999999999591,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2107,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.49999999999565,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2108,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.999999999995396,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2109,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.49999999999514,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2110,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.999999999994884,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2111,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.49999999999463,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2112,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.99999999999437,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2113,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.49999999999412,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2114,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.99999999999386,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2115,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,43.499999999993605,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2116,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.99999999999335,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2117,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,42.49999999999309,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2118,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.99999999999284,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2119,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,41.49999999999258,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2120,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.999999999992326,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2121,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.49999999999207,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2122,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.14054025181224,40.05770299503217,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2123,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.49189088134284,39.70196048263281,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2124,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.84324151087344,39.346217970233454,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2125,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.19459214040404,38.990475457834094,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2126,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.54594276993464,38.634732945434735,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2127,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.89729339946524,38.278990433035375,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2128,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.24864402899584,37.923247920636015,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2129,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.59999465852644,37.567505408236656,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2130,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.95134528805704,37.211762895837296,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2131,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.30269591758764,36.85602038343794,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2132,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.65404654711824,36.50027787103858,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2133,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.00539717664884,36.14453535863922,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2134,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.356747806179442,35.78879284623986,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2135,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.708098435710042,35.4330503338405,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2136,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.059449065240642,35.07730782144114,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2137,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.410799694771242,34.72156530904178,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2138,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.762150324301842,34.36582279664242,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2139,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.113500953832443,34.01008028424306,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2140,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.464851583363043,33.6543377718437,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2141,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.816202212893643,33.29859525944434,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2142,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.167552842424243,32.94285274704498,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2143,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.518903471954843,32.58711023464562,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2144,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.870254101485443,32.23136772224592,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2145,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.22160473101604,31.875625209846195,,tomato_salad,0,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2146,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.57295536054664,31.51988269744648,,tomato_salad,0,1.0,12.0,24.88388347648305,39.11611652351695,,,1,0.2,30.0
2147,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.924305990077244,31.164140185046765,,tomato_salad,0,1.0,12.0,25.7677669529661,38.2322330470339,,,1,0.2,30.0
2148,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.275656619607844,30.80839767264705,,tomato_salad,0,1.0,12.0,26.65165042944915,37.34834957055085,,,1,0.2,30.0
2149,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.627007249138444,30.452655160247335,,tomato_salad,0,1.0,12.0,27.535533905932198,36.4644660940678,,,1,0.2,30.0
2150,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.978357878669044,30.09691264784762,,tomato_salad,0,1.0,12.0,28.419417382415247,35.58058261758475,,,1,0.2,30.0
2151,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.329708508199644,29.741170135447906,,tomato_salad,0,1.0,12.0,29.303300858898297,34.6966991411017,,,1,0.2,30.0
2152,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.681059137730244,29.38542762304819,,tomato_salad,0,1.0,12.0,30.187184335381346,33.812815664618654,,,1,0.2,30.0
2153,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.032409767260845,29.029685110648476,,tomato_salad,0,1.0,12.0,31.071067811864395,32.928932188135605,,,1,0.2,30.0
2154,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.383760396791445,28.67394259824876,,tomato_salad,0,1.0,12.0,31.954951288347445,32.045048711652555,,,1,0.2,30.0
2155,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.735111026322045,28.318200085849046,,tomato_salad,0,1.0,12.0,32.838834764830494,31.161165235169506,,,1,0.2,30.0
2156,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.086461655852645,27.96245757344933,,tomato_salad,0,1.0,12.0,33.722718241313544,30.277281758686456,,,1,0.2,30.0
2157,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.437812285383245,27.606715061049616,,tomato_salad,0,1.0,12.0,34.60660171779659,29.393398282203407,,,1,0.2,30.0
2158,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.789162914913845,27.2509725486499,,tomato_salad,0,1.0,12.0,35.49048519427964,28.509514805720357,,,1,0.2,30.0
2159,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.140513544444445,26.895230036250187,,tomato_salad,0,1.0,12.0,36.37436867076269,27.625631329237308,,,1,0.2,30.0
2160,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.491864173975046,26.53948752385047,,tomato_salad,0,1.0,12.0,37.25825214724574,26.74174785275426,,,1,0.2,30.0
2161,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.843214803505646,26.183745011450757,,tomato_salad,0,1.0,12.0,38.14213562372879,25.85786437627121,,,1,0.2,30.0
2162,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.194565433036246,25.828002499051042,,tomato_salad,0,1.0,12.0,39.02601910021184,24.97398089978816,,,1,0.2,30.0
2163,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.545916062566846,25.472259986651327,,tomato_salad,0,1.0,12.0,39.95382555869017,24.194346815316237,,,1,0.2,30.0
2164,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.897266692097446,25.116517474251612,,tomato_salad,0,1.0,12.0,41.203733885133886,24.179208272259245,,,1,0.2,30.0
2165,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.248617321628046,24.760774961851897,,tomato_salad,0,1.0,12.0,42.4536422115776,24.164069729202254,,,1,0.2,30.0
2166,0,1,,0,2,None_cut,4.0,3,0,3,,0.0,0,2,2,plate,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.599967951158646,24.405032449452182,,tomato_salad,0,1.0,12.0,43.70355053802132,24.148931186145262,,,1,0.2,30.0
