tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,35ea100cad7f6061_score,player_3ac61f2a_x,player_3ac61f2a_y,player_3ac61f2a_move_target,player_3ac61f2a_item,player_3ac61f2a_score,player_3ac61f2a_cut_speed,player_3ac61f2a_speed,player_8d4cab8a_x,player_8d4cab8a_y,player_8d4cab8a_move_target,player_8d4cab8a_item,player_8d4cab8a_score,player_8d4cab8a_cut_speed,player_8d4cab8a_speed
2313,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,41.49999999999258,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2314,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.999999999992326,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2315,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.49999999999207,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2316,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,tomato,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2317,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2318,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2319,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2320,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2321,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2322,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2323,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2324,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2325,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2326,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2327,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2328,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2329,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2330,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2331,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2332,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2333,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2334,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2335,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2336,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,104.0,24.0,,plate,2,0.2,30.0
2337,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,102.74999999999972,24.0,,plate,2,0.2,30.0
2338,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato,0,1.0,12.0,101.49999999999943,24.0,,plate,2,0.2,30.0
2339,0,1,,0,2,tomato,0.0,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,100.24999999999915,24.0,,plate,2,0.2,30.0
2340,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,98.99999999999886,24.0,,plate,2,0.2,30.0
2341,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,97.74999999999858,24.0,,plate,2,0.2,30.0
2342,0,1,,0,2,tomato,0.125,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,96.4999999999983,24.0,,plate,2,0.2,30.0
2343,0,1,,0,2,tomato,0.16666666666666666,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,95.24999999999801,24.0,,plate,2,0.2,30.0
2344,0,1,,0,2,tomato,0.20833333333333331,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,93.99999999999773,24.0,,plate,2,0.2,30.0
2345,0,1,,0,2,tomato,0.24999999999999997,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,92.74999999999744,24.0,,plate,2,0.2,30.0
2346,0,1,,0,2,tomato,0.29166666666666663,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,91.49999999999716,24.0,,plate,2,0.2,30.0
2347,0,1,,0,2,tomato,0.3333333333333333,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,90.24999999999687,24.0,,plate,2,0.2,30.0
2348,0,1,,0,2,tomato,0.375,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,88.99999999999659,24.0,,plate,2,0.2,30.0
2349,0,1,,0,2,tomato,0.4166666666666667,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,87.7499999999963,24.0,,plate,2,0.2,30.0
2350,0,1,,0,2,tomato,0.45833333333333337,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,86.49999999999602,24.0,,plate,2,0.2,30.0
2351,0,1,,0,2,tomato,0.5,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,85.24999999999574,24.0,,plate,2,0.2,30.0
2352,0,1,,0,2,tomato,0.5416666666666666,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,83.99999999999545,24.0,,plate,2,0.2,30.0
2353,0,1,,0,2,tomato,0.5833333333333333,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,82.74999999999517,24.0,,plate,2,0.2,30.0
2354,0,1,,0,2,tomato,0.6249999999999999,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,81.49999999999488,24.0,,plate,2,0.2,30.0
2355,0,1,,0,2,tomato,0.6666666666666665,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,80.2499999999946,24.0,,plate,2,0.2,30.0
2356,0,1,,0,2,tomato,0.7083333333333331,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,78.99999999999432,24.0,,plate,2,0.2,30.0
2357,0,1,,0,2,tomato,0.7499999999999998,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,77.74999999999403,24.0,,plate,2,0.2,30.0
2358,0,1,,0,2,tomato,0.7916666666666664,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,76.49999999999375,24.0,,plate,2,0.2,30.0
2359,0,1,,0,2,tomato,0.833333333333333,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,75.24999999999346,24.0,,plate,2,0.2,30.0
2360,0,1,,0,2,tomato,0.8749999999999997,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,73.99999999999318,24.0,,plate,2,0.2,30.0
2361,0,1,,0,2,tomato,0.9166666666666663,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,72.7499999999929,24.0,,plate,2,0.2,30.0
2362,0,1,,0,2,tomato,0.9583333333333329,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,71.70196048263347,24.49189088134284,,plate,2,0.2,30.0
2363,0,1,,0,2,tomato,0.9999999999999996,0,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,70.81260420163471,25.37026745516934,,plate,2,0.2,30.0
2364,0,1,,0,2,tomato,1.0416666666666663,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,69.92324792063596,26.24864402899584,,plate,2,0.2,30.0
2365,0,1,,0,2,tomato,1.083333333333333,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,69.0338916396372,27.12702060282234,,plate,2,0.2,30.0
2366,0,1,,0,2,tomato,1.1249999999999998,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,68.14453535863845,28.00539717664884,,plate,2,0.2,30.0
2367,0,1,,0,2,tomato,1.1666666666666665,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,67.2551790776397,28.883773750475342,,plate,2,0.2,30.0
2368,0,1,,0,2,tomato,1.2083333333333333,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,66.36582279664094,29.762150324301842,,plate,2,0.2,30.0
2369,0,1,,0,2,tomato,1.25,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,65.47646651564219,30.640526898128343,,plate,2,0.2,30.0
2370,0,1,,0,2,tomato,1.2916666666666667,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,64.58711023464343,31.518903471954843,,plate,2,0.2,30.0
2371,0,1,,0,2,tomato,1.3333333333333335,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,63.69775395364444,32.39728004578134,,plate,2,0.2,30.0
2372,0,1,,0,2,tomato,1.3750000000000002,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,62.80839767264497,33.275656619607844,,plate,2,0.2,30.0
2373,0,1,,0,2,tomato,1.416666666666667,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,61.91904139164551,34.154033193434344,,plate,2,0.2,30.0
2374,0,1,,0,2,tomato,1.4583333333333337,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,61.02968511064632,35.032409767260845,,plate,2,0.2,30.0
2375,0,1,,0,2,tomato,1.5000000000000004,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,60.14032882964735,35.910786341087345,,plate,2,0.2,30.0
2376,0,1,,0,2,tomato,1.5416666666666672,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,59.25097254864839,36.789162914913845,,plate,2,0.2,30.0
2377,0,1,,0,2,tomato,1.583333333333334,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,58.361616267649424,37.667539488740346,,plate,2,0.2,30.0
2378,0,1,,0,2,tomato,1.6250000000000007,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,57.47225998665046,38.545916062566846,,plate,2,0.2,30.0
2379,0,1,,0,2,tomato,1.6666666666666674,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.582903705651496,39.424292636393346,,plate,2,0.2,30.0
2380,0,1,,0,2,tomato,1.7083333333333341,1,0,3,None_cut,3.1583333333333248,3,2,2,,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,plate,2,0.2,30.0
2381,0,1,,0,2,tomato,1.7500000000000009,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2382,0,1,,0,2,tomato,1.7916666666666676,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2383,0,1,,0,2,tomato,1.8333333333333344,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2384,0,1,,0,2,tomato,1.875000000000001,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2385,0,1,,0,2,tomato,1.9166666666666679,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2386,0,1,,0,2,tomato,1.9583333333333346,1,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
2387,0,1,,0,2,tomato,2.0000000000000013,2,0,3,None_cut,3.1583333333333248,3,2,2,plate,2,3,tomato_salad,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,12.0,56.0,40.0,,,2,0.2,30.0
