tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,6184777180219a1f_score,player_dffe9a8c_x,player_dffe9a8c_y,player_dffe9a8c_move_target,player_dffe9a8c_item,player_dffe9a8c_score,player_dffe9a8c_cut_speed,player_dffe9a8c_speed,player_7ea5f567_x,player_7ea5f567_y,player_7ea5f567_move_target,player_7ea5f567_item,player_7ea5f567_score,player_7ea5f567_cut_speed,player_7ea5f567_speed
2033,0,1,,0,2,,0,3,,1,0,tomato,0.5416666666666666,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2034,0,1,,0,2,,0,3,,1,0,tomato,0.5833333333333333,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2035,0,1,,0,2,,0,3,,1,0,tomato,0.6249999999999999,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2036,0,1,,0,2,,0,3,,1,0,tomato,0.6666666666666665,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,104.0,24.0,,plate,1,1.0,30.0
2037,0,1,,0,2,,0,3,,1,0,tomato,0.7083333333333331,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,1,1.0,30.0
2038,0,1,,0,2,,0,3,,1,0,tomato,0.7499999999999998,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,1,1.0,30.0
2039,0,1,,0,2,,0,3,,1,0,tomato,0.7916666666666664,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,1,1.0,30.0
2040,0,1,,0,2,,0,3,,1,0,tomato,0.833333333333333,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,1,1.0,30.0
2041,0,1,,0,2,,0,3,,1,0,tomato,0.8749999999999997,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,1,1.0,30.0
2042,0,1,,0,2,,0,3,,1,0,tomato,0.9166666666666663,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,1,1.0,30.0
2043,0,1,,0,2,,0,3,,1,0,tomato,0.9583333333333329,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,1,1.0,30.0
2044,0,1,,0,2,,0,3,,1,0,tomato,0.9999999999999996,0,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,1,1.0,30.0
2045,0,1,,0,2,,0,3,,1,0,tomato,1.0416666666666663,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,1,1.0,30.0
2046,0,1,,0,2,,0,3,,1,0,tomato,1.083333333333333,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,1,1.0,30.0
2047,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,1,1.0,30.0
2048,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,1,1.0,30.0
2049,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,24.0,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,1,1.0,30.0
2050,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,25.24999999999993,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,1,1.0,30.0
2051,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,26.499999999999858,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,1,1.0,30.0
2052,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,27.749999999999787,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,1,1.0,30.0
2053,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,28.999999999999716,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,1,1.0,30.0
2054,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,30.249999999999645,,,0,1.0,30.0,88.09009742330511,39.90990257669489,,plate,1,1.0,30.0
2055,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,31.499999999999574,,,0,1.0,30.0,87.20621394682206,40.79378605317794,,plate,1,1.0,30.0
2056,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,32.749999999999716,,,0,1.0,30.0,86.32233047033901,41.67766952966099,,plate,1,1.0,30.0
2057,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,34.0,,,0,1.0,30.0,85.43844699385596,42.56155300614404,,plate,1,1.0,30.0
2058,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,35.250000000000284,,,0,1.0,30.0,84.55456351737291,43.44543648262709,,plate,1,1.0,30.0
2059,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,36.50000000000057,,,0,1.0,30.0,83.67068004088986,44.32931995911014,,plate,1,1.0,30.0
2060,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,37.75000000000085,,,0,1.0,30.0,82.78679656440681,45.213203435593186,,plate,1,1.0,30.0
2061,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,39.00000000000114,,,0,1.0,30.0,81.90291308792376,46.097086912076236,,plate,1,1.0,30.0
2062,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.31621556657754,40.120168261161126,,,0,1.0,30.0,81.01902961144071,46.980970388559285,,plate,1,1.0,30.0
2063,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,25.19459214040404,41.00952454216059,,,0,1.0,30.0,80.13514613495767,47.864853865042335,,plate,1,1.0,30.0
2064,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.07296871423054,41.898880823160056,,,0,1.0,30.0,79.25126265847462,48.748737341525384,,plate,1,1.0,30.0
2065,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,26.95134528805704,42.78823710415952,,,0,1.0,30.0,78.36737918199157,49.632620818008434,,plate,1,1.0,30.0
2066,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,27.82972186188354,43.677593385158985,,,0,1.0,30.0,77.48349570550852,50.51650429449148,,plate,1,1.0,30.0
2067,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,28.708098435710042,44.56694966615845,,,0,1.0,30.0,76.59961222902547,51.40038777097453,,plate,1,1.0,30.0
2068,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,29.586475009536542,45.456305947157915,,,0,1.0,30.0,75.71572875254242,52.28427124745758,,plate,1,1.0,30.0
2069,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,30.464851583363043,46.34566222815738,,,0,1.0,30.0,74.83184527605937,53.16815472394063,,plate,1,1.0,30.0
2070,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,31.343228157189543,47.235018509156845,,,0,1.0,30.0,73.94796179957632,54.05203820042368,,plate,1,1.0,30.0
2071,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,32.22160473101604,48.12437479015631,,,0,1.0,30.0,73.06407832309327,54.93592167690673,,plate,1,1.0,30.0
2072,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.099981304842544,49.013731071155775,,,0,1.0,30.0,72.0,56.0,,plate,1,1.0,30.0
2073,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,33.978357878669044,49.90308735215493,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2074,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,34.856734452495544,50.79244363315389,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2075,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,35.735111026322045,51.681799914152855,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2076,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,36.613487600148545,52.571156195151815,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2077,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,37.491864173975046,53.46051247615078,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2078,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,38.370240747801546,54.34986875714975,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2079,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,39.248617321628046,55.23922503814871,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2080,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,plate,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2081,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2082,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2083,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2084,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2085,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2086,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2087,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2088,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2089,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2090,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2091,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2092,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2093,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2094,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2095,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2096,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2097,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2098,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2099,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2100,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2101,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2102,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,56.0,,,1,1.0,30.0
2103,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,57.250000000000284,,,1,1.0,30.0
2104,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,58.50000000000057,,,1,1.0,30.0
2105,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,59.75000000000085,,,1,1.0,30.0
2106,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,61.00000000000114,,,1,1.0,30.0
2107,0,1,,0,2,,0,3,,1,0,tomato,1.1249999999999998,1,2,0,tomato,0.0,0,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0,56.0,,plate,0,1.0,30.0,72.0,62.25000000000142,,,1,1.0,30.0
