tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9c2d16dc53c9368b_score,player_6683992a_x,player_6683992a_y,player_6683992a_move_target,player_6683992a_item,player_6683992a_score,player_6683992a_cut_speed,player_6683992a_speed,player_3858f46f_x,player_3858f46f_y,player_3858f46f_move_target,player_3858f46f_item,player_3858f46f_score,player_3858f46f_cut_speed,player_3858f46f_speed
1669,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.02385298440454,85.95763074168258,,plate,0,1.0,30.0,40.0018948812626,68.84496720723914,,,1,1.0,30.0
1670,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0092551357964,87.207545499903,,plate,0,1.0,30.0,40.00171048207228,67.59496722084006,,,1,1.0,30.0
1671,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.54535275042181,88.26983193213294,,plate,0,1.0,30.0,40.001526082881966,66.34496723444099,,,1,1.0,30.0
1672,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.66670771572436,89.15892298652551,,plate,0,1.0,30.0,40.00134168369165,65.09496724804191,,,1,1.0,30.0
1673,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.7880626810269,90.04801404091808,,plate,0,1.0,30.0,40.00115728450133,63.844967261642836,,,1,1.0,30.0
1674,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.90941764632944,90.93710509531064,,plate,0,1.0,30.0,40.000972885311015,62.59496727524376,,,1,1.0,30.0
1675,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.03077261163199,91.82619614970321,,plate,0,1.0,30.0,40.0007884861207,61.344967288844686,,,1,1.0,30.0
1676,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.15212757693453,92.71528720409577,,plate,0,1.0,30.0,40.00060408693038,60.09496730244561,,,1,1.0,30.0
1677,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.27348254223708,93.60437825848834,,plate,0,1.0,30.0,40.00041968774006,58.844967316046535,,,1,1.0,30.0
1678,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.39483750753962,94.49346931288183,,plate,0,1.0,30.0,40.000235288549746,57.59496732964746,,,1,1.0,30.0
1679,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.51619247284216,95.38256036727547,,plate,0,1.0,30.0,40.00005088935948,56.344967343248385,,,1,1.0,30.0
1680,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.637547438145006,96.27165142166884,,plate,0,1.0,30.0,39.226935107235526,55.412454596228,,,1,1.0,30.0
1681,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.75890240344826,97.16074247606176,,plate,0,1.0,30.0,38.34841959107512,54.52323556366835,,,1,1.0,30.0
1682,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.880257368751515,98.04983353045469,,plate,0,1.0,30.0,37.469904074914716,53.6340165311087,,,1,1.0,30.0
1683,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.00161233405477,98.93892458484761,,plate,0,1.0,30.0,36.59138855875431,52.74479749854905,,,1,1.0,30.0
1684,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.122967299358024,99.82801563924053,,plate,0,1.0,30.0,35.712873042593905,51.855578465989396,,,1,1.0,30.0
1685,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.24432226466128,100.71710669363347,,plate,0,1.0,30.0,34.8343575264335,50.966359433429744,,,1,1.0,30.0
1686,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.36567722996453,101.60619774802639,,plate,0,1.0,30.0,33.955842010273095,50.07714040087009,,,1,1.0,30.0
1687,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.48703219526779,102.49528880241931,,plate,0,1.0,30.0,33.07732649411269,49.18792136831044,,,1,1.0,30.0
1688,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.60838716057104,103.38437985681225,,plate,0,1.0,30.0,32.198810977952284,48.29870233575079,,,1,1.0,30.0
1689,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,55.721245367684595,103.33958551490551,,plate,0,1.0,30.0,31.320295461792156,47.40948330319114,,,1,1.0,30.0
1690,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,54.82656871376211,102.46662865175179,,plate,0,1.0,30.0,30.44177994563204,46.520264270631486,,,1,1.0,30.0
1691,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.93189205983962,101.59367178859807,,plate,0,1.0,30.0,29.563264429471634,45.631045238071835,,,1,1.0,30.0
1692,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,53.03721540591713,100.72071492544458,,plate,0,1.0,30.0,28.68474891331123,44.74182620551229,,,1,1.0,30.0
1693,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,52.14253875199464,99.84775806229163,,plate,0,1.0,30.0,27.806233397150823,43.85260717295284,,,1,1.0,30.0
1694,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,51.247862098072154,98.9748011991387,,plate,0,1.0,30.0,26.927717880990418,42.963388140393384,,,1,1.0,30.0
1695,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,50.353185444149666,98.10184433598576,,plate,0,1.0,30.0,26.049202364830013,42.07416910783393,,,1,1.0,30.0
1696,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,49.45850879022718,97.22888747283281,,plate,0,1.0,30.0,25.170686848669607,41.18495007527447,,,1,1.0,30.0
1697,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,48.56383213630469,96.35593060967987,,plate,0,1.0,30.0,24.292171332509202,40.29573104271502,,,1,1.0,30.0
1698,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,47.6691554823822,95.48297374652694,,plate,0,1.0,30.0,24.18210595933082,39.08549799886408,,,1,1.0,30.0
1699,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,46.77447882845971,94.61001688337399,,plate,0,1.0,30.0,24.167017570116506,37.83558906597711,,,1,1.0,30.0
1700,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,45.879802174537225,93.73706002022105,,plate,0,1.0,30.0,24.151929180902194,36.58568013309014,,,1,1.0,30.0
1701,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.98512552061474,92.86410315706812,,plate,0,1.0,30.0,24.13684079168788,35.335771200203176,,,1,1.0,30.0
1702,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,44.09044886669225,91.99114629391516,,plate,0,1.0,30.0,24.121752402473568,34.08586226731621,,,1,1.0,30.0
1703,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,43.19577221276976,91.11818943076223,,plate,0,1.0,30.0,24.106664013259255,32.83595333442924,,,1,1.0,30.0
1704,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.30109555884727,90.24523256760929,,plate,0,1.0,30.0,24.091575624044943,31.586044401542274,,,1,1.0,30.0
1705,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.406418904924784,89.37227570445636,,plate,0,1.0,30.0,24.07648723483063,30.336135468655307,,,1,1.0,30.0
1706,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.511742251002296,88.4993188413034,,plate,0,1.0,30.0,24.061398845616278,29.08622653576834,,,1,1.0,30.0
1707,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.18864142782075,87.3813450376095,,plate,0,1.0,30.0,24.04631045640179,27.836317602881373,,,1,1.0,30.0
1708,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.1733122058074,86.13143903516278,,plate,0,1.0,30.0,24.0312220671873,26.586408669994405,,,1,1.0,30.0
1709,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.15798298379405,84.88153303271606,,plate,0,1.0,30.0,24.01613367797281,25.336499737107438,,,1,1.0,30.0
1710,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.1426537617807,83.63162703026934,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1711,0,1,,0,2,,0,3,,1,0,tomato,1.2916666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.12732453976735,82.38172102782262,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1712,0,1,,0,2,,0,3,,1,0,tomato,1.3333333333333335,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.111995317754,81.1318150253759,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1713,0,1,,0,2,,0,3,,1,0,tomato,1.3750000000000002,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.09666609574065,79.88190902292918,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1714,0,1,,0,2,,0,3,,1,0,tomato,1.416666666666667,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0813368737273,78.63200302048246,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1715,0,1,,0,2,,0,3,,1,0,tomato,1.4583333333333337,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.06600765171416,77.38209701803574,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1716,0,1,,0,2,,0,3,,1,0,tomato,1.5000000000000004,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.050678429701165,76.13219101558902,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1717,0,1,,0,2,,0,3,,1,0,tomato,1.5416666666666672,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.03534920768817,74.8822850131423,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1718,0,1,,0,2,,0,3,,1,0,tomato,1.583333333333334,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.02001998567518,73.63237901069557,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1719,0,1,,0,2,,0,3,,1,0,tomato,1.6250000000000007,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00469076366218,72.38247300824885,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1720,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.002234489738036,71.13248711946558,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1721,0,1,,0,2,,0,3,,1,0,tomato,1.7083333333333341,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00206889851162,72.38248710849793,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1722,0,1,,0,2,,0,3,,1,0,tomato,1.7500000000000009,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.0019033072852,73.63248709753027,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1723,0,1,,0,2,,0,3,,1,0,tomato,1.7916666666666676,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00173771605878,74.88248708656262,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1724,0,1,,0,2,,0,3,,1,0,tomato,1.8333333333333344,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00157212483236,76.13248707559497,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1725,0,1,,0,2,,0,3,,1,0,tomato,1.875000000000001,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00140653360594,77.38248706462731,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1726,0,1,,0,2,,0,3,,1,0,tomato,1.9166666666666679,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00124094237938,78.63248705365966,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1727,0,1,,0,2,,0,3,,1,0,tomato,1.9583333333333346,1,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00107535115261,79.882487042692,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1728,0,1,,0,2,,0,3,,1,0,tomato,2.0000000000000013,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00090975992583,81.13248703172435,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1729,0,1,,0,2,,0,3,,1,0,tomato,2.041666666666668,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00074416869906,82.3824870207567,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1730,0,1,,0,2,,0,3,,1,0,tomato,2.0833333333333344,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00057857747228,83.63248700978905,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1731,0,1,,0,2,,0,3,,1,0,tomato,2.125000000000001,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00041298624551,84.88248699882139,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1732,0,1,,0,2,,0,3,,1,0,tomato,2.1666666666666674,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00024739501873,86.13248698785374,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1733,0,1,,0,2,,0,3,,1,0,tomato,2.208333333333334,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.00008180379196,87.38248697688609,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1734,0,1,,0,2,,0,3,,1,0,tomato,2.2500000000000004,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,40.57988921750445,88.39432858069723,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1735,0,1,,0,2,,0,3,,1,0,tomato,2.291666666666667,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,41.45847060345839,89.28348253151565,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
1736,0,1,,0,2,,0,3,,1,0,tomato,2.3333333333333335,2,2,0,tomato,0.6666666666666665,0,3,2,tomato,3,3,tomato,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,42.33705198941232,90.17263648233406,,plate,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0
