tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,7572ead2611e3f46_score,player_12bc0d7b_x,player_12bc0d7b_y,player_12bc0d7b_move_target,player_12bc0d7b_item,player_12bc0d7b_score,player_12bc0d7b_cut_speed,player_12bc0d7b_speed,player_71c8c65e_x,player_71c8c65e_y,player_71c8c65e_move_target,player_71c8c65e_item,player_71c8c65e_score,player_71c8c65e_cut_speed,player_71c8c65e_speed
2453,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5583333333333302,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.75413805543036,45.37434642390828,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2454,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5666666666666635,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.39846636496881,45.72576874619834,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2455,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5749999999999968,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.04279467450726,46.0771910684884,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2456,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5833333333333302,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.68712298404573,46.428613390778466,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2457,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5916666666666635,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.33145129358418,46.78003571306853,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2458,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.5999999999999968,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.97577960312265,47.13145803535859,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2459,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.60833333333333,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.6201079126611,47.482880357648654,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2460,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6166666666666634,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.26443622219956,47.834302679938716,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2461,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6249999999999967,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.90876453173793,48.18572500222878,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2462,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.63333333333333,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.55309284127604,48.53714732451884,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2463,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6416666666666633,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.19742115081415,48.888569646809195,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2464,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6499999999999966,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.84174946035226,49.23999196909963,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2465,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6583333333333299,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.48607776989037,49.59141429139006,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2466,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6666666666666632,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.13040607942848,49.942836613680484,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2467,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6749999999999965,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.77473438896659,50.294258935970916,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2468,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6833333333333298,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.4190626985047,50.64568125826135,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2469,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.691666666666663,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.063391008042814,50.99710358055177,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2470,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.6999999999999964,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.707719317580924,51.348525902842205,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2471,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7083333333333297,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.352047627119035,51.69994822513263,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2472,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.716666666666663,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.996375936657145,52.05137054742306,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2473,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7249999999999963,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.640704246195256,52.402792869713494,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2474,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7333333333333296,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.285032555733366,52.75421519200392,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2475,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.741666666666663,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.92936086527148,53.10563751429435,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2476,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7499999999999962,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.57368917480959,53.45705983658478,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2477,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7583333333333295,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.2180174843477,53.80848215887521,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2478,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7666666666666628,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.86234579388581,54.15990448116564,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2479,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7749999999999961,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.50667410342392,54.51132680345607,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2480,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7833333333333294,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.15100241296203,54.8627491257465,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2481,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.7916666666666627,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.79533072250014,55.21417144803693,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2482,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.799999999999996,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.43965903203825,55.56559377032736,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2483,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8083333333333294,1,2,2,tomato,2,3,,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2484,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8166666666666627,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2485,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.824999999999996,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2486,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8333333333333293,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2487,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8416666666666626,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2488,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8499999999999959,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2489,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8583333333333292,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2490,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8666666666666625,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2491,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8749999999999958,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2492,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.883333333333329,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2493,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8916666666666624,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2494,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.8999999999999957,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2495,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.908333333333329,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2496,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9166666666666623,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2497,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9249999999999956,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2498,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.933333333333329,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2499,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9416666666666622,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2500,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9499999999999955,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2501,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9583333333333288,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2502,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9666666666666621,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2503,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9749999999999954,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2504,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9833333333333287,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2505,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.991666666666662,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2506,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,1.9999999999999953,1,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2507,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.008333333333329,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2508,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.016666666666662,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2509,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0249999999999955,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2510,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0333333333333288,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2511,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.041666666666662,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2512,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0499999999999954,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2513,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0583333333333287,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2514,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.066666666666662,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2515,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0749999999999953,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2516,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.0833333333333286,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2517,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.091666666666662,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2518,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.099999999999995,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2519,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1083333333333285,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2520,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.116666666666662,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2521,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.124999999999995,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2522,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1333333333333284,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2523,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1416666666666617,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2524,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.149999999999995,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2525,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1583333333333283,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2526,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1666666666666616,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2527,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.174999999999995,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2528,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1833333333333282,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
2529,0,1,,0,2,None_cut,3.216666666666658,3,0,3,tomato,2.1916666666666615,2,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,56.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
