tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,58e9e9f570f4251a_score,player_ebe5180b_x,player_ebe5180b_y,player_ebe5180b_move_target,player_ebe5180b_item,player_ebe5180b_score,player_ebe5180b_cut_speed,player_ebe5180b_speed,player_af70662e_x,player_af70662e_y,player_af70662e_move_target,player_af70662e_item,player_af70662e_score,player_af70662e_cut_speed,player_af70662e_speed
2769,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.65389247382012,62.462347664034844,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2770,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.29820419072092,62.81375319225843,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2771,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.94251590762173,63.165158720482026,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2772,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.58682762452253,63.51656424870561,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2773,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.23113934142333,63.86796977692921,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2774,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.87545105832413,64.21937530515295,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2775,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.51976277522493,64.57078083337679,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2776,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.164074492125735,64.92218636160062,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2777,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.80838620902654,65.27359188982446,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2778,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.45269792592734,65.6249974180483,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2779,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.09700964282814,65.97640294627213,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2780,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.74132135972894,66.32780847449597,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2781,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.385633076629745,66.6792140027198,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2782,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.02994479353055,67.03061953094364,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2783,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.67425651043135,67.38202505916747,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2784,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.31856822733215,67.73343058739131,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2785,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.96287994423295,68.08483611561515,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2786,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.607191661133754,68.43624164383898,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2787,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.251503378034556,68.78764717206282,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2788,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.89581509493536,69.13905270028665,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2789,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.54012681183616,69.49045822851049,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2790,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.18443852873696,69.84186375673433,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2791,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.828750245637764,70.19326928495744,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2792,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.473061962538566,70.54467481318034,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2793,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.11737367943937,70.89608034140322,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2794,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.76168539634017,71.2474858696261,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2795,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.40599711324097,71.59889139784899,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2796,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,tomato_salad,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2797,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2798,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2799,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2800,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2801,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2802,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2803,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2804,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2805,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2806,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2807,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2808,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2809,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2810,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2811,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,56.0,88.0,,tomato_salad,0,0.2,30.0
2812,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,3,1.0,12.0,57.250000000000284,88.0,,tomato_salad,0,0.2,30.0
2813,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.500000000000256,72.0,,tomato_salad,3,1.0,12.0,58.50000000000057,88.0,,tomato_salad,0,0.2,30.0
2814,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.00000000000051,72.0,,tomato_salad,3,1.0,12.0,59.75000000000085,88.0,,tomato_salad,0,0.2,30.0
2815,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.50000000000077,72.0,,tomato_salad,3,1.0,12.0,61.00000000000114,88.0,,tomato_salad,0,0.2,30.0
2816,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.00000000000102,72.0,,tomato_salad,3,1.0,12.0,62.25000000000142,88.0,,tomato_salad,0,0.2,30.0
2817,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.50000000000128,72.0,,tomato_salad,3,1.0,12.0,63.500000000001705,88.0,,tomato_salad,0,0.2,30.0
2818,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.000000000001535,72.0,,tomato_salad,3,1.0,12.0,64.75000000000199,88.0,,tomato_salad,0,0.2,30.0
2819,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.50000000000179,72.0,,tomato_salad,3,1.0,12.0,66.00000000000227,88.0,,tomato_salad,0,0.2,30.0
2820,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.000000000002046,72.0,,tomato_salad,3,1.0,12.0,67.25000000000256,88.0,,tomato_salad,0,0.2,30.0
2821,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,60.5000000000023,72.0,,tomato_salad,3,1.0,12.0,68.50000000000284,88.0,,tomato_salad,0,0.2,30.0
2822,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.00000000000256,72.0,,tomato_salad,3,1.0,12.0,69.75000000000313,88.0,,tomato_salad,0,0.2,30.0
2823,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.500000000002814,72.0,,tomato_salad,3,1.0,12.0,71.00000000000341,88.0,,tomato_salad,0,0.2,30.0
2824,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.00000000000307,72.0,,tomato_salad,3,1.0,12.0,72.12016826116314,87.6837844334222,,tomato_salad,0,0.2,30.0
2825,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.500000000003325,72.0,,tomato_salad,3,1.0,12.0,73.0095245421619,86.805407859595,,tomato_salad,0,0.2,30.0
2826,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.00000000000358,72.0,,tomato_salad,3,1.0,12.0,73.89888082316065,85.92703128576852,,tomato_salad,0,0.2,30.0
2827,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.50000000000384,72.0,,tomato_salad,3,1.0,12.0,74.7882371041594,85.0486547119425,,tomato_salad,0,0.2,30.0
2828,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.00000000000409,72.0,,tomato_salad,3,1.0,12.0,75.67759338515816,84.1702781381165,,tomato_salad,0,0.2,30.0
2829,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.50000000000364,72.0,,tomato_salad,3,1.0,12.0,76.56694966615692,83.29190156429048,,tomato_salad,0,0.2,30.0
2830,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.00000000000318,72.0,,tomato_salad,3,1.0,12.0,77.45630594715567,82.41352499046448,,tomato_salad,0,0.2,30.0
2831,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,65.50000000000273,72.0,,tomato_salad,3,1.0,12.0,78.34566222815442,81.53514841663846,,tomato_salad,0,0.2,30.0
2832,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.00000000000227,72.0,,tomato_salad,3,1.0,12.0,79.23501850915318,80.65677184281246,,tomato_salad,0,0.2,30.0
2833,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.50000000000182,72.0,,tomato_salad,3,1.0,12.0,80.12437479015193,79.77839526898644,,tomato_salad,0,0.2,30.0
2834,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.00000000000136,72.0,,tomato_salad,3,1.0,12.0,81.01373107115069,78.90001869516044,,tomato_salad,0,0.2,30.0
2835,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.50000000000091,72.0,,tomato_salad,3,1.0,12.0,81.90308735214944,78.02164212133442,,tomato_salad,0,0.2,30.0
2836,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.00000000000045,72.0,,tomato_salad,3,1.0,12.0,82.7924436331482,77.14326554750842,,tomato_salad,0,0.2,30.0
2837,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.5,72.0,,tomato_salad,3,1.0,12.0,83.68179991414695,76.2648889736824,,tomato_salad,0,0.2,30.0
2838,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.99999999999955,72.0,,tomato_salad,3,1.0,12.0,84.5711561951457,75.3865123998564,,tomato_salad,0,0.2,30.0
2839,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.49999999999909,72.0,,tomato_salad,3,1.0,12.0,85.46051247614446,74.50813582603038,,tomato_salad,0,0.2,30.0
2840,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.99999999999864,72.0,,tomato_salad,3,1.0,12.0,86.34986875714321,73.62975925220438,,tomato_salad,0,0.2,30.0
2841,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.49999999999818,72.0,,tomato_salad,3,1.0,12.0,87.23922503814197,72.75138267837836,,tomato_salad,0,0.2,30.0
2842,0,1,,0,2,None_cut,3.54999999999999,3,0,3,None_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,70.99999999999773,72.0,,tomato_salad,3,1.0,12.0,88.0,72.0,,tomato_salad,0,0.2,30.0
