tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,82689e7376ace21f_score,player_1f333266_x,player_1f333266_y,player_1f333266_move_target,player_1f333266_item,player_1f333266_score,player_1f333266_cut_speed,player_1f333266_speed,player_be3c34a2_x,player_be3c34a2_y,player_be3c34a2_move_target,player_be3c34a2_item,player_be3c34a2_score,player_be3c34a2_cut_speed,player_be3c34a2_speed,cfc03c543e7a2087_score,23b4775c88fa2477_message,7b91eacb553c3ca9_score
3360,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3361,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3362,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3363,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3364,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3365,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3366,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3367,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3368,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3369,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3370,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3371,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3372,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3373,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3374,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3375,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3376,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3377,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3378,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3379,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3380,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3381,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3382,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3383,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3384,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3385,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3386,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3387,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3388,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3389,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3390,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3391,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3392,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3393,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3394,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3395,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3396,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3397,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3398,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3399,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3400,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3401,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3402,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3403,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3404,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3405,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3406,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3407,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,104.0,24.0,,tomato,0,1.0,30.0,,,0.0
3408,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,,,0.0
3409,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,,,0.0
3410,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,,,0.0
3411,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,,,0.0
3412,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,,,0.0
3413,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,,,0.0
3414,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,,,0.0
3415,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,,,0.0
3416,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,,,0.0
3417,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.80841305798505,24.189221671125804,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,,,0.0
3418,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.05832770898174,24.17461464465742,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,,,0.0
3419,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.30824235997842,24.160007618189038,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,,,0.0
3420,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.55815701097511,24.145400591720655,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,,,0.0
3421,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.8080716619718,24.130793565252272,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,,,0.0
3422,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.05798631296848,24.11618653878389,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,,,0.0
3423,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.30790096396517,24.101579512315507,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,,,0.0
3424,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.55781561496185,24.086972485847124,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,,,0.0
3425,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.80773026595854,24.07236545937874,,,0,1.0,30.0,88.04617444130974,39.80565318468376,,tomato,0,1.0,30.0,,,0.0
3426,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.05764491695523,24.057758432910358,,,0,1.0,30.0,86.79626611486532,39.820791727740755,,tomato,0,1.0,30.0,,,0.0
3427,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.30755956795191,24.04315140644216,,,0,1.0,30.0,85.54635778842089,39.835930270797746,,tomato,0,1.0,30.0,,,0.0
3428,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.5574742189486,24.02854437997396,,,0,1.0,30.0,84.29644946197647,39.85106881385474,,tomato,0,1.0,30.0,,,0.0
3429,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.80738886994529,24.013937353505767,,,0,1.0,30.0,83.04654113553204,39.86620735691173,,tomato,0,1.0,30.0,,,0.0
