tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3eb9043b07076934_score,player_71106599_x,player_71106599_y,player_71106599_move_target,player_71106599_item,player_71106599_score,player_71106599_cut_speed,player_71106599_speed,player_d1ada74c_x,player_d1ada74c_y,player_d1ada74c_move_target,player_d1ada74c_item,player_d1ada74c_score,player_d1ada74c_cut_speed,player_d1ada74c_speed
2128,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2129,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2130,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2131,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,56.0,56.0,,,3,0.2,30.0
2132,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,56.88388347648305,55.11611652351695,,,3,0.2,30.0
2133,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,57.7677669529661,54.2322330470339,,,3,0.2,30.0
2134,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,58.65165042944915,53.34834957055085,,,3,0.2,30.0
2135,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,59.5355339059322,52.4644660940678,,,3,0.2,30.0
2136,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,60.41941738241525,51.58058261758475,,,3,0.2,30.0
2137,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,plate,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,tomato_cut,0,1.0,12.0,61.3033008588983,50.6966991411017,,,3,0.2,30.0
2138,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,62.187184335381346,49.812815664618654,,,3,0.2,30.0
2139,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,63.071067811864395,48.928932188135605,,,3,0.2,30.0
2140,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,63.954951288347445,48.045048711652555,,,3,0.2,30.0
2141,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,64.8388347648305,47.161165235169506,,,3,0.2,30.0
2142,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,65.72271824131354,46.277281758686456,,,3,0.2,30.0
2143,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,66.6066017177966,45.39339828220341,,,3,0.2,30.0
2144,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,67.49048519427964,44.50951480572036,,,3,0.2,30.0
2145,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,68.37436867076269,43.62563132923731,,,3,0.2,30.0
2146,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,69.25825214724574,42.74174785275426,,,3,0.2,30.0
2147,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,70.14213562372879,41.85786437627121,,,3,0.2,30.0
2148,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,71.02601910021184,40.97398089978816,,,3,0.2,30.0
2149,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,71.90990257669489,40.09009742330511,,,3,0.2,30.0
2150,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,72.79378605317794,39.20621394682206,,,3,0.2,30.0
2151,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,73.67766952966099,38.32233047033901,,,3,0.2,30.0
2152,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,74.56155300614404,37.43844699385596,,,3,0.2,30.0
2153,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,75.44543648262709,36.55456351737291,,,3,0.2,30.0
2154,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,76.32931995911014,35.67068004088986,,,3,0.2,30.0
2155,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,77.21320343559319,34.786796564406814,,,3,0.2,30.0
2156,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,78.09708691207624,33.902913087923764,,,3,0.2,30.0
2157,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,78.98097038855929,33.019029611440715,,,3,0.2,30.0
2158,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,79.86485386504233,32.135146134957665,,,3,0.2,30.0
2159,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,80.74873734152538,31.251262658474616,,,3,0.2,30.0
2160,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,81.63262081800843,30.367379181991566,,,3,0.2,30.0
2161,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,82.51650429449148,29.483495705508517,,,3,0.2,30.0
2162,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,83.40038777097453,28.599612229025468,,,3,0.2,30.0
2163,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,84.28427124745758,27.715728752542418,,,3,0.2,30.0
2164,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,85.16815472394063,26.83184527605937,,,3,0.2,30.0
2165,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,86.05203820042368,25.94796179957632,,,3,0.2,30.0
2166,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,86.93592167690673,25.06407832309327,,,3,0.2,30.0
2167,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,,3,0.2,30.0
2168,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2169,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2170,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2171,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2172,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2173,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2174,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,55.499999999999744,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2175,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,54.99999999999949,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2176,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,54.49999999999923,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2177,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,53.99999999999898,,,0,1.0,12.0,88.0,24.0,,tomato,3,0.2,30.0
2178,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,53.49999999999872,,,0,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,3,0.2,30.0
2179,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,52.999999999998465,,,0,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,3,0.2,30.0
2180,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,52.49999999999821,,,0,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,3,0.2,30.0
2181,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,51.999999999997954,,,0,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,3,0.2,30.0
2182,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,51.4999999999977,,,0,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,3,0.2,30.0
2183,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,50.99999999999744,,,0,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,3,0.2,30.0
2184,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,50.499999999997186,,,0,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,3,0.2,30.0
2185,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,49.99999999999693,,,0,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,3,0.2,30.0
2186,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,49.499999999996675,,,0,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,3,0.2,30.0
2187,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,48.99999999999642,,,0,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,3,0.2,30.0
2188,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,48.49999999999616,,,0,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,3,0.2,30.0
2189,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,47.99999999999591,,,0,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,3,0.2,30.0
2190,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,47.49999999999565,,,0,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,3,0.2,30.0
2191,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,46.999999999995396,,,0,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,3,0.2,30.0
2192,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,46.49999999999514,,,0,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,3,0.2,30.0
2193,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,45.999999999994884,,,0,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,3,0.2,30.0
2194,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,45.49999999999463,,,0,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,3,0.2,30.0
2195,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,44.99999999999437,,,0,1.0,12.0,72.19434681531624,39.95382555869017,,tomato,3,0.2,30.0
2196,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,44.49999999999412,,,0,1.0,12.0,72.17920827225925,41.203733885133886,,tomato,3,0.2,30.0
2197,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,43.99999999999386,,,0,1.0,12.0,72.16406972920225,42.4536422115776,,tomato,3,0.2,30.0
2198,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,43.499999999993605,,,0,1.0,12.0,72.14893118614526,43.70355053802132,,tomato,3,0.2,30.0
2199,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,42.99999999999335,,,0,1.0,12.0,72.13379264308827,44.953458864465034,,tomato,3,0.2,30.0
2200,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,42.49999999999309,,,0,1.0,12.0,72.11865410003128,46.20336719090875,,tomato,3,0.2,30.0
2201,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,41.99999999999284,,,0,1.0,12.0,72.10351555697429,47.453275517352466,,tomato,3,0.2,30.0
2202,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,41.49999999999258,,,0,1.0,12.0,72.0883770139173,48.70318384379618,,tomato,3,0.2,30.0
2203,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.999999999992326,,,0,1.0,12.0,72.0732384708603,49.9530921702399,,tomato,3,0.2,30.0
2204,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,24.0,40.49999999999207,,,0,1.0,12.0,72.05809992780331,51.203000496683615,,tomato,3,0.2,30.0
