tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3fc89469020d06c7_score,player_d5c14510_x,player_d5c14510_y,player_d5c14510_move_target,player_d5c14510_item,player_d5c14510_score,player_d5c14510_cut_speed,player_d5c14510_speed,player_d3b6e05f_x,player_d3b6e05f_y,player_d3b6e05f_move_target,player_d3b6e05f_item,player_d3b6e05f_score,player_d3b6e05f_cut_speed,player_d3b6e05f_speed
1954,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.66075498858987,88.08778101754339,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1955,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.160719229054,88.08180119677186,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1956,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.66068346951812,88.07582137600033,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1957,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.16064770998224,88.0698415552288,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1958,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.66061195044637,88.06386173445728,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1959,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.16057619091049,88.05788191368575,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1960,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.66054043137461,88.05190209291462,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1961,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.16050467183874,88.04592227214381,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1962,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.66046891230286,88.03994245137301,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1963,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.16043315276698,88.03396263060219,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1964,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.66039739323111,88.02798280983139,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1965,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.16036163369523,88.02200298906057,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1966,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.66032587415935,88.01602316828976,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1967,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.16029011462348,88.01004334751894,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1968,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.6602543550876,88.00406352674814,,tomato_salad,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
1969,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.05635815831073,87.74939567245293,,tomato_salad,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,1,0.2,30.0
1970,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.41207179149569,87.39801580512047,,tomato_salad,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,1,0.2,30.0
1971,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.76778542468065,87.046635937788,,tomato_salad,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,1,0.2,30.0
1972,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.12349905786562,86.69525607045553,,tomato_salad,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,1,0.2,30.0
1973,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.47921269105058,86.34387620312306,,tomato_salad,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,1,0.2,30.0
1974,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.83492632423554,85.99249633579059,,tomato_salad,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,1,0.2,30.0
1975,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.1906399574205,85.64111646845812,,tomato_salad,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,1,0.2,30.0
1976,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.54635359060546,85.28973660112565,,tomato_salad,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,1,0.2,30.0
1977,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.90206722379043,84.93835673379319,,tomato_salad,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,1,0.2,30.0
1978,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.25778085697539,84.58697686646072,,tomato_salad,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,1,0.2,30.0
1979,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.61349449016035,84.23559699912825,,tomato_salad,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,1,0.2,30.0
1980,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.96920812334531,83.88421713179677,,tomato_salad,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,1,0.2,30.0
1981,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.32492175653027,83.5328372644654,,tomato_salad,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,1,0.2,30.0
1982,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.68063538971523,83.18145739713401,,tomato_salad,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,1,0.2,30.0
1983,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.0363490229002,82.83007752980264,,tomato_salad,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,1,0.2,30.0
1984,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.39206265608516,82.47869766247125,,tomato_salad,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,1,0.2,30.0
1985,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.74777628927012,82.12731779513986,,tomato_salad,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,1,0.2,30.0
1986,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.10348992245508,81.77593792780849,,tomato_salad,0,1.0,12.0,56.0,40.0,,tomato,1,0.2,30.0
1987,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.45920355564004,81.4245580604771,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1988,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.814917188825,81.07317819314571,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1989,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.17063082200997,80.72179832581433,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1990,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.52634445519493,80.37041845848294,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1991,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.88205808837989,80.01903859115157,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1992,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.23777172156485,79.66765872382018,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1993,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.59348535474982,79.31627885648881,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1994,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.94919898793478,78.96489898915742,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1995,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.30491262111974,78.61351912182603,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1996,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.6606262543047,78.26213925449466,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1997,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.01633988748966,77.91075938716327,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1998,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.37205352067463,77.5593795198319,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
1999,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.72776715385959,77.2079996525005,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2000,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.08348078704455,76.85661978516913,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2001,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.43919442022951,76.50523991783774,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2002,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.79490805341447,76.15386005050635,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2003,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.15062168659944,75.80248018317498,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2004,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.5063353197844,75.45110031584359,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2005,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.86204895296936,75.09972044851222,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2006,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.21776258615432,74.74834058118083,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2007,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.57347621933928,74.39696071384945,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2008,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.92918985252425,74.04558084651806,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2009,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.28490348570921,73.69420097918668,,tomato_salad,0,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2010,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.64061711889417,73.3428211118553,,tomato_salad,0,1.0,12.0,56.88388347648305,39.11611652351695,,,1,0.2,30.0
2011,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.99633075207913,72.99144124452391,,tomato_salad,0,1.0,12.0,57.7677669529661,38.2322330470339,,,1,0.2,30.0
2012,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.3520443852641,72.64006137719254,,tomato_salad,0,1.0,12.0,58.65165042944915,37.34834957055085,,,1,0.2,30.0
2013,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.70775801844906,72.28868150986115,,tomato_salad,0,1.0,12.0,59.5355339059322,36.4644660940678,,,1,0.2,30.0
2014,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,tomato_salad,0,1.0,12.0,60.41941738241525,35.58058261758475,,,1,0.2,30.0
2015,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,61.3033008588983,34.6966991411017,,,1,0.2,30.0
2016,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,62.187184335381346,33.812815664618654,,,1,0.2,30.0
2017,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,63.071067811864395,32.928932188135605,,,1,0.2,30.0
2018,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,63.954951288347445,32.045048711652555,,,1,0.2,30.0
2019,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,64.8388347648305,31.161165235169506,,,1,0.2,30.0
2020,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,65.72271824131354,30.277281758686456,,,1,0.2,30.0
2021,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,66.6066017177966,29.393398282203407,,,1,0.2,30.0
2022,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,67.49048519427964,28.509514805720357,,,1,0.2,30.0
2023,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,68.37436867076269,27.625631329237308,,,1,0.2,30.0
2024,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,69.25825214724574,26.74174785275426,,,1,0.2,30.0
2025,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,70.14213562372879,25.85786437627121,,,1,0.2,30.0
2026,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,71.02601910021184,24.97398089978816,,,1,0.2,30.0
2027,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,72.0,24.0,,,1,0.2,30.0
2028,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,3.2999999999999967,3,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
