tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,5c7f285995d61cdf_score,player_450c304d_x,player_450c304d_y,player_450c304d_move_target,player_450c304d_item,player_450c304d_score,player_450c304d_cut_speed,player_450c304d_speed,player_2186de09_x,player_2186de09_y,player_2186de09_move_target,player_2186de09_item,player_2186de09_score,player_2186de09_cut_speed,player_2186de09_speed
1893,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.94269216688241,76.64581013308856,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1894,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.95811021883391,75.3959052232363,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1895,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.9735282707848,74.14600031338404,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1896,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.98894632273567,72.89609540353177,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1897,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99766259719377,71.64614866015211,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1898,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99784933666103,70.3961486741012,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1899,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99803607612851,69.14614868805029,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1900,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99822281559649,67.89614870199938,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1901,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99840955506447,66.64614871594847,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1902,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99859629453245,65.39614872989756,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1903,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99878303400043,64.14614874384665,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1904,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.9989697734684,62.89614875779511,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1905,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99915651293638,61.64614877174349,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1906,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99934325240436,60.39614878569187,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1907,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99952999187234,59.14614879964025,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1908,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99971673134031,57.89614881358863,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1909,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99990347080829,56.64614882753701,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1910,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.9999721444221,55.39614883255961,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1911,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99997440599294,54.14614883256146,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1912,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99997666756379,52.896148832563306,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1913,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99997892913413,51.64614883256515,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1914,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99998119070426,50.396148832567,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1915,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99998345227439,49.14614883256885,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1916,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99998571384452,47.896148832570695,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1917,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99998797541465,46.64614883257254,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1918,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999023698479,45.39614883257439,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1919,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999249855492,44.14614883257624,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1920,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999476012505,42.896148832578085,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1921,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999702169518,41.64614883257993,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1922,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999928326531,40.39614883258178,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1923,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999966812413,39.14614883258184,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1924,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999969551413,37.89614883258155,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1925,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999972290414,36.64614883258127,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1926,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999975029405,35.396148832580984,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1927,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999977768334,34.1461488325807,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1928,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999980507263,32.896148832580415,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1929,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999983246192,31.646148832580234,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1930,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999985985121,30.396148832580305,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1931,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.9999998872405,29.146148832580376,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1932,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.9999999146298,27.896148832580447,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1933,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999994201909,26.64614883258052,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1934,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.99999996940838,25.39614883258059,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1935,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1936,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1937,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1938,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1939,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1940,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1941,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1942,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1943,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1944,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1945,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1946,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1947,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1948,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1949,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1950,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1951,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1952,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1953,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1954,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1955,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1956,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1957,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1958,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1959,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1960,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1961,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1962,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1963,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1964,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
1965,0,1,,0,2,,0,3,,1,0,,0.0,0,2,0,None_cut,4.0,3,3,2,plate,3,3,tomato,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,24.0,,tomato,0,1.0,30.0,72.0,24.0,,tomato,1,1.0,30.0
