tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2786ff28a0756a81_score,player_0c11c6d9_x,player_0c11c6d9_y,player_0c11c6d9_move_target,player_0c11c6d9_item,player_0c11c6d9_score,player_0c11c6d9_cut_speed,player_0c11c6d9_speed,player_14995000_x,player_14995000_y,player_14995000_move_target,player_14995000_item,player_14995000_score,player_14995000_cut_speed,player_14995000_speed
2143,0,1,tomato,0,2,tomato,1.8999999999999957,1,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.99999999999284,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2144,0,1,tomato,0,2,tomato,1.908333333333329,1,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,41.49999999999258,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2145,0,1,tomato,0,2,tomato,1.9166666666666623,1,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.999999999992326,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2146,0,1,tomato,0,2,tomato,1.9249999999999956,1,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.49999999999207,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2147,0,1,tomato,0,2,tomato,1.933333333333329,1,0,3,None_cut,4.0,3,2,2,plate,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,tomato_cut,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2148,0,1,tomato,0,2,tomato,1.9416666666666622,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2149,0,1,tomato,0,2,tomato,1.9499999999999955,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2150,0,1,tomato,0,2,tomato,1.9583333333333288,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2151,0,1,tomato,0,2,tomato,1.9666666666666621,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2152,0,1,tomato,0,2,tomato,1.9749999999999954,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2153,0,1,tomato,0,2,tomato,1.9833333333333287,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2154,0,1,tomato,0,2,tomato,1.991666666666662,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2155,0,1,tomato,0,2,tomato,1.9999999999999953,1,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2156,0,1,tomato,0,2,tomato,2.008333333333329,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2157,0,1,tomato,0,2,tomato,2.016666666666662,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2158,0,1,tomato,0,2,tomato,2.0249999999999955,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2159,0,1,tomato,0,2,tomato,2.0333333333333288,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2160,0,1,tomato,0,2,tomato,2.041666666666662,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2161,0,1,tomato,0,2,tomato,2.0499999999999954,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2162,0,1,tomato,0,2,tomato,2.0583333333333287,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2163,0,1,tomato,0,2,tomato,2.066666666666662,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2164,0,1,tomato,0,2,tomato,2.0749999999999953,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2165,0,1,tomato,0,2,tomato,2.0833333333333286,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2166,0,1,tomato,0,2,tomato,2.091666666666662,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2167,0,1,tomato,0,2,tomato,2.099999999999995,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2168,0,1,tomato,0,2,tomato,2.1083333333333285,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2169,0,1,tomato,0,2,tomato,2.116666666666662,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2170,0,1,tomato,0,2,tomato,2.124999999999995,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2171,0,1,tomato,0,2,tomato,2.1333333333333284,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2172,0,1,tomato,0,2,tomato,2.1416666666666617,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2173,0,1,tomato,0,2,tomato,2.149999999999995,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2174,0,1,tomato,0,2,tomato,2.1583333333333283,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2175,0,1,tomato,0,2,tomato,2.1666666666666616,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2176,0,1,tomato,0,2,tomato,2.174999999999995,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2177,0,1,tomato,0,2,tomato,2.1833333333333282,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2178,0,1,tomato,0,2,tomato,2.1916666666666615,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2179,0,1,tomato,0,2,tomato,2.199999999999995,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2180,0,1,tomato,0,2,tomato,2.208333333333328,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2181,0,1,tomato,0,2,tomato,2.2166666666666615,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2182,0,1,tomato,0,2,tomato,2.2249999999999948,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2183,0,1,tomato,0,2,tomato,2.2249999999999948,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2184,0,1,tomato,0,2,tomato,2.2249999999999948,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2185,0,1,tomato,0,2,tomato,2.2249999999999948,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2186,0,1,tomato,0,2,tomato,2.2249999999999948,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2187,0,1,tomato,0,2,tomato,2.233333333333328,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2188,0,1,tomato,0,2,tomato,2.2416666666666614,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2189,0,1,tomato,0,2,tomato,2.2499999999999947,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2190,0,1,tomato,0,2,tomato,2.258333333333328,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2191,0,1,tomato,0,2,tomato,2.2666666666666613,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2192,0,1,tomato,0,2,tomato,2.2749999999999946,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2193,0,1,tomato,0,2,tomato,2.283333333333328,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2194,0,1,tomato,0,2,tomato,2.291666666666661,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2195,0,1,tomato,0,2,tomato,2.2999999999999945,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2196,0,1,tomato,0,2,tomato,2.308333333333328,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2197,0,1,tomato,0,2,tomato,2.316666666666661,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,40.0,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2198,0,1,tomato,0,2,tomato,2.3249999999999944,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,39.499999999999744,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2199,0,1,tomato,0,2,tomato,2.3333333333333277,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,38.99999999999949,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2200,0,1,tomato,0,2,tomato,2.341666666666661,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,38.49999999999923,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2201,0,1,tomato,0,2,tomato,2.3499999999999943,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,37.99999999999898,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2202,0,1,tomato,0,2,tomato,2.3583333333333276,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,37.49999999999872,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2203,0,1,tomato,0,2,tomato,2.366666666666661,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,36.999999999998465,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2204,0,1,tomato,0,2,tomato,2.3749999999999942,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,36.49999999999821,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2205,0,1,tomato,0,2,tomato,2.3833333333333275,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,35.999999999997954,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2206,0,1,tomato,0,2,tomato,2.391666666666661,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,35.4999999999977,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2207,0,1,tomato,0,2,tomato,2.399999999999994,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,34.99999999999744,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2208,0,1,tomato,0,2,tomato,2.4083333333333274,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,34.499999999997186,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2209,0,1,tomato,0,2,tomato,2.4166666666666607,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,33.99999999999693,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2210,0,1,tomato,0,2,tomato,2.424999999999994,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,33.499999999996675,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2211,0,1,tomato,0,2,tomato,2.4333333333333274,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,32.99999999999642,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2212,0,1,tomato,0,2,tomato,2.4416666666666607,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,32.49999999999616,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2213,0,1,tomato,0,2,tomato,2.449999999999994,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,31.99999999999591,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2214,0,1,tomato,0,2,tomato,2.4583333333333273,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,31.49999999999601,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2215,0,1,tomato,0,2,tomato,2.4666666666666606,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,30.99999999999611,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2216,0,1,tomato,0,2,tomato,2.474999999999994,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,30.49999999999621,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2217,0,1,tomato,0,2,tomato,2.483333333333327,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,29.99999999999631,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2218,0,1,tomato,0,2,tomato,2.4916666666666605,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,29.499999999996408,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2219,0,1,tomato,0,2,tomato,2.499999999999994,2,0,3,None_cut,4.0,3,2,2,tomato_salad,2,3,plate,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,28.999999999996508,,,0,1.0,12.0,24.0,40.0,,,0,0.2,30.0
