tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8ef8b5380256b1a6_score,player_cb07fab0_x,player_cb07fab0_y,player_cb07fab0_move_target,player_cb07fab0_item,player_cb07fab0_score,player_cb07fab0_cut_speed,player_cb07fab0_speed,player_250e353e_x,player_250e353e_y,player_250e353e_move_target,player_250e353e_item,player_250e353e_score,player_250e353e_cut_speed,player_250e353e_speed
2195,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.5166666666666657,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,42.249999999996874,,,1,0.2,30.0
2196,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.5583333333333322,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.99999999999659,,,1,0.2,30.0
2197,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.5999999999999988,2,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2198,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.6416666666666653,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2199,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.683333333333332,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2200,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.7249999999999983,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2201,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.766666666666665,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2202,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.8083333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2203,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.849999999999998,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2204,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.8916666666666644,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2205,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.933333333333331,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2206,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato,2.9749999999999974,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2207,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.016666666666664,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2208,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.0583333333333305,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2209,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.099999999999997,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2210,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.1416666666666635,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2211,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.18333333333333,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2212,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.2249999999999965,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2213,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.266666666666663,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2214,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.3083333333333296,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2215,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.349999999999996,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2216,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.3916666666666626,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2217,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.433333333333329,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2218,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.4749999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2219,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2220,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2221,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2222,0,1,,0,2,tomato,1.4166666666666659,1,0,3,tomato_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2223,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2224,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2225,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2226,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2227,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2228,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2229,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2230,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2231,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2232,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2233,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2234,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2235,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2236,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2237,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2238,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2239,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2240,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2241,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2242,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2243,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2244,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2245,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2246,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2247,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2248,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2249,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2250,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2251,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2252,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_cut,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2253,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2254,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2255,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2256,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2257,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2258,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2259,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2260,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2261,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2262,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2263,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2264,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2265,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2266,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2267,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2268,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2269,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2270,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2271,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2272,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
2273,0,1,,0,2,tomato,1.4166666666666659,1,0,3,None_cut,3.516666666666662,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,plate,1,0.2,30.0
