tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1a1cba17a50f55b0_score,player_c076da54_x,player_c076da54_y,player_c076da54_move_target,player_c076da54_item,player_c076da54_score,player_c076da54_cut_speed,player_c076da54_speed,player_5a9387c2_x,player_5a9387c2_y,player_5a9387c2_move_target,player_5a9387c2_item,player_5a9387c2_score,player_5a9387c2_cut_speed,player_5a9387c2_speed
2517,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.63333333333333,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.45987318817521,53.49045822851306,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2518,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6416666666666633,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.8155614712744,53.8418637567369,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2519,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6499999999999966,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.1712497543736,54.193269284960735,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2520,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6583333333333299,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.5269380374728,54.54467481318457,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2521,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6666666666666632,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.88262632057193,54.89608034140841,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2522,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6749999999999965,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.23831460367016,55.24748586963224,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2523,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6833333333333298,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.59400288676841,55.59889139785608,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2524,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.691666666666663,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,tomato_salad,2,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2525,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.6999999999999964,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2526,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7083333333333297,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2527,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.716666666666663,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2528,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7249999999999963,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2529,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7333333333333296,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2530,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.741666666666663,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2531,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7499999999999962,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2532,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7583333333333295,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2533,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7666666666666628,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2534,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7749999999999961,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2535,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7833333333333294,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2536,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.7916666666666627,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2537,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.799999999999996,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2538,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8083333333333294,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2539,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8166666666666627,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2540,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.824999999999996,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2541,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8333333333333293,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2542,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8416666666666626,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2543,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8499999999999959,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2544,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8583333333333292,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2545,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8666666666666625,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2546,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8749999999999958,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2547,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.883333333333329,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2548,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8916666666666624,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,56.0,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2549,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.8999999999999957,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,55.499999999999744,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2550,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.908333333333329,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,54.99999999999949,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2551,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9166666666666623,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,54.49999999999923,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2552,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9249999999999956,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,53.99999999999898,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2553,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.933333333333329,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,53.49999999999872,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2554,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9416666666666622,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.999999999998465,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2555,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9499999999999955,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,52.49999999999821,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2556,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9583333333333288,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,51.999999999997954,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2557,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9666666666666621,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,51.4999999999977,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2558,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9749999999999954,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,50.99999999999744,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2559,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9833333333333287,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,50.499999999997186,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2560,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.991666666666662,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,49.99999999999693,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2561,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,1.9999999999999953,1,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,49.499999999996675,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2562,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.008333333333329,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,48.99999999999642,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2563,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.016666666666662,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,48.49999999999616,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2564,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0249999999999955,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,47.99999999999591,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2565,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0333333333333288,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,47.49999999999565,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2566,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.041666666666662,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,46.999999999995396,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2567,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0499999999999954,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,46.49999999999514,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2568,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0583333333333287,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,45.999999999994884,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2569,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.066666666666662,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,45.49999999999463,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2570,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0749999999999953,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,44.99999999999437,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2571,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.0833333333333286,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,44.49999999999412,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2572,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.091666666666662,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,43.99999999999386,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2573,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.099999999999995,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,43.499999999993605,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2574,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1083333333333285,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,42.99999999999335,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2575,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.116666666666662,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,42.49999999999309,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2576,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.124999999999995,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,41.99999999999284,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2577,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1333333333333284,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,41.49999999999258,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2578,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1416666666666617,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,40.999999999992326,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2579,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.149999999999995,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,40.49999999999207,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2580,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1583333333333283,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.85945974818776,40.05770299503217,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2581,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1666666666666616,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.50810911865716,39.70196048263281,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2582,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.174999999999995,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.15675848912656,39.346217970233454,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2583,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1833333333333282,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.80540785959596,38.990475457834094,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2584,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.1916666666666615,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.45405723006536,38.634732945434735,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2585,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.199999999999995,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.10270660053476,38.278990433035375,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2586,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.208333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.75135597100416,37.923247920636015,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2587,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2166666666666615,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.40000534147356,37.567505408236656,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2588,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2249999999999948,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,85.04865471194296,37.211762895837296,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2589,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.233333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.69730408241236,36.85602038343794,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2590,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2416666666666614,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.34595345288176,36.50027787103858,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2591,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2499999999999947,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.99460282335116,36.14453535863922,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2592,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.258333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.64325219382056,35.78879284623986,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2593,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2666666666666613,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.29190156428996,35.4330503338405,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2594,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.2749999999999946,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.94055093475936,35.07730782144114,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2595,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.283333333333328,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.58920030522876,34.72156530904178,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
2596,0,1,,0,2,None_cut,3.224999999999991,3,0,3,tomato,2.291666666666661,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.23784967569816,34.36582279664242,,,3,1.0,12.0,24.0,56.0,,,0,0.2,30.0
