tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c91b50cef8562faa_score,player_f372160b_x,player_f372160b_y,player_f372160b_move_target,player_f372160b_item,player_f372160b_score,player_f372160b_cut_speed,player_f372160b_speed,player_1d46302e_x,player_1d46302e_y,player_1d46302e_move_target,player_1d46302e_item,player_1d46302e_score,player_1d46302e_cut_speed,player_1d46302e_speed
2680,0,1,,0,2,None_cut,3.749999999999995,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,tomato,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2681,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.0,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2682,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2683,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2684,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.125,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2685,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2686,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2687,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2688,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.29166666666666663,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2689,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.3333333333333333,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2690,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.375,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2691,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.4166666666666667,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2692,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.45833333333333337,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2693,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.5,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2694,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.5416666666666666,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2695,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.5833333333333333,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2696,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.6249999999999999,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2697,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.6666666666666665,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2698,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2699,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2700,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.7916666666666664,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2701,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.833333333333333,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2702,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.8749999999999997,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2703,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.9166666666666663,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2704,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.9583333333333329,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2705,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,0.9999999999999996,0,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2706,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.0416666666666663,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2707,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.083333333333333,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2708,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.1249999999999998,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2709,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.1666666666666665,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2710,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.2083333333333333,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2711,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.25,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2712,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.2916666666666667,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2713,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.3333333333333335,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2714,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.3750000000000002,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2715,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.416666666666667,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2716,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.4583333333333337,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2717,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.5000000000000004,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2718,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.5416666666666672,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2719,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.583333333333334,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2720,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.6250000000000007,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2721,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.6666666666666674,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2722,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.7083333333333341,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2723,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.7500000000000009,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2724,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.7916666666666676,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2725,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.8333333333333344,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2726,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.875000000000001,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2727,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.9166666666666679,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2728,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,1.9583333333333346,1,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2729,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.0000000000000013,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2730,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.041666666666668,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2731,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.0833333333333344,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2732,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.125000000000001,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2733,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.1666666666666674,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2734,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.208333333333334,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2735,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.2500000000000004,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2736,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.291666666666667,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2737,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.3333333333333335,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2738,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.375,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2739,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.4166666666666665,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2740,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.458333333333333,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2741,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.4999999999999996,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2742,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.541666666666666,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2743,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.5833333333333326,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2744,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.624999999999999,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2745,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.6666666666666656,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2746,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.708333333333332,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2747,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.7499999999999987,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2748,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.791666666666665,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2749,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8333333333333317,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2750,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.8749999999999982,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2751,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.9166666666666647,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2752,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.9583333333333313,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2753,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato,2.999999999999998,2,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2754,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.0416666666666643,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2755,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.083333333333331,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2756,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.1249999999999973,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2757,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.166666666666664,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2758,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.2083333333333304,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
2759,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.249999999999997,3,2,2,plate,2,3,tomato,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,7,24.0,56.0,,,1,1.0,12.0,56.0,72.0,,,6,0.2,30.0
