tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,37edec3ace5a170f_score,player_f0b7b100_x,player_f0b7b100_y,player_f0b7b100_move_target,player_f0b7b100_item,player_f0b7b100_score,player_f0b7b100_cut_speed,player_f0b7b100_speed,player_6df483d0_x,player_6df483d0_y,player_6df483d0_move_target,player_6df483d0_item,player_6df483d0_score,player_6df483d0_cut_speed,player_6df483d0_speed,a760ed68ac702d5f_score,5bf02ac68e359cc4_message,39434122fd42e2d9_score
4592,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.55430234644308,47.54713490874134,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4593,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.665162865568576,48.42573093852418,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4594,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.833333333333333,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.77602338469363,49.30432696830702,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4595,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.8749999999999997,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.886883903818685,50.182922998089865,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4596,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.9166666666666663,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.99774442294374,51.061519027872706,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4597,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.9583333333333329,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.108604942068794,51.94011505765555,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4598,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,0.9999999999999996,0,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.21946546119385,52.81871108743839,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4599,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.0416666666666663,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.330325980318904,53.69730711722123,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4600,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.083333333333333,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.44118649944396,54.57590314700407,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4601,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.1249999999999998,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.55204701856923,55.45449917678691,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4602,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.1666666666666665,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.187296374928515,56.55588244245915,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4603,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.2083333333333333,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.17213828944376,57.80579053205766,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4604,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.156980203959,59.05569862165616,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4605,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.141822118474245,60.30560671125467,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4606,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.12666403298949,61.555514800853175,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4607,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.11150594750473,62.80542289045168,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4608,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.096347862019975,64.05533098005021,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4609,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.08118977653522,65.30523906964943,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4610,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.5000000000000004,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.06603169105046,66.55514715924865,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4611,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.5416666666666672,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.05087360556543,67.80505524884786,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4612,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.583333333333334,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.03571552008031,69.05496333844708,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4613,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.6250000000000007,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.02055743459519,70.3048714280463,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4614,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.6666666666666674,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.00539934911008,71.55477951764551,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4615,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.7083333333333341,1,2,2,,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,plate,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4616,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.7500000000000009,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4617,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.7916666666666676,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4618,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.8333333333333344,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4619,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.875000000000001,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4620,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.9166666666666679,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4621,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,1.9583333333333346,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4622,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.0000000000000013,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4623,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4624,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.0833333333333344,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4625,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.125000000000001,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,72.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4626,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.1666666666666674,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,70.74999999999972,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4627,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,69.49999999999943,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4628,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.2500000000000004,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,68.24999999999915,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4629,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.291666666666667,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,66.99999999999886,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4630,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.3333333333333335,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,65.74999999999858,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4631,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.375,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,64.4999999999983,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4632,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.4166666666666665,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,63.24999999999801,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4633,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.458333333333333,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,61.999999999997726,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4634,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,60.74999999999744,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4635,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.541666666666666,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,59.49999999999716,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4636,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.5833333333333326,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,58.249999999996874,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4637,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.624999999999999,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.99999999999659,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4638,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.6666666666666656,2,2,2,,2,3,tomato_salad,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4639,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4640,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4641,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.791666666666665,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4642,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.8333333333333317,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4643,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.8749999999999982,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4644,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4645,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.9583333333333313,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4646,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato,2.999999999999998,2,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4647,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4648,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.083333333333331,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4649,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.1249999999999973,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4650,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.166666666666664,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4651,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.2083333333333304,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4652,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.249999999999997,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4653,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.2916666666666634,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4654,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.33333333333333,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4655,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.3749999999999964,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
4656,test,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,tomato_salad,2,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,3.0
