tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,f1d5a2656587dc0d_score,player_cde863ea_x,player_cde863ea_y,player_cde863ea_move_target,player_cde863ea_item,player_cde863ea_score,player_cde863ea_cut_speed,player_cde863ea_speed,player_081d334f_x,player_081d334f_y,player_081d334f_move_target,player_081d334f_item,player_081d334f_score,player_081d334f_cut_speed,player_081d334f_speed,93bbd964dad9190a_score,7174dc11fc1adf0d_message,ac31f0f0148814f9_score
4407,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.18651343205185,40.22111079328039,,tomato_salad,0,1.0,30.0,44.94999999999021,24.0,,tomato,1,1.0,30.0,,,1.0
4408,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.17173891268605,41.47102347566158,,tomato_salad,0,1.0,30.0,43.69999999998993,24.0,,tomato,1,1.0,30.0,,,1.0
4409,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.156964393320248,42.720936158042775,,tomato_salad,0,1.0,30.0,42.44999999998964,24.0,,tomato,1,1.0,30.0,,,1.0
4410,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.142189873954447,43.97084884042397,,tomato_salad,0,1.0,30.0,41.19999999998936,24.0,,tomato,1,1.0,30.0,,,1.0
4411,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.127415354588646,45.22076152280516,,tomato_salad,0,1.0,30.0,39.949999999989075,24.0,,tomato,1,1.0,30.0,,,1.0
4412,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.112640835222845,46.470674205186356,,tomato_salad,0,1.0,30.0,38.69999999998879,24.0,,tomato,1,1.0,30.0,,,1.0
4413,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.097866315857043,47.72058688756755,,tomato_salad,0,1.0,30.0,37.449999999988506,24.0,,tomato,1,1.0,30.0,,,1.0
4414,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.083091796491242,48.97049956994874,,tomato_salad,0,1.0,30.0,36.19999999998822,24.0,,tomato,1,1.0,30.0,,,1.0
4415,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.06831727712544,50.220412252329936,,tomato_salad,0,1.0,30.0,34.94999999998794,24.0,,tomato,1,1.0,30.0,,,1.0
4416,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.05354275775964,51.47032493471113,,tomato_salad,0,1.0,30.0,33.699999999987654,24.0,,tomato,1,1.0,30.0,,,1.0
4417,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.03876823839384,52.72023761709232,,tomato_salad,0,1.0,30.0,32.44999999998737,24.0,,tomato,1,1.0,30.0,,,1.0
4418,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.023993719027892,53.97015029947352,,tomato_salad,0,1.0,30.0,31.199999999987316,24.0,,tomato,1,1.0,30.0,,,1.0
4419,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.009219199661914,55.22006298185471,,tomato_salad,0,1.0,30.0,29.949999999987387,24.0,,tomato,1,1.0,30.0,,,1.0
4420,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,28.699999999987458,24.0,,tomato,1,1.0,30.0,,,1.0
4421,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,27.44999999998753,24.0,,tomato,1,1.0,30.0,,,1.0
4422,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,26.1999999999876,24.0,,tomato,1,1.0,30.0,,,1.0
4423,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.94999999998767,24.0,,tomato,1,1.0,30.0,,,1.0
4424,test,True,0,1,,0,0,0,2,,0.0,0,1,0,None_cut,4.0,3,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,tomato,1,1.0,30.0,,,1.0
4425,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4426,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4427,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4428,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4429,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4430,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4431,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4432,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4433,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4434,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4435,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4436,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4437,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4438,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4439,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333333,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4440,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.6249999999999999,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4441,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666665,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4442,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333331,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4443,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4444,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4445,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.833333333333333,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4446,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.8749999999999997,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4447,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.9166666666666663,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4448,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.9583333333333329,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4449,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,0.9999999999999996,0,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4450,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.0416666666666663,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4451,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.083333333333333,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4452,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.1249999999999998,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4453,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.1666666666666665,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4454,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4455,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4456,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4457,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4458,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4459,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4460,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4461,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.5000000000000004,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4462,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.5416666666666672,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4463,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.583333333333334,1,2,2,plate,2,3,tomato_salad,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4464,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.6250000000000007,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4465,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.6666666666666674,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4466,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.7083333333333341,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4467,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.7500000000000009,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4468,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.7916666666666676,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4469,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.8333333333333344,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4470,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.875000000000001,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4471,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.9166666666666679,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4472,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,1.9583333333333346,1,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4473,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,2.0000000000000013,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4474,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
4475,test,True,0,1,,0,0,0,2,,0.0,0,1,0,tomato,2.0833333333333344,2,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato_salad,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
