tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c395fde6947e41da_score,player_ea6c8079_x,player_ea6c8079_y,player_ea6c8079_move_target,player_ea6c8079_item,player_ea6c8079_score,player_ea6c8079_cut_speed,player_ea6c8079_speed,player_b8e5e3db_x,player_b8e5e3db_y,player_b8e5e3db_move_target,player_b8e5e3db_item,player_b8e5e3db_score,player_b8e5e3db_cut_speed,player_b8e5e3db_speed
1754,0,1,,0,2,tomato,0.6249999999999999,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1755,0,1,,0,2,tomato,0.6666666666666665,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1756,0,1,,0,2,tomato,0.7083333333333331,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1757,0,1,,0,2,tomato,0.7499999999999998,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1758,0,1,,0,2,tomato,0.7916666666666664,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1759,0,1,,0,2,tomato,0.833333333333333,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1760,0,1,,0,2,tomato,0.8749999999999997,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1761,0,1,,0,2,tomato,0.9166666666666663,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,54.749999999999716,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1762,0,1,,0,2,tomato,0.9583333333333329,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,53.49999999999943,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1763,0,1,,0,2,tomato,0.9999999999999996,0,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,52.24999999999915,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1764,0,1,,0,2,tomato,1.0416666666666663,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,50.99999999999886,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1765,0,1,,0,2,tomato,1.083333333333333,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,49.74999999999858,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1766,0,1,,0,2,tomato,1.1249999999999998,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,48.499999999998295,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1767,0,1,,0,2,tomato,1.1666666666666665,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,47.24999999999801,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1768,0,1,,0,2,tomato,1.2083333333333333,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,45.999999999997726,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1769,0,1,,0,2,tomato,1.25,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,44.74999999999744,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1770,0,1,,0,2,tomato,1.2916666666666667,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,43.49999999999716,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1771,0,1,,0,2,tomato,1.3333333333333335,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,42.249999999996874,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1772,0,1,,0,2,tomato,1.3750000000000002,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,40.99999999999659,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1773,0,1,,0,2,tomato,1.416666666666667,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.3162155665778,39.8798317388366,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1774,0,1,,0,2,tomato,1.4583333333333337,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.194592140405,38.990475457837135,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1775,0,1,,0,2,tomato,1.5000000000000004,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.07296871423222,38.10111917683767,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1776,0,1,,0,2,tomato,1.5416666666666672,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.95134528805943,37.211762895838206,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1777,0,1,,0,2,tomato,1.583333333333334,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.82972186188655,36.32240661483874,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1778,0,1,,0,2,tomato,1.6250000000000007,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.70809843571327,35.433050333839276,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1779,0,1,,0,2,tomato,1.6666666666666674,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.58647500953998,34.54369405283981,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1780,0,1,,0,2,tomato,1.7083333333333341,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.4648515833667,33.654337771840346,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1781,0,1,,0,2,tomato,1.7500000000000009,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.34322815719341,32.76498149084088,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1782,0,1,,0,2,tomato,1.7916666666666676,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.22160473102007,31.875625209841466,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1783,0,1,,0,2,tomato,1.8333333333333344,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.09998130484644,30.986268928842357,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1784,0,1,,0,2,tomato,1.875000000000001,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.9783578786728,30.096912647843247,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1785,0,1,,0,2,tomato,1.9166666666666679,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.85673445249915,29.207556366844138,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1786,0,1,,0,2,tomato,1.9583333333333346,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.73511102632551,28.318200085845028,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1787,0,1,,0,2,tomato,2.0000000000000013,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.61348760015187,27.42884380484592,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1788,0,1,,0,2,tomato,2.041666666666668,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.49186417397823,26.53948752384681,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1789,0,1,,0,2,tomato,2.0833333333333344,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.3702407478046,25.6501312428477,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1790,0,1,,0,2,tomato,2.125000000000001,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,103.24861732163096,24.76077496184859,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1791,0,1,,0,2,tomato,2.1666666666666674,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1792,0,1,,0,2,tomato,2.208333333333334,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1793,0,1,,0,2,tomato,2.2500000000000004,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1794,0,1,,0,2,tomato,2.291666666666667,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1795,0,1,,0,2,tomato,2.3333333333333335,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1796,0,1,,0,2,tomato,2.375,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1797,0,1,,0,2,tomato,2.4166666666666665,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1798,0,1,,0,2,tomato,2.458333333333333,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1799,0,1,,0,2,tomato,2.4999999999999996,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1800,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1801,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1802,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1803,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1804,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1805,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1806,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1807,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1808,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1809,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1810,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1811,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1812,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1813,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1814,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1815,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,104.0,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1816,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,102.74999999999972,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1817,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,101.49999999999943,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1818,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,100.24999999999915,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1819,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.99999999999886,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1820,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.74999999999858,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1821,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.4999999999983,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1822,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.24999999999801,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1823,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.99999999999773,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1824,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.74999999999744,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1825,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.49999999999716,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1826,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.24999999999687,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1827,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.99999999999659,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1828,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.7499999999963,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1829,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.49999999999602,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1830,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.24999999999574,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1831,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.99999999999545,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1832,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.74999999999517,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1833,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.49999999999488,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1834,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.2499999999946,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
1835,0,1,,0,2,tomato_cut,3.9999999999999942,3,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,78.99999999999432,24.0,,plate,4,1.0,30.0,24.0,40.0,,,0,1.0,30.0
