tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a4ec68ab016a0a6c_score,player_944fb898_x,player_944fb898_y,player_944fb898_move_target,player_944fb898_item,player_944fb898_score,player_944fb898_cut_speed,player_944fb898_speed,player_22a18f4f_x,player_22a18f4f_y,player_22a18f4f_move_target,player_22a18f4f_item,player_22a18f4f_score,player_22a18f4f_cut_speed,player_22a18f4f_speed
2430,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,100.4644660940678,27.535533905932198,,plate,3,1.0,30.0
2431,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,99.58058261758475,28.419417382415247,,plate,3,1.0,30.0
2432,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,98.6966991411017,29.303300858898297,,plate,3,1.0,30.0
2433,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,97.81281566461865,30.187184335381346,,plate,3,1.0,30.0
2434,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,96.9289321881356,31.071067811864395,,plate,3,1.0,30.0
2435,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,96.04504871165256,31.954951288347445,,plate,3,1.0,30.0
2436,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,95.1611652351695,32.838834764830494,,plate,3,1.0,30.0
2437,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,94.27728175868646,33.722718241313544,,plate,3,1.0,30.0
2438,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,93.3933982822034,34.60660171779659,,plate,3,1.0,30.0
2439,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,92.50951480572036,35.49048519427964,,plate,3,1.0,30.0
2440,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,91.62563132923731,36.37436867076269,,plate,3,1.0,30.0
2441,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,90.74174785275426,37.25825214724574,,plate,3,1.0,30.0
2442,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,89.85786437627121,38.14213562372879,,plate,3,1.0,30.0
2443,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,88.97398089978816,39.02601910021184,,plate,3,1.0,30.0
2444,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,88.09009742330511,39.90990257669489,,plate,3,1.0,30.0
2445,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,87.20621394682206,40.79378605317794,,plate,3,1.0,30.0
2446,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,86.32233047033901,41.67766952966099,,plate,3,1.0,30.0
2447,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,85.43844699385596,42.56155300614404,,plate,3,1.0,30.0
2448,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,84.55456351737291,43.44543648262709,,plate,3,1.0,30.0
2449,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,83.67068004088986,44.32931995911014,,plate,3,1.0,30.0
2450,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,72.0,24.0,,tomato,3,1.0,30.0,82.78679656440681,45.213203435593186,,plate,3,1.0,30.0
2451,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,70.74999999999972,24.0,,tomato,3,1.0,30.0,81.90291308792376,46.097086912076236,,plate,3,1.0,30.0
2452,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,69.49999999999943,24.0,,tomato,3,1.0,30.0,81.01902961144071,46.980970388559285,,plate,3,1.0,30.0
2453,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,68.24999999999915,24.0,,tomato,3,1.0,30.0,80.13514613495767,47.864853865042335,,plate,3,1.0,30.0
2454,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,66.99999999999886,24.0,,tomato,3,1.0,30.0,79.25126265847462,48.748737341525384,,plate,3,1.0,30.0
2455,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,65.74999999999858,24.0,,tomato,3,1.0,30.0,78.36737918199157,49.632620818008434,,plate,3,1.0,30.0
2456,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,64.4999999999983,24.0,,tomato,3,1.0,30.0,77.48349570550852,50.51650429449148,,plate,3,1.0,30.0
2457,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,63.24999999999801,24.0,,tomato,3,1.0,30.0,76.59961222902547,51.40038777097453,,plate,3,1.0,30.0
2458,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,61.999999999997726,24.0,,tomato,3,1.0,30.0,75.71572875254242,52.28427124745758,,plate,3,1.0,30.0
2459,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,60.74999999999744,24.0,,tomato,3,1.0,30.0,74.83184527605937,53.16815472394063,,plate,3,1.0,30.0
2460,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,59.49999999999716,24.0,,tomato,3,1.0,30.0,73.94796179957632,54.05203820042368,,plate,3,1.0,30.0
2461,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,58.249999999996874,24.0,,tomato,3,1.0,30.0,73.06407832309327,54.93592167690673,,plate,3,1.0,30.0
2462,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,56.99999999999659,24.0,,tomato,3,1.0,30.0,72.18019484661022,55.81980515338978,,plate,3,1.0,30.0
2463,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,55.749999999996305,24.0,,tomato,3,1.0,30.0,71.29631137012717,56.70368862987283,,plate,3,1.0,30.0
2464,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,54.49999999999602,24.0,,tomato,3,1.0,30.0,70.41242789364412,57.58757210635588,,plate,3,1.0,30.0
2465,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,53.24999999999574,24.0,,tomato,3,1.0,30.0,69.52854441716107,58.47145558283893,,plate,3,1.0,30.0
2466,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,51.99999999999545,24.0,,tomato,3,1.0,30.0,68.64466094067802,59.35533905932198,,plate,3,1.0,30.0
2467,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,50.74999999999517,24.0,,tomato,3,1.0,30.0,67.76077746419497,60.23922253580503,,plate,3,1.0,30.0
2468,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,49.499999999994884,24.0,,tomato,3,1.0,30.0,66.87689398771192,61.123106012288076,,plate,3,1.0,30.0
2469,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,48.2499999999946,24.0,,tomato,3,1.0,30.0,65.99301051122887,62.006989488771126,,plate,3,1.0,30.0
2470,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,46.999999999994316,24.0,,tomato,3,1.0,30.0,65.10912703474582,62.890872965254175,,plate,3,1.0,30.0
2471,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,45.74999999999403,24.0,,tomato,3,1.0,30.0,64.22524355826278,63.774756441737225,,plate,3,1.0,30.0
2472,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,44.49999999999375,24.0,,tomato,3,1.0,30.0,63.341360081779726,64.65863991822027,,plate,3,1.0,30.0
2473,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,43.24999999999346,24.0,,tomato,3,1.0,30.0,62.45747660529668,65.54252339470332,,plate,3,1.0,30.0
2474,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,41.99999999999318,24.0,,tomato,3,1.0,30.0,61.57359312881363,66.42640687118637,,plate,3,1.0,30.0
2475,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,40.749999999992895,24.0,,tomato,3,1.0,30.0,60.68970965233058,67.31029034766942,,plate,3,1.0,30.0
2476,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,39.70196048263347,24.49189088134284,,tomato,3,1.0,30.0,59.80582617584753,68.19417382415247,,plate,3,1.0,30.0
2477,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,38.81260420163471,25.37026745516934,,tomato,3,1.0,30.0,58.92194269936448,69.07805730063552,,plate,3,1.0,30.0
2478,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,37.92324792063596,26.24864402899584,,tomato,3,1.0,30.0,58.03805922288143,69.96194077711857,,plate,3,1.0,30.0
2479,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,37.033891639637005,27.12702060282234,,tomato,3,1.0,30.0,57.15417574639838,70.84582425360162,,plate,3,1.0,30.0
2480,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,36.14453535863804,28.00539717664884,,tomato,3,1.0,30.0,56.27029226991533,71.72970773008467,,plate,3,1.0,30.0
2481,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,35.25517907763907,28.883773750475342,,tomato,3,1.0,30.0,56.0,72.0,,plate,3,1.0,30.0
2482,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,34.36582279664011,29.762150324301842,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2483,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,33.47646651564114,30.640526898128343,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2484,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,32.587110234642175,31.518903471954843,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2485,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,31.697753953643165,32.39728004578134,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2486,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,30.808397672644055,33.275656619607844,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2487,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,29.919041391644946,34.154033193434344,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2488,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,29.029685110645836,35.032409767260845,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2489,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,28.140328829646727,35.910786341087345,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2490,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,27.250972548647617,36.789162914913845,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2491,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,26.361616267648508,37.667539488740346,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2492,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,25.472259986649725,38.54591606256688,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2493,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.58290370565097,39.424292636393595,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2494,0,1,,0,2,None_cut,3.6249999999999956,3,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,tomato,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2495,0,1,,0,2,tomato,0.0,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2496,0,1,,0,2,tomato,0.041666666666666664,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2497,0,1,,0,2,tomato,0.08333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,56.0,72.0,,,3,1.0,30.0
2498,0,1,,0,2,tomato,0.125,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,56.88388347648305,71.11611652351695,,,3,1.0,30.0
2499,0,1,,0,2,tomato,0.16666666666666666,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,57.7677669529661,70.2322330470339,,,3,1.0,30.0
2500,0,1,,0,2,tomato,0.20833333333333331,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,58.65165042944915,69.34834957055085,,,3,1.0,30.0
2501,0,1,,0,2,tomato,0.24999999999999997,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,59.5355339059322,68.4644660940678,,,3,1.0,30.0
2502,0,1,,0,2,tomato,0.29166666666666663,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,60.41941738241525,67.58058261758475,,,3,1.0,30.0
2503,0,1,,0,2,tomato,0.3333333333333333,0,0,3,None_cut,3.916666666666661,3,2,2,plate,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,6,24.0,40.0,,,3,1.0,30.0,61.3033008588983,66.6966991411017,,,3,1.0,30.0
