tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,453c50dac053af11_score,player_d6079f01_x,player_d6079f01_y,player_d6079f01_move_target,player_d6079f01_item,player_d6079f01_score,player_d6079f01_cut_speed,player_d6079f01_speed,player_47ff4044_x,player_47ff4044_y,player_47ff4044_move_target,player_47ff4044_item,player_47ff4044_score,player_47ff4044_cut_speed,player_47ff4044_speed,a3ea9910a80dbb85_score,579beddd34f9d635_message,56e33fc462030e2a_score
4327,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4328,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4329,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4330,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4331,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.2500000000034,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4332,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4333,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75000000000568,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4334,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4335,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.2500000000071,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4336,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.00000000000682,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4337,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.75000000000654,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4338,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.50000000000625,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4339,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.25000000000597,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4340,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.00000000000568,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4341,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.7500000000054,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4342,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.50000000000512,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4343,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.25000000000483,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4344,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.00000000000455,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4345,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.75000000000426,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4346,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.50000000000398,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4347,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.2500000000037,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4348,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.00000000000341,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4349,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.75000000000313,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4350,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.50000000000284,24.0,,plate,0,1.0,30.0,56.0,40.0,,plate,2,1.0,30.0,,,2.0
4351,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.25000000000256,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4352,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.00000000000227,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4353,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.75000000000199,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4354,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.5000000000017,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4355,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.25000000000142,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4356,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.00000000000114,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4357,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.75000000000085,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4358,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.50000000000057,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4359,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.25000000000028,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4360,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.0,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4361,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.74999999999972,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4362,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.49999999999943,24.0,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4363,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,92.49720847340717,24.746263461650187,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4364,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.49441694681491,25.492526923300375,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4365,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.49162542022265,26.238790384950562,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4366,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.48883389363039,26.98505384660075,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4367,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.48604236703812,27.731317308250937,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4368,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.48325084044586,28.477580769901124,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4369,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.4804593138536,29.22384423155131,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4370,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.47766778726134,29.9701076932015,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4371,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.47487626066908,30.716371154851686,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4372,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.47208473407682,31.462634616501873,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4373,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.46929320748455,32.20889807815206,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4374,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.46650168089229,32.95516153980225,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4375,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.46371015430003,33.701425001452435,,plate,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0,,,2.0
4376,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.46091862770777,34.44768846310262,,plate,0,1.0,30.0,57.250000000000284,40.0,,,2,1.0,30.0,,,2.0
4377,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.45812710111551,35.19395192475281,,plate,0,1.0,30.0,58.50000000000057,40.0,,,2,1.0,30.0,,,2.0
4378,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.45533557452325,35.940215386403,,plate,0,1.0,30.0,59.75000000000085,40.0,,,2,1.0,30.0,,,2.0
4379,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.45254404793099,36.686478848053184,,plate,0,1.0,30.0,61.00000000000114,40.0,,,2,1.0,30.0,,,2.0
4380,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.44975252133872,37.43274230970337,,plate,0,1.0,30.0,62.25000000000142,40.0,,,2,1.0,30.0,,,2.0
4381,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.44696099474646,38.179005771353125,,plate,0,1.0,30.0,63.500000000001705,40.0,,,2,1.0,30.0,,,2.0
4382,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.4441694681542,38.9252692330026,,plate,0,1.0,30.0,64.75000000000199,40.0,,,2,1.0,30.0,,,2.0
4383,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.44137794156181,39.67153269465208,,plate,0,1.0,30.0,66.00000000000227,40.0,,,2,1.0,30.0,,,2.0
4384,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.52676810353394,40.520010309602384,,plate,0,1.0,30.0,67.25000000000256,40.0,,,2,1.0,30.0,,,2.0
4385,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.64155216169435,41.4025593089863,,plate,0,1.0,30.0,68.50000000000284,40.0,,,2,1.0,30.0,,,2.0
4386,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.75633621985476,42.28510830837021,,plate,0,1.0,30.0,69.75000000000313,40.0,,,2,1.0,30.0,,,2.0
4387,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.87112027801517,43.167657307754126,,plate,0,1.0,30.0,71.00000000000341,40.0,,,2,1.0,30.0,,,2.0
4388,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.98590433617558,44.05020630713856,,plate,0,1.0,30.0,72.2500000000037,40.0,,,2,1.0,30.0,,,2.0
4389,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.10068839433599,44.932755306523184,,plate,0,1.0,30.0,73.50000000000398,40.0,,,2,1.0,30.0,,,2.0
4390,test,False,0,1,tomato_cut,4.0,3,0,2,,0.0,0,1,0,None_cut,3.916666666666661,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.2154724524964,45.81530430590781,,plate,0,1.0,30.0,74.75000000000426,40.0,,,2,1.0,30.0,,,2.0
