tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2001859551197d9d_score,player_b9556871_x,player_b9556871_y,player_b9556871_move_target,player_b9556871_item,player_b9556871_score,player_b9556871_cut_speed,player_b9556871_speed,player_c7557b80_x,player_c7557b80_y,player_c7557b80_move_target,player_c7557b80_item,player_c7557b80_score,player_c7557b80_cut_speed,player_c7557b80_speed
1639,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6249999999999999,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,3,1.0,30.0
1640,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6249999999999999,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,3,1.0,30.0
1641,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6249999999999999,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,3,1.0,30.0
1642,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.6666666666666665,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,3,1.0,30.0
1643,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.7083333333333331,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,3,1.0,30.0
1644,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.7499999999999998,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,3,1.0,30.0
1645,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.7916666666666664,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,3,1.0,30.0
1646,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.833333333333333,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,3,1.0,30.0
1647,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.8749999999999997,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,3,1.0,30.0
1648,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.9166666666666663,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.19434681531624,39.95382555869017,,plate,3,1.0,30.0
1649,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.9583333333333329,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.17920827225925,41.203733885133886,,plate,3,1.0,30.0
1650,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,0.9999999999999996,0,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.16406972920225,42.4536422115776,,plate,3,1.0,30.0
1651,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.0416666666666663,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.14893118614526,43.70355053802132,,plate,3,1.0,30.0
1652,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.083333333333333,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.13379264308827,44.953458864465034,,plate,3,1.0,30.0
1653,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.1249999999999998,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.11865410003128,46.20336719090875,,plate,3,1.0,30.0
1654,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.1666666666666665,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.10351555697429,47.453275517352466,,plate,3,1.0,30.0
1655,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.2083333333333333,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.0883770139173,48.70318384379618,,plate,3,1.0,30.0
1656,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.0732384708603,49.9530921702399,,plate,3,1.0,30.0
1657,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.05809992780331,51.203000496683615,,plate,3,1.0,30.0
1658,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.04296138474632,52.45290882312733,,plate,3,1.0,30.0
1659,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.02782284168917,53.70281714957105,,plate,3,1.0,30.0
1660,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.01268429863147,54.95272547601476,,plate,3,1.0,30.0
1661,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00233106509788,56.20266313364169,,plate,3,1.0,30.0
1662,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00214661430297,57.45266312003295,,plate,3,1.0,30.0
1663,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.25,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00196216350807,58.70266310642421,,plate,3,1.0,30.0
1664,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.2916666666666667,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00177771271316,59.95266309281547,,plate,3,1.0,30.0
1665,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.3333333333333335,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00159326191826,61.20266307920673,,plate,3,1.0,30.0
1666,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.3750000000000002,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00140881112335,62.45266306559799,,plate,3,1.0,30.0
1667,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.416666666666667,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00122436032845,63.70266305198925,,plate,3,1.0,30.0
1668,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.4583333333333337,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00103990953355,64.95266303837997,,plate,3,1.0,30.0
1669,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.5000000000000004,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00085545873864,66.20266302477052,,plate,3,1.0,30.0
1670,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.5416666666666672,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00067100794374,67.45266301116106,,plate,3,1.0,30.0
1671,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.583333333333334,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00048655714883,68.70266299755161,,plate,3,1.0,30.0
1672,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.6250000000000007,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00030210635417,69.95266298394216,,plate,3,1.0,30.0
1673,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.6666666666666674,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,88.00011765555998,71.20266297033271,,plate,3,1.0,30.0
1674,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.7083333333333341,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,87.54323487120497,72.2650902716208,,plate,3,1.0,30.0
1675,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.7500000000000009,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,86.6647843943323,73.15437355589125,,plate,3,1.0,30.0
1676,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.7916666666666676,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,85.78633391745963,74.0436568401617,,plate,3,1.0,30.0
1677,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.8333333333333344,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,84.90788344058696,74.93294012443215,,plate,3,1.0,30.0
1678,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.875000000000001,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,84.02943296371429,75.8222234087026,,plate,3,1.0,30.0
1679,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.9166666666666679,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,83.15098248684161,76.71150669297305,,plate,3,1.0,30.0
1680,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,1.9583333333333346,1,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,82.27253200996894,77.6007899772435,,plate,3,1.0,30.0
1681,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.0000000000000013,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,81.39408153309627,78.49007326151394,,plate,3,1.0,30.0
1682,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.041666666666668,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,80.5156310562236,79.37935654578439,,plate,3,1.0,30.0
1683,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.0833333333333344,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,79.63718057935093,80.26863983005384,,plate,3,1.0,30.0
1684,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.125000000000001,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,78.75873010247825,81.15792311432324,,plate,3,1.0,30.0
1685,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.1666666666666674,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,77.88027962560558,82.04720639859262,,plate,3,1.0,30.0
1686,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.208333333333334,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,77.00182914873291,82.93648968286202,,plate,3,1.0,30.0
1687,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.2500000000000004,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,76.12337867186024,83.8257729671314,,plate,3,1.0,30.0
1688,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.291666666666667,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,75.24492819498757,84.7150562514008,,plate,3,1.0,30.0
1689,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.3333333333333335,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,74.3664777181149,85.60433953567018,,plate,3,1.0,30.0
1690,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.375,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,73.48802724124222,86.49362281993957,,plate,3,1.0,30.0
1691,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.4166666666666665,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.60957676436955,87.38290610420896,,plate,3,1.0,30.0
1692,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.458333333333333,2,3,2,,3,3,plate,3,4,tomato,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,plate,3,1.0,30.0
1693,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.4999999999999996,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1694,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.541666666666666,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1695,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.5833333333333326,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1696,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.624999999999999,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1697,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.6666666666666656,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1698,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.708333333333332,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1699,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.7499999999999987,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1700,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.791666666666665,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1701,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.8333333333333317,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1702,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.8749999999999982,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1703,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.9166666666666647,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1704,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.9583333333333313,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1705,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato,2.999999999999998,2,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1706,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.0416666666666643,3,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1707,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.083333333333331,3,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
1708,0,1,,0,2,,0,3,,1,0,tomato,1.6666666666666674,1,2,0,tomato_cut,3.1249999999999973,3,3,2,,3,3,plate,3,4,tomato,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,30.0,72.0,88.0,,tomato_salad,3,1.0,30.0
