tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,7a4414b71ee06dd5_score,player_aa27f3dd_x,player_aa27f3dd_y,player_aa27f3dd_move_target,player_aa27f3dd_item,player_aa27f3dd_score,player_aa27f3dd_cut_speed,player_aa27f3dd_speed,player_35b02cac_x,player_35b02cac_y,player_35b02cac_move_target,player_35b02cac_item,player_35b02cac_score,player_35b02cac_cut_speed,player_35b02cac_speed,9a1fed9a8f2cfb7f_score,4fb6f1093fdf305f_message,48b2490b23af68b4_score
3330,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,92.49999999999375,,,0,1.0,30.0,,,0.0
3331,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,91.24999999999346,,,0,1.0,30.0,,,0.0
3332,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,89.99999999999318,,,0,1.0,30.0,,,0.0
3333,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,88.7499999999929,,,0,1.0,30.0,,,0.0
3334,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,87.49999999999261,,,0,1.0,30.0,,,0.0
3335,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,86.24999999999233,,,0,1.0,30.0,,,0.0
3336,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,84.99999999999204,,,0,1.0,30.0,,,0.0
3337,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,83.74999999999176,,,0,1.0,30.0,,,0.0
3338,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,82.49999999999147,,,0,1.0,30.0,,,0.0
3339,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,81.24999999999119,,,0,1.0,30.0,,,0.0
3340,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,79.9999999999909,,,0,1.0,30.0,,,0.0
3341,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,78.74999999999062,,,0,1.0,30.0,,,0.0
3342,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,77.49999999999034,,,0,1.0,30.0,,,0.0
3343,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,76.24999999999005,,,0,1.0,30.0,,,0.0
3344,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,74.99999999998977,,,0,1.0,30.0,,,0.0
3345,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,73.74999999998948,,,0,1.0,30.0,,,0.0
3346,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,72.4999999999892,,,0,1.0,30.0,,,0.0
3347,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,71.24999999998892,,,0,1.0,30.0,,,0.0
3348,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,69.99999999998863,,,0,1.0,30.0,,,0.0
3349,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,68.74999999998835,,,0,1.0,30.0,,,0.0
3350,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,67.49999999998806,,,0,1.0,30.0,,,0.0
3351,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,66.24999999998778,,,0,1.0,30.0,,,0.0
3352,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,64.9999999999875,,,0,1.0,30.0,,,0.0
3353,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,63.74999999998721,,,0,1.0,30.0,,,0.0
3354,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,62.499999999986926,,,0,1.0,30.0,,,0.0
3355,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,61.24999999998664,,,0,1.0,30.0,,,0.0
3356,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,59.99999999998636,,,0,1.0,30.0,,,0.0
3357,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,58.74999999998607,,,0,1.0,30.0,,,0.0
3358,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,57.49999999998579,,,0,1.0,30.0,,,0.0
3359,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.0,56.249999999985505,,,0,1.0,30.0,,,0.0
3360,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,56.84324151087374,55.34621797022669,,,0,1.0,30.0,,,0.0
3361,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,57.721618084700445,54.456861689227935,,,0,1.0,30.0,,,0.0
3362,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,58.59999465852716,53.56750540822918,,,0,1.0,30.0,,,0.0
3363,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,59.47837123235387,52.67814912723043,,,0,1.0,30.0,,,0.0
3364,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,60.356747806180586,51.78879284623167,,,0,1.0,30.0,,,0.0
3365,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,61.23512438000729,50.89943656523292,,,0,1.0,30.0,,,0.0
3366,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,62.113500953834006,50.010080284234164,,,0,1.0,30.0,,,0.0
3367,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,62.99187752766072,49.12072400323541,,,0,1.0,30.0,,,0.0
3368,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,63.87025410148743,48.231367722236655,,,0,1.0,30.0,,,0.0
3369,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,64.74863067531457,47.3420114412379,,,0,1.0,30.0,,,0.0
3370,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,65.62700724914178,46.452655160239146,,,0,1.0,30.0,,,0.0
3371,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,66.505383822969,45.56329887924039,,,0,1.0,30.0,,,0.0
3372,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,67.3837603967962,44.67394259824164,,,0,1.0,30.0,,,0.0
3373,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,68.26213697062342,43.784586317242386,,,0,1.0,30.0,,,0.0
3374,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,69.14051354445063,42.89523003624292,,,0,1.0,30.0,,,0.0
3375,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,70.01889011827784,42.00587375524346,,,0,1.0,30.0,,,0.0
3376,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,70.8972666921046,41.11651747424399,,,0,1.0,30.0,,,0.0
3377,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,71.77564326593131,40.22716119324453,,,0,1.0,30.0,,,0.0
3378,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,73.01069430833665,40.177386862603996,,,0,1.0,30.0,,,0.0
3379,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,74.26060678693277,40.16259511322842,,,0,1.0,30.0,,,0.0
3380,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,75.51051926552888,40.147803363852844,,,0,1.0,30.0,,,0.0
3381,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,76.760431744125,40.13301161447727,,,0,1.0,30.0,,,0.0
3382,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,78.01034422272112,40.11821986510169,,,0,1.0,30.0,,,0.0
3383,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,79.26025670131723,40.10342811572612,,,0,1.0,30.0,,,0.0
3384,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,24.0,,tomato,0,1.0,30.0,80.51016917991335,40.08863636635045,,,0,1.0,30.0,,,0.0
3385,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,24.0,,tomato,0,1.0,30.0,81.76008165850946,40.07384461697452,,,0,1.0,30.0,,,0.0
3386,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.49999999999943,24.0,,tomato,0,1.0,30.0,83.00999413710558,40.05905286759859,,,0,1.0,30.0,,,0.0
3387,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.24999999999915,24.0,,tomato,0,1.0,30.0,84.2599066157017,40.04426111822266,,,0,1.0,30.0,,,0.0
3388,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.99999999999886,24.0,,tomato,0,1.0,30.0,85.50981909429781,40.029469368846726,,,0,1.0,30.0,,,0.0
3389,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.74999999999858,24.0,,tomato,0,1.0,30.0,86.75973157289393,40.014677619470795,,,0,1.0,30.0,,,0.0
3390,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.4999999999983,24.0,,tomato,0,1.0,30.0,88.00965805297908,40.00222472414695,,,0,1.0,30.0,,,0.0
3391,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.24999999999801,24.0,,tomato,0,1.0,30.0,89.25965804088166,40.00205081259654,,,0,1.0,30.0,,,0.0
3392,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.99999999999773,24.0,,tomato,0,1.0,30.0,90.50965802878424,40.00187690104614,,,0,1.0,30.0,,,0.0
3393,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.74999999999744,24.0,,tomato,0,1.0,30.0,91.75965801668683,40.00170298949573,,,0,1.0,30.0,,,0.0
3394,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.49999999999716,24.0,,tomato,0,1.0,30.0,93.00965800458941,40.00152907794533,,,0,1.0,30.0,,,0.0
3395,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.24999999999687,24.0,,tomato,0,1.0,30.0,94.259657992492,40.00135516639492,,,0,1.0,30.0,,,0.0
3396,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.99999999999659,24.0,,tomato,0,1.0,30.0,95.50965798039458,40.00118125484452,,,0,1.0,30.0,,,0.0
3397,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.7499999999963,24.0,,tomato,0,1.0,30.0,96.75965796829716,40.00100734329425,,,0,1.0,30.0,,,0.0
