tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,822227e957a6e4d5_score,player_bd361d44_x,player_bd361d44_y,player_bd361d44_move_target,player_bd361d44_item,player_bd361d44_score,player_bd361d44_cut_speed,player_bd361d44_speed,player_2233c9b2_x,player_2233c9b2_y,player_2233c9b2_move_target,player_2233c9b2_item,player_2233c9b2_score,player_2233c9b2_cut_speed,player_2233c9b2_speed
2422,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.34986875714841,54.370240747801546,,tomato_salad,1,1.0,30.0,26.301095558849113,90.24523256761108,,tomato,3,1.0,30.0
2423,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.23922503814809,55.248617321628046,,tomato_salad,1,1.0,30.0,25.406418904926625,89.37227570445815,,tomato,3,1.0,30.0
2424,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,56.0,,tomato_salad,1,1.0,30.0,24.511742251004137,88.49931884130521,,tomato,3,1.0,30.0
2425,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.18864142782259,87.38134503761131,,tomato,3,1.0,30.0
2426,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.17331220580924,86.13143903516459,,tomato,3,1.0,30.0
2427,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.15798298379589,84.88153303271787,,tomato,3,1.0,30.0
2428,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.14265376178254,83.63162703027115,,tomato,3,1.0,30.0
2429,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.12732453976919,82.38172102782443,,tomato,3,1.0,30.0
2430,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.11199531775584,81.1318150253777,,tomato,3,1.0,30.0
2431,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.096666095742492,79.88190902293098,,tomato,3,1.0,30.0
2432,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.081336873729143,78.63200302048426,,tomato,3,1.0,30.0
2433,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.066007651715793,77.38209701803754,,tomato,3,1.0,30.0
2434,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.050678429702444,76.13219101559082,,tomato,3,1.0,30.0
2435,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.035349207689094,74.8822850131441,,tomato,3,1.0,30.0
2436,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.020019985675745,73.63237901069738,,tomato,3,1.0,30.0
2437,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.00469076366237,72.38247300825066,,tomato,3,1.0,30.0
2438,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.00223448973814,71.13248711946738,,tomato,3,1.0,30.0
2439,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.00204991253555,69.88248713309531,,tomato,3,1.0,30.0
2440,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.001865335332962,68.63248714672324,,tomato,3,1.0,30.0
2441,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.001680758130373,67.38248716035116,,tomato,3,1.0,30.0
2442,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.001496180927784,66.13248717397909,,tomato,3,1.0,30.0
2443,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.001311603725195,64.88248718760701,,tomato,3,1.0,30.0
2444,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,56.0,,,2,1.0,30.0,24.00112702652249,63.632487201234724,,tomato,3,1.0,30.0
2445,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,54.749999999999716,,,2,1.0,30.0,24.000942449319723,62.38248721486194,,tomato,3,1.0,30.0
2446,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,53.49999999999943,,,2,1.0,30.0,24.000757872116957,61.132487228489154,,tomato,3,1.0,30.0
2447,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,52.24999999999915,,,2,1.0,30.0,24.00057329491419,59.88248724211637,,tomato,3,1.0,30.0
2448,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,50.99999999999886,,,2,1.0,30.0,24.000388717711424,58.632487255743584,,tomato,3,1.0,30.0
2449,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,49.74999999999858,,,2,1.0,30.0,24.000204140508657,57.3824872693708,,tomato,3,1.0,30.0
2450,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,48.499999999998295,,,2,1.0,30.0,24.0,56.0,,tomato,3,1.0,30.0
2451,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.0,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,47.24999999999801,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2452,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.041666666666666664,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,45.999999999997726,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2453,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.08333333333333333,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,44.74999999999744,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2454,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.125,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,43.49999999999716,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2455,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.16666666666666666,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,42.249999999996874,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2456,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.20833333333333331,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.0,40.99999999999659,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2457,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.24999999999999997,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.3162155665778,39.8798317388366,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2458,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.29166666666666663,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,89.194592140405,38.990475457837135,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2459,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.3333333333333333,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.07296871423222,38.10111917683767,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2460,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.375,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.95134528805943,37.211762895838206,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2461,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.4166666666666667,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,91.82972186188655,36.32240661483874,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2462,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.45833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,92.70809843571327,35.433050333839276,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2463,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.5,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,93.58647500953998,34.54369405283981,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2464,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,94.4648515833667,33.654337771840346,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2465,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.5833333333333333,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,95.34322815719341,32.76498149084088,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2466,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.6249999999999999,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,96.22160473102007,31.875625209841466,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2467,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.6666666666666665,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.09998130484644,30.986268928842357,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2468,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.7083333333333331,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.9783578786728,30.096912647843247,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2469,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.7499999999999998,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,98.85673445249915,29.207556366844138,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2470,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.7916666666666664,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,99.73511102632551,28.318200085845028,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2471,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.833333333333333,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,100.61348760015187,27.42884380484592,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2472,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.8749999999999997,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.49186417397823,26.53948752384681,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2473,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.9166666666666663,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.3702407478046,25.6501312428477,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2474,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.9583333333333329,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,103.24861732163096,24.76077496184859,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2475,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,0.9999999999999996,0,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2476,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.0416666666666663,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2477,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.083333333333333,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2478,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.1249999999999998,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2479,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.1666666666666665,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2480,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.2083333333333333,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2481,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.25,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2482,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2483,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.3333333333333335,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2484,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.3750000000000002,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2485,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.416666666666667,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,104.0,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2486,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,102.74999999999972,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2487,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.5000000000000004,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,101.49999999999943,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2488,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,100.24999999999915,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2489,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.583333333333334,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,98.99999999999886,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2490,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.6250000000000007,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,97.74999999999858,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2491,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.6666666666666674,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,96.4999999999983,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2492,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.7083333333333341,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,95.24999999999801,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2493,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.7500000000000009,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,93.99999999999773,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2494,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.7916666666666676,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,92.74999999999744,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2495,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.8333333333333344,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,91.49999999999716,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2496,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.875000000000001,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,90.24999999999687,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2497,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,88.99999999999659,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
2498,0,1,,0,2,None_cut,3.7916666666666616,3,0,3,tomato,1.9583333333333346,1,2,2,,2,3,plate,2,4,plate,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,87.7499999999963,24.0,,plate,2,1.0,30.0,24.0,56.0,,,3,1.0,30.0
