tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,da99719e0b71511d_score,player_291a33ad_x,player_291a33ad_y,player_291a33ad_move_target,player_291a33ad_item,player_291a33ad_score,player_291a33ad_cut_speed,player_291a33ad_speed,player_e47a5118_x,player_e47a5118_y,player_e47a5118_move_target,player_e47a5118_item,player_e47a5118_score,player_e47a5118_cut_speed,player_e47a5118_speed
2526,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,67.62500000000398,,,1,1.0,15.0,28.999999999999716,24.0,,,1,0.5,30.0
2527,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,67.00000000000455,,,1,1.0,15.0,30.249999999999645,24.0,,,1,0.5,30.0
2528,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,66.37500000000512,,,1,1.0,15.0,31.499999999999574,24.0,,,1,0.5,30.0
2529,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,65.75000000000568,,,1,1.0,15.0,32.749999999999716,24.0,,,1,0.5,30.0
2530,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,65.12500000000625,,,1,1.0,15.0,34.0,24.0,,,1,0.5,30.0
2531,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,64.50000000000682,,,1,1.0,15.0,35.250000000000284,24.0,,,1,0.5,30.0
2532,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,63.87500000000725,,,1,1.0,15.0,36.50000000000057,24.0,,,1,0.5,30.0
2533,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,63.250000000007105,,,1,1.0,15.0,37.75000000000085,24.0,,,1,0.5,30.0
2534,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,62.62500000000696,,,1,1.0,15.0,39.00000000000114,24.0,,,1,0.5,30.0
2535,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,62.00000000000682,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2536,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1458333333333335,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,61.37500000000668,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2537,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1666666666666667,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,60.75000000000654,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2538,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.1875,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,60.125000000006395,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2539,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.2083333333333333,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,59.50000000000625,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2540,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.2291666666666665,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,58.87500000000611,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2541,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.2499999999999998,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,58.25000000000597,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2542,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.270833333333333,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,57.62500000000583,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2543,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.2916666666666663,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,57.000000000005684,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2544,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.3124999999999996,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.37500000000554,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2545,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.3333333333333328,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.7500000000054,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2546,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.354166666666666,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.12500000000526,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2547,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.3749999999999993,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.500000000005116,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2548,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.3958333333333326,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,53.875000000004974,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2549,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.4166666666666659,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,53.25000000000483,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2550,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.4374999999999991,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.62500000000469,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2551,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.00000000000455,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2552,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.4791666666666656,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,51.375000000004405,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2553,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.499999999999999,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.60041856257982,51.54855849075017,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2554,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.5208333333333321,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.20083712515964,51.72211698149593,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2555,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.5416666666666654,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,73.80125568773946,51.89567547224169,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2556,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.5624999999999987,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,74.40167425031927,52.069233962987454,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2557,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.583333333333332,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.0020928128991,52.242792453733216,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2558,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.6041666666666652,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,75.60251137547891,52.41635094447898,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2559,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.6249999999999984,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.20292993805873,52.58990943522474,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2560,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.6458333333333317,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,76.80334850063855,52.7634679259705,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2561,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.666666666666665,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,77.40376706321837,52.93702641671622,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2562,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.6874999999999982,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.00418562579819,53.11058490746169,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2563,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.7083333333333315,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,78.604604188378,53.284143398207156,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2564,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.7291666666666647,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.20502275095782,53.45770188895262,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2565,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.749999999999998,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,79.80544131353764,53.631260379698084,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2566,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.7708333333333313,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,80.40585987611746,53.80481887044355,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2567,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.7916666666666645,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.00627843869728,53.97837736118901,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2568,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.8124999999999978,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,81.6066970012771,54.151935851934475,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2569,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.833333333333331,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.20711556385692,54.32549434267994,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2570,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.8541666666666643,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,82.80753412643674,54.4990528334254,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2571,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.8749999999999976,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.40795268901655,54.672611324170866,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2572,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.8958333333333308,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.00837125159637,54.84616981491634,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2573,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.916666666666664,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.60878981417619,55.0197283056618,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2574,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.9374999999999973,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.20920837675601,55.193286796407264,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2575,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.9583333333333306,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.80962693933583,55.36684528715273,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2576,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.9791666666666639,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.41004550191565,55.54040377789819,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2577,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,1.9999999999999971,1,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.01046406449547,55.713962268643655,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2578,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.0208333333333304,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.61088262707528,55.88752075938912,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2579,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.041666666666664,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2580,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.0624999999999973,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2581,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.083333333333331,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2582,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.1041666666666643,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2583,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.124999999999998,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2584,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.1458333333333313,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2585,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.1666666666666647,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2586,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.1874999999999982,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2587,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.2083333333333317,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,56.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2588,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.229166666666665,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.55805826175776,55.558058261758475,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2589,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.2499999999999987,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.11611652351553,55.11611652351695,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2590,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.270833333333332,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.6741747852733,54.674174785275426,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2591,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.2916666666666656,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.23223304703106,54.2322330470339,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2592,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.312499999999999,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.79029130878882,53.790291308792376,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2593,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.3333333333333326,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,85.34834957054677,53.34834957055085,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2594,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.354166666666666,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.90640783230538,52.90640783230933,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2595,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.3749999999999996,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.464466094064,52.4644660940678,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2596,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.395833333333333,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,84.02252435582261,52.02252435582628,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2597,0,1,,0,2,,0,3,,1,0,tomato,2.4583333333333335,2,2,0,tomato,2.4166666666666665,2,3,2,tomato_salad,3,3,,3,4,tomato,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,83.58058261758121,51.58058261758475,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
