tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a753584f0060c353_score,player_b84378c9_x,player_b84378c9_y,player_b84378c9_move_target,player_b84378c9_item,player_b84378c9_score,player_b84378c9_cut_speed,player_b84378c9_speed,player_71f88532_x,player_71f88532_y,player_71f88532_move_target,player_71f88532_item,player_71f88532_score,player_71f88532_cut_speed,player_71f88532_speed
3076,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000308347738454,58.08871876430112,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3077,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000216081925686,57.46371877111153,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3078,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00012381611292,56.83871877792194,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3079,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00003155030015,56.21371878473235,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3080,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00002770487459,55.5887187849379,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3081,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000026594100184,54.96371878493918,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3082,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00002548332578,54.33871878494046,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3083,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00002437255137,53.71371878494174,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3084,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00002326177697,53.08871878494302,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3085,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00002215100256,52.4637187849443,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3086,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000021040228155,51.83871878494558,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3087,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001992945375,51.213718784946856,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3088,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000018818679344,50.588718784948135,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3089,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001770790494,49.963718784949414,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3090,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001659713053,49.33871878495069,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3091,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001548635633,48.71371878495197,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3092,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001437558228,48.08871878495325,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3093,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001326480823,47.46371878495453,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3094,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001215403418,46.83871878495581,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3095,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00001104326013,46.21371878495709,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3096,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000993248608,45.58871878495837,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3097,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000882171203,44.963718784959646,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3098,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000771093798,44.338718784960925,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3099,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000660016393,43.713718784962204,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3100,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000548938988,43.08871878496348,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3101,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000437861583,42.46371878496476,,tomato,0,1.0,15.0,72.0,88.0,,tomato_salad,2,0.5,30.0
3102,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000326784178,41.83871878496604,,tomato,0,1.0,15.0,72.88388347648305,87.11611652351695,,tomato_salad,2,0.5,30.0
3103,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000002157067726,41.21371878496732,,tomato,0,1.0,15.0,73.7677669529661,86.2322330470339,,tomato_salad,2,0.5,30.0
3104,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000001046293676,40.5887187849686,,tomato,0,1.0,15.0,74.65165042944915,85.34834957055085,,tomato_salad,2,0.5,30.0
3105,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000000341558234,39.96371878496935,,tomato,0,1.0,15.0,75.5355339059322,84.4644660940678,,tomato_salad,2,0.5,30.0
3106,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000032818582,39.33871878496921,,tomato,0,1.0,15.0,76.41941738241525,83.58058261758475,,tomato_salad,2,0.5,30.0
3107,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000000314813406,38.71371878496907,,tomato,0,1.0,15.0,77.3033008588983,82.6966991411017,,tomato_salad,2,0.5,30.0
3108,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000030144099,38.088718784968925,,tomato,0,1.0,15.0,78.18718433538135,81.81281566461865,,tomato_salad,2,0.5,30.0
3109,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000028806858,37.46371878496878,,tomato,0,1.0,15.0,79.0710678118644,80.9289321881356,,tomato_salad,2,0.5,30.0
3110,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000027469616,36.83871878496864,,tomato,0,1.0,15.0,79.95495128834744,80.04504871165256,,tomato_salad,2,0.5,30.0
3111,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000026132375,36.2137187849685,,tomato,0,1.0,15.0,80.8388347648305,79.1611652351695,,tomato_salad,2,0.5,30.0
3112,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000000247951334,35.58871878496836,,tomato,0,1.0,15.0,81.72271824131354,78.27728175868646,,tomato_salad,2,0.5,30.0
3113,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000023457892,34.963718784968215,,tomato,0,1.0,15.0,82.6066017177966,77.3933982822034,,tomato_salad,2,0.5,30.0
3114,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000000221206506,34.33871878496807,,tomato,0,1.0,15.0,83.49048519427964,76.50951480572036,,tomato_salad,2,0.5,30.0
3115,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000020783409,33.71371878496793,,tomato,0,1.0,15.0,84.37436867076269,75.62563132923731,,tomato_salad,2,0.5,30.0
3116,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000019446168,33.08871878496779,,tomato,0,1.0,15.0,85.25825214724574,74.74174785275426,,tomato_salad,2,0.5,30.0
3117,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000018108926,32.46371878496765,,tomato,0,1.0,15.0,86.14213562372879,73.85786437627121,,tomato_salad,2,0.5,30.0
3118,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.00000016771685,31.838718784967504,,tomato,0,1.0,15.0,87.02601910021184,72.97398089978816,,tomato_salad,2,0.5,30.0
3119,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,40.000000154344434,31.213718784967362,,tomato,0,1.0,15.0,88.0,72.0,,tomato_salad,2,0.5,30.0
3120,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000014097202,30.58871878496722,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3121,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000127599606,29.963718784967078,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3122,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000011422719,29.338718784966936,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3123,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000010085478,28.713718784966794,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3124,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000008748236,28.08871878496665,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3125,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000007410995,27.46371878496651,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3126,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000060737534,26.838718784966368,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3127,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000004736512,26.213718784966225,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3128,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.000000033992706,25.588718784966083,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3129,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000002062014,24.96371878496594,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3130,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.00000000724737,24.3387187849658,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3131,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,tomato,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3132,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.0,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3133,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.041666666666666664,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3134,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.08333333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3135,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.125,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3136,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.16666666666666666,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3137,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.20833333333333331,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3138,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.24999999999999997,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3139,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.29166666666666663,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3140,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.3333333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,72.0,,,3,0.5,30.0
3141,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.375,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,70.74999999999972,,,3,0.5,30.0
3142,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.4166666666666667,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,69.49999999999943,,,3,0.5,30.0
3143,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.45833333333333337,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,68.24999999999915,,,3,0.5,30.0
3144,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.5,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,66.99999999999886,,,3,0.5,30.0
3145,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.5416666666666666,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,65.74999999999858,,,3,0.5,30.0
3146,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.5833333333333333,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,64.4999999999983,,,3,0.5,30.0
3147,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.6249999999999999,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,63.24999999999801,,,3,0.5,30.0
3148,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.6666666666666665,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,61.999999999997726,,,3,0.5,30.0
3149,0,1,,0,2,,0,3,,1,0,None_cut,3.4166666666666736,3,2,0,tomato,0.7083333333333331,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,40.0,24.0,,,0,1.0,15.0,88.0,60.74999999999744,,,3,0.5,30.0
