tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,563cf2b8cd856e2a_score,player_a445317c_x,player_a445317c_y,player_a445317c_move_target,player_a445317c_item,player_a445317c_score,player_a445317c_cut_speed,player_a445317c_speed,player_920e62ba_x,player_920e62ba_y,player_920e62ba_move_target,player_920e62ba_item,player_920e62ba_score,player_920e62ba_cut_speed,player_920e62ba_speed
2630,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,tomato,1,0.2,30.0
2631,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2632,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2633,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2634,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2635,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2636,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2637,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2638,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2639,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2640,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2641,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2642,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2643,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2644,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2645,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2646,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2647,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2648,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2649,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2650,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2651,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2652,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2653,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2654,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2655,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2656,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2657,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2658,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2659,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2660,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2661,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2662,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2663,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2664,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2665,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2666,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2667,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2668,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2669,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2670,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2671,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2672,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2673,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2674,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2675,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2676,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2677,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2678,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2679,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2680,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2681,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2682,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2683,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2684,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2685,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2686,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2687,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2688,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2689,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2690,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2691,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2692,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2693,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2694,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2695,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2696,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,56.0,40.0,,,1,0.2,30.0
2697,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,57.250000000000284,40.0,,,1,0.2,30.0
2698,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,58.50000000000057,40.0,,,1,0.2,30.0
2699,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,59.75000000000085,40.0,,,1,0.2,30.0
2700,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,61.00000000000114,40.0,,,1,0.2,30.0
2701,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,62.25000000000142,40.0,,,1,0.2,30.0
2702,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,63.500000000001705,40.0,,,1,0.2,30.0
2703,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,64.75000000000199,40.0,,,1,0.2,30.0
2704,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,66.00000000000227,40.0,,,1,0.2,30.0
2705,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,1,1.0,12.0,67.25000000000256,40.0,,,1,0.2,30.0
2706,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,55.499999999999744,,,1,1.0,12.0,68.50000000000284,40.0,,,1,0.2,30.0
2707,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,54.99999999999949,,,1,1.0,12.0,69.75000000000313,40.0,,,1,0.2,30.0
2708,0,1,,0,2,tomato,2.291666666666667,2,0,3,None_cut,3.899999999999989,3,2,2,tomato,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,54.49999999999923,,,1,1.0,12.0,71.00000000000341,40.0,,,1,0.2,30.0
