tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aa7ec8c3b9989f1a_score,player_013421bd_x,player_013421bd_y,player_013421bd_move_target,player_013421bd_item,player_013421bd_score,player_013421bd_cut_speed,player_013421bd_speed,player_0080210c_x,player_0080210c_y,player_0080210c_move_target,player_0080210c_item,player_0080210c_score,player_0080210c_cut_speed,player_0080210c_speed
2554,0,1,,0,2,tomato_cut,3.791666666666656,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.00000000000091,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2555,0,1,,0,2,tomato_cut,3.799999999999989,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.50000000000136,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2556,0,1,,0,2,tomato_cut,3.8083333333333225,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.00000000000182,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2557,0,1,,0,2,tomato_cut,3.8166666666666558,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.50000000000227,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2558,0,1,,0,2,tomato_cut,3.824999999999989,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.00000000000273,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2559,0,1,,0,2,tomato_cut,3.8333333333333224,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.50000000000318,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2560,0,1,,0,2,tomato_cut,3.8416666666666557,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.00000000000364,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2561,0,1,,0,2,tomato_cut,3.849999999999989,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.50000000000409,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2562,0,1,,0,2,tomato_cut,3.8583333333333223,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.00000000000455,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2563,0,1,,0,2,tomato_cut,3.8666666666666556,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.500000000005,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2564,0,1,,0,2,tomato_cut,3.874999999999989,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.00000000000546,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2565,0,1,,0,2,tomato_cut,3.883333333333322,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.50000000000591,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2566,0,1,,0,2,tomato_cut,3.8916666666666555,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.00000000000637,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2567,0,1,,0,2,tomato_cut,3.899999999999989,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.50000000000682,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2568,0,1,,0,2,tomato_cut,3.908333333333322,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.00000000000728,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2569,0,1,,0,2,tomato_cut,3.9166666666666554,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.50000000000773,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2570,0,1,,0,2,tomato_cut,3.9249999999999887,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.00000000000819,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2571,0,1,,0,2,tomato_cut,3.933333333333322,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.50000000000864,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2572,0,1,,0,2,tomato_cut,3.9416666666666553,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.0000000000091,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2573,0,1,,0,2,tomato_cut,3.9499999999999886,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.50000000000955,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2574,0,1,,0,2,tomato_cut,3.958333333333322,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.00000000001,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2575,0,1,,0,2,tomato_cut,3.9666666666666552,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.50000000001046,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2576,0,1,,0,2,tomato_cut,3.9749999999999885,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.00000000001091,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2577,0,1,,0,2,tomato_cut,3.983333333333322,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.50000000001137,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2578,0,1,,0,2,tomato_cut,3.991666666666655,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.00000000001182,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2579,0,1,,0,2,tomato_cut,3.9999999999999885,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.50000000001228,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2580,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.00000000001273,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2581,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.50000000001319,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2582,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.00000000001364,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2583,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.5000000000141,24.0,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2584,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.05628156960569,24.137048156007157,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2585,0,1,,0,2,tomato_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.70059328650649,24.488453684230638,,tomato,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
2586,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.34490500340729,24.83985921245412,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2587,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.9892167203081,25.1912647406776,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2588,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.6335284372089,25.54267026890108,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2589,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.2778401541097,25.89407579712456,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2590,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.9221518710105,26.24548132534804,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2591,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.5664635879113,26.596886853571522,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2592,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.2107753048121,26.948292381795003,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2593,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.8550870217129,27.299697910018484,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2594,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.4993987386137,27.651103438241964,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2595,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.14371045551451,28.002508966465445,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2596,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.78802217241531,28.353914494688926,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2597,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.43233388931611,28.705320022912407,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2598,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.07664560621691,29.056725551135887,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2599,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.72095732311772,29.408131079359368,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2600,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.36526904001852,29.75953660758285,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2601,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.00958075691932,30.11094213580633,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2602,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.65389247382012,30.46234766402981,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2603,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.29820419072092,30.81375319225329,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2604,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.94251590762173,31.16515872047677,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2605,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.58682762452253,31.516564248700252,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2606,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.23113934142333,31.867969776923733,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2607,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.87545105832413,32.21937530514744,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2608,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.51976277522493,32.57078083337127,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2609,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.164074492125735,32.92218636159511,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2610,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.80838620902654,33.273591889818945,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2611,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.45269792592734,33.62499741804278,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2612,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.09700964282814,33.97640294626662,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2613,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.74132135972894,34.32780847449045,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2614,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.385633076629745,34.67921400271429,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2615,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.02994479353055,35.030619530938125,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2616,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.67425651043135,35.38202505916196,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2617,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.31856822733215,35.7334305873858,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2618,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.96287994423295,36.08483611560963,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2619,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.607191661133754,36.43624164383347,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2620,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.251503378034556,36.787647172057305,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2621,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.89581509493536,37.13905270028114,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2622,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.54012681183616,37.49045822850498,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2623,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.18443852873696,37.84186375672881,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2624,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.828750245637764,38.19326928495265,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2625,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.473061962538566,38.544674813176485,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2626,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.11737367943937,38.89608034140032,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2627,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.76168539634017,39.24748586962416,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2628,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.40599711324097,39.59889139784799,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2629,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,tomato,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2630,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,plate,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2631,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,plate,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
2632,0,1,,0,2,None_cut,4.0,3,0,3,,0,0,2,2,tomato,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,40.0,,plate,1,1.0,12.0,24.0,40.0,,tomato_cut,0,0.2,30.0
