tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,bd7ac3ca74fe7032_score,player_393de853_x,player_393de853_y,player_393de853_move_target,player_393de853_item,player_393de853_score,player_393de853_cut_speed,player_393de853_speed,player_9899ed1c_x,player_9899ed1c_y,player_9899ed1c_move_target,player_9899ed1c_item,player_9899ed1c_score,player_9899ed1c_cut_speed,player_9899ed1c_speed,604738e3809fd2e8_score,479a106660377f3b_message,84aa00a26a437f00_score
6416,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6417,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6418,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6419,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6420,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6421,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6422,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6423,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6424,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6425,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6426,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6427,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6428,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6429,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6430,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6431,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6432,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6433,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6434,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6435,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6436,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6437,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6438,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6439,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6440,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6441,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6442,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6443,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6444,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6445,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6446,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6447,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6448,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6449,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6450,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6451,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6452,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6453,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6454,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6455,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6456,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6457,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6458,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6459,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6460,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6461,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6462,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6463,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6464,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6465,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6466,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6467,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6468,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6469,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6470,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6471,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6472,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6473,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6474,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6475,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6476,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6477,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6478,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6479,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6480,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6481,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6482,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6483,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
6484,test,True,0,1,,0,0,0,2,None_cut,3.8749999999999947,3,1,0,,0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,24.0,40.0,,tomato_cut,1,1.0,30.0,,,2.0
