tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,71337cd02ebb4bc9_score,player_3571721d_x,player_3571721d_y,player_3571721d_move_target,player_3571721d_item,player_3571721d_score,player_3571721d_cut_speed,player_3571721d_speed,player_8fd3d7f5_x,player_8fd3d7f5_y,player_8fd3d7f5_move_target,player_8fd3d7f5_item,player_8fd3d7f5_score,player_8fd3d7f5_cut_speed,player_8fd3d7f5_speed
1908,0,1,,0,2,tomato_cut,3.241666666666658,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.4993987386137,68.34889656175434,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1909,0,1,,0,2,tomato_cut,3.249999999999991,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.14371045551451,67.99749103353051,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1910,0,1,,0,2,tomato_cut,3.2583333333333244,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.78802217241531,67.64608550530667,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1911,0,1,,0,2,tomato_cut,3.2666666666666577,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.43233388931611,67.29467997708284,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1912,0,1,,0,2,tomato_cut,3.274999999999991,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.07664560621691,66.943274448859,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1913,0,1,,0,2,tomato_cut,3.2833333333333243,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.72095732311772,66.59186892063516,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1914,0,1,,0,2,tomato_cut,3.2916666666666576,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.36526904001852,66.24046339241133,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1915,0,1,,0,2,tomato_cut,3.299999999999991,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.00958075691932,65.88905786418749,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1916,0,1,,0,2,tomato_cut,3.3083333333333242,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.65389247382012,65.53765233596366,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1917,0,1,,0,2,tomato_cut,3.3166666666666575,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.29820419072092,65.18624680773982,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1918,0,1,,0,2,tomato_cut,3.324999999999991,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.94251590762173,64.83484127951598,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1919,0,1,,0,2,tomato_cut,3.333333333333324,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.58682762452253,64.48343575129215,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1920,0,1,,0,2,tomato_cut,3.3416666666666575,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.23113934142333,64.13203022306831,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1921,0,1,,0,2,tomato_cut,3.3499999999999908,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.87545105832413,63.780624694844924,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1922,0,1,,0,2,tomato_cut,3.358333333333324,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.51976277522493,63.4292191666218,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1923,0,1,,0,2,tomato_cut,3.3666666666666574,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,63.164074492125735,63.07781363839867,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1924,0,1,,0,2,tomato_cut,3.3749999999999907,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.80838620902654,62.72640811017555,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1925,0,1,,0,2,tomato_cut,3.383333333333324,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.45269792592734,62.37500258195242,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1926,0,1,,0,2,tomato_cut,3.3916666666666573,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,62.09700964282814,62.023597053729254,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1927,0,1,,0,2,tomato_cut,3.3999999999999906,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.74132135972894,61.67219152550566,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1928,0,1,,0,2,tomato_cut,3.408333333333324,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.385633076629745,61.32078599728207,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1929,0,1,,0,2,tomato_cut,3.416666666666657,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,61.02994479353055,60.969380469058486,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1930,0,1,,0,2,tomato_cut,3.4249999999999905,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.67425651043135,60.61797494083489,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1931,0,1,,0,2,tomato_cut,3.433333333333324,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,60.31856822733215,60.266569412611304,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1932,0,1,,0,2,tomato_cut,3.441666666666657,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.96287994423295,59.91516388438771,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1933,0,1,,0,2,tomato_cut,3.4499999999999904,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.607191661133754,59.56375835616412,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1934,0,1,,0,2,tomato_cut,3.4583333333333237,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,59.251503378034556,59.212352827940535,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1935,0,1,,0,2,tomato_cut,3.466666666666657,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.89581509493536,58.86094729971694,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1936,0,1,,0,2,tomato_cut,3.4749999999999903,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.54012681183616,58.50954177149335,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1937,0,1,,0,2,tomato_cut,3.4833333333333236,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,58.18443852873696,58.15813624326976,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1938,0,1,,0,2,tomato_cut,3.491666666666657,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.828750245637764,57.80673071504617,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1939,0,1,,0,2,tomato_cut,3.4999999999999902,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.473061962538566,57.455325186822584,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1940,0,1,,0,2,tomato_cut,3.5083333333333235,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,57.11737367943937,57.10391965859899,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1941,0,1,,0,2,tomato_cut,3.516666666666657,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.76168539634017,56.7525141303754,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1942,0,1,,0,2,tomato_cut,3.52499999999999,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.40599711324097,56.40110860215181,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1943,0,1,,0,2,tomato_cut,3.5333333333333234,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1944,0,1,,0,2,tomato_cut,3.5416666666666567,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1945,0,1,,0,2,tomato_cut,3.54999999999999,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1946,0,1,,0,2,tomato_cut,3.5583333333333234,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1947,0,1,,0,2,tomato_cut,3.5666666666666567,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1948,0,1,,0,2,tomato_cut,3.57499999999999,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1949,0,1,,0,2,tomato_cut,3.5833333333333233,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1950,0,1,,0,2,tomato_cut,3.5916666666666566,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1951,0,1,,0,2,tomato_cut,3.59999999999999,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1952,0,1,,0,2,tomato_cut,3.608333333333323,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1953,0,1,,0,2,tomato_cut,3.6166666666666565,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1954,0,1,,0,2,tomato_cut,3.62499999999999,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1955,0,1,,0,2,tomato_cut,3.633333333333323,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1956,0,1,,0,2,tomato_cut,3.6416666666666564,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1957,0,1,,0,2,tomato_cut,3.6499999999999897,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1958,0,1,,0,2,tomato_cut,3.658333333333323,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1959,0,1,,0,2,tomato_cut,3.6666666666666563,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1960,0,1,,0,2,tomato_cut,3.6749999999999896,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1961,0,1,,0,2,tomato_cut,3.683333333333323,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1962,0,1,,0,2,tomato_cut,3.691666666666656,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1963,0,1,,0,2,tomato_cut,3.6999999999999895,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1964,0,1,,0,2,tomato_cut,3.708333333333323,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1965,0,1,,0,2,tomato_cut,3.716666666666656,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1966,0,1,,0,2,tomato_cut,3.7249999999999894,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1967,0,1,,0,2,tomato_cut,3.7333333333333227,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1968,0,1,,0,2,tomato_cut,3.741666666666656,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1969,0,1,,0,2,tomato_cut,3.7499999999999893,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1970,0,1,,0,2,tomato_cut,3.7583333333333226,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1971,0,1,,0,2,tomato_cut,3.766666666666656,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1972,0,1,,0,2,tomato_cut,3.7749999999999893,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1973,0,1,,0,2,tomato_cut,3.7833333333333226,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1974,0,1,,0,2,tomato_cut,3.791666666666656,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1975,0,1,,0,2,tomato_cut,3.799999999999989,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1976,0,1,,0,2,tomato_cut,3.8083333333333225,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1977,0,1,,0,2,tomato_cut,3.8166666666666558,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1978,0,1,,0,2,tomato_cut,3.824999999999989,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1979,0,1,,0,2,tomato_cut,3.8333333333333224,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1980,0,1,,0,2,tomato_cut,3.8416666666666557,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1981,0,1,,0,2,tomato_cut,3.849999999999989,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1982,0,1,,0,2,tomato_cut,3.8583333333333223,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1983,0,1,,0,2,tomato_cut,3.8666666666666556,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
1984,0,1,,0,2,tomato_cut,3.874999999999989,3,0,3,None_cut,3.224999999999991,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,56.0,56.0,,tomato_salad,1,1.0,12.0,24.0,40.0,,,0,0.2,30.0
