tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,099fb98f5076077b_score,player_0d8e0d18_x,player_0d8e0d18_y,player_0d8e0d18_move_target,player_0d8e0d18_item,player_0d8e0d18_score,player_0d8e0d18_cut_speed,player_0d8e0d18_speed,player_ff63bfac_x,player_ff63bfac_y,player_ff63bfac_move_target,player_ff63bfac_item,player_ff63bfac_score,player_ff63bfac_cut_speed,player_ff63bfac_speed
2286,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,44.5000000000023,,tomato_cut,0,1.0,12.0,71.999441312804,43.723974067323475,,,1,0.2,30.0
2287,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.00000000000256,,tomato_cut,0,1.0,12.0,71.99962884337604,42.473974081390516,,,1,0.2,30.0
2288,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,45.500000000002814,,tomato_cut,0,1.0,12.0,71.9998163739481,41.22397409545756,,,1,0.2,30.0
2289,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.00000000000307,,tomato_cut,0,1.0,12.0,71.99997056364052,39.97397410699286,,,1,0.2,30.0
2290,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,46.500000000003325,,tomato_cut,0,1.0,12.0,71.99997286710354,38.72397410699471,,,1,0.2,30.0
2291,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.00000000000358,,tomato_cut,0,1.0,12.0,71.99997517056656,37.47397410699656,,,1,0.2,30.0
2292,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,47.50000000000384,,tomato_cut,0,1.0,12.0,71.9999774740291,36.223974106998405,,,1,0.2,30.0
2293,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.00000000000409,,tomato_cut,0,1.0,12.0,71.9999797774914,34.97397410700025,,,1,0.2,30.0
2294,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,48.50000000000435,,tomato_cut,0,1.0,12.0,71.99998208095371,33.7239741070021,,,1,0.2,30.0
2295,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.000000000004604,,tomato_cut,0,1.0,12.0,71.99998438441602,32.47397410700395,,,1,0.2,30.0
2296,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,49.50000000000486,,tomato_cut,0,1.0,12.0,71.99998668787833,31.22397410700602,,,1,0.2,30.0
2297,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.000000000005116,,tomato_cut,0,1.0,12.0,71.99998899134064,29.97397410700822,,,1,0.2,30.0
2298,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,50.50000000000537,,tomato_cut,0,1.0,12.0,71.99999129480295,28.723974107010424,,,1,0.2,30.0
2299,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.00000000000563,,tomato_cut,0,1.0,12.0,71.99999359826526,27.473974107012626,,,1,0.2,30.0
2300,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,51.50000000000588,,tomato_cut,0,1.0,12.0,71.99999590172757,26.22397410701483,,,1,0.2,30.0
2301,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.00000000000614,,tomato_cut,0,1.0,12.0,71.99999820518988,24.973974107017032,,,1,0.2,30.0
2302,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,52.500000000006395,,tomato_cut,0,1.0,12.0,72.0,24.0,,,1,0.2,30.0
2303,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.00000000000665,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2304,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,53.50000000000691,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2305,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.00000000000716,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2306,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,54.50000000000742,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2307,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.000000000007674,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2308,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,55.50000000000793,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2309,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,tomato_cut,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2310,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2311,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2312,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2313,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2314,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2315,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2316,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2317,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2318,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2319,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2320,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2321,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2322,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2323,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2324,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2325,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2326,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2327,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2328,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2329,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2330,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2331,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2332,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2333,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2334,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2335,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2336,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,72.0,24.0,,tomato,1,0.2,30.0
2337,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,71.11611652351695,24.88388347648305,,tomato,1,0.2,30.0
2338,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,70.2322330470339,25.7677669529661,,tomato,1,0.2,30.0
2339,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,69.34834957055085,26.65165042944915,,tomato,1,0.2,30.0
2340,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,68.4644660940678,27.535533905932198,,tomato,1,0.2,30.0
2341,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,67.58058261758475,28.419417382415247,,tomato,1,0.2,30.0
2342,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,66.6966991411017,29.303300858898297,,tomato,1,0.2,30.0
2343,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,65.81281566461865,30.187184335381346,,tomato,1,0.2,30.0
2344,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,64.9289321881356,31.071067811864395,,tomato,1,0.2,30.0
2345,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,64.04504871165256,31.954951288347445,,tomato,1,0.2,30.0
2346,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,63.161165235169506,32.838834764830494,,tomato,1,0.2,30.0
2347,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,62.277281758686456,33.722718241313544,,tomato,1,0.2,30.0
2348,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,61.39339828220341,34.60660171779659,,tomato,1,0.2,30.0
2349,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,60.50951480572036,35.49048519427964,,tomato,1,0.2,30.0
2350,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,59.62563132923731,36.37436867076269,,tomato,1,0.2,30.0
2351,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,58.74174785275426,37.25825214724574,,tomato,1,0.2,30.0
2352,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,57.85786437627121,38.14213562372879,,tomato,1,0.2,30.0
2353,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.97398089978816,39.02601910021184,,tomato,1,0.2,30.0
2354,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.19434681531624,39.95382555869017,,tomato,1,0.2,30.0
2355,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.179208272259245,41.203733885133886,,tomato,1,0.2,30.0
2356,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.164069729202254,42.4536422115776,,tomato,1,0.2,30.0
2357,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.14893118614526,43.70355053802132,,tomato,1,0.2,30.0
2358,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,3.1749999999999914,3,2,2,tomato_salad,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,56.0,,,0,1.0,12.0,56.13379264308827,44.953458864465034,,tomato,1,0.2,30.0
