tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8f586923ca4798a7_score,player_a757b7ac_x,player_a757b7ac_y,player_a757b7ac_move_target,player_a757b7ac_item,player_a757b7ac_score,player_a757b7ac_cut_speed,player_a757b7ac_speed,player_d5e721dc_x,player_d5e721dc_y,player_d5e721dc_move_target,player_d5e721dc_item,player_d5e721dc_score,player_d5e721dc_cut_speed,player_d5e721dc_speed,2cfbfaee13303373_score,87adac642bb9d461_message,83d1c72ed97f54f3_score
4043,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,41.011608828443016,134.97618981723758,,tomato,0,1.0,30.0,,,0.0
4044,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,40.13191540624093,135.74200375921112,,tomato,0,1.0,30.0,,,0.0
4045,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,39.2372863745851,134.86899809157694,,tomato,0,1.0,30.0,,,0.0
4046,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,38.34265734292928,133.99599242394314,,tomato,0,1.0,30.0,,,0.0
4047,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,37.448028311273454,133.1229867563102,,tomato,0,1.0,30.0,,,0.0
4048,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,36.55339927961763,132.24998108867726,,tomato,0,1.0,30.0,,,0.0
4049,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,35.658770247961805,131.3769754210443,,tomato,0,1.0,30.0,,,0.0
4050,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,34.76414121630598,130.50396975341138,,tomato,0,1.0,30.0,,,0.0
4051,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,33.869512184650155,129.63096408577843,,tomato,0,1.0,30.0,,,0.0
4052,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,32.97488315299433,128.75795841814548,,tomato,0,1.0,30.0,,,0.0
4053,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,32.080254121338506,127.88495275051258,,tomato,0,1.0,30.0,,,0.0
4054,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,31.185625089683008,127.01194708287983,,tomato,0,1.0,30.0,,,0.0
4055,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,30.290996058027535,126.13894141524707,,tomato,0,1.0,30.0,,,0.0
4056,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,29.39636702637187,125.26593574761432,,tomato,0,1.0,30.0,,,0.0
4057,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,28.501737994716205,124.39293007998157,,tomato,0,1.0,30.0,,,0.0
4058,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,27.60710896306054,123.51992441234881,,tomato,0,1.0,30.0,,,0.0
4059,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,26.712479931404875,122.64691874471606,,tomato,0,1.0,30.0,,,0.0
4060,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,25.81785089974921,121.77391307708331,,tomato,0,1.0,30.0,,,0.0
4061,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.923221868093545,120.90090740945055,,tomato,0,1.0,30.0,,,0.0
4062,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.195660283165008,119.95629067228137,,tomato,0,1.0,30.0,,,0.0
4063,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.18033360270476,118.7063846386674,,tomato,0,1.0,30.0,,,0.0
4064,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.165006922244512,117.45647860505343,,tomato,0,1.0,30.0,,,0.0
4065,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.149680241784264,116.20657257143947,,tomato,0,1.0,30.0,,,0.0
4066,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.134353561324016,114.9566665378255,,tomato,0,1.0,30.0,,,0.0
4067,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.119026880863757,113.70676050421153,,tomato,0,1.0,30.0,,,0.0
4068,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.10370020040334,112.45685447059756,,tomato,0,1.0,30.0,,,0.0
4069,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.08837351994292,111.2069484369836,,tomato,0,1.0,30.0,,,0.0
4070,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.0730468394825,109.95704240336963,,tomato,0,1.0,30.0,,,0.0
4071,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.057720159022082,108.70713636975566,,tomato,0,1.0,30.0,,,0.0
4072,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.042393478561664,107.45723033614169,,tomato,0,1.0,30.0,,,0.0
4073,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.027066798101245,106.20732430252772,,tomato,0,1.0,30.0,,,0.0
4074,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.011740117640826,104.95741826891376,,tomato,0,1.0,30.0,,,0.0
4075,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00231887358856,103.70747559372136,,tomato,0,1.0,30.0,,,0.0
4076,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.002134337764428,102.45747560734218,,tomato,0,1.0,30.0,,,0.0
4077,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.001949801940295,101.207475620963,,tomato,0,1.0,30.0,,,0.0
4078,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.001765266116163,99.95747563458382,,tomato,0,1.0,30.0,,,0.0
4079,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00158073029203,98.70747564820464,,tomato,0,1.0,30.0,,,0.0
4080,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.001396194467898,97.45747566182546,,tomato,0,1.0,30.0,,,0.0
4081,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.001211658643765,96.20747567544628,,tomato,0,1.0,30.0,,,0.0
4082,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.001027122819632,94.9574756890671,,tomato,0,1.0,30.0,,,0.0
4083,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.0008425869955,93.70747570268792,,tomato,0,1.0,30.0,,,0.0
4084,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000658051171367,92.45747571630874,,tomato,0,1.0,30.0,,,0.0
4085,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000473515347235,91.20747572992956,,tomato,0,1.0,30.0,,,0.0
4086,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00028897952307,89.95747574355038,,tomato,0,1.0,30.0,,,0.0
4087,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00010444369876,88.7074757571712,,tomato,0,1.0,30.0,,,0.0
4088,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000027473221117,87.45747576275724,,tomato,0,1.0,30.0,,,0.0
4089,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000025251543697,86.2074757627598,,tomato,0,1.0,30.0,,,0.0
4090,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000023029866277,84.95747576276236,,tomato,0,1.0,30.0,,,0.0
4091,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000020808188857,83.70747576276491,,tomato,0,1.0,30.0,,,0.0
4092,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000018586511437,82.45747576276747,,tomato,0,1.0,30.0,,,0.0
4093,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000016364834018,81.20747576277003,,tomato,0,1.0,30.0,,,0.0
4094,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00001414315651,79.95747576277259,,tomato,0,1.0,30.0,,,0.0
4095,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00001192147891,78.70747576277515,,tomato,0,1.0,30.0,,,0.0
4096,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000009699801314,77.4574757627777,,tomato,0,1.0,30.0,,,0.0
4097,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000007478123717,76.20747576278026,,tomato,0,1.0,30.0,,,0.0
4098,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.00000525644612,74.95747576278282,,tomato,0,1.0,30.0,,,0.0
4099,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000003034768522,73.70747576278538,,tomato,0,1.0,30.0,,,0.0
4100,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000000813090924,72.45747576278794,,tomato,0,1.0,30.0,,,0.0
4101,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,30.0,24.000000325408248,71.20747576278825,,tomato,0,1.0,30.0,,,0.0
4102,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.88388347648305,55.11611652351695,,,0,1.0,30.0,24.000000298660932,69.95747576278796,,tomato,0,1.0,30.0,,,0.0
4103,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.7677669529661,54.2322330470339,,,0,1.0,30.0,24.000000271913617,68.70747576278768,,tomato,0,1.0,30.0,,,0.0
4104,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.65165042944915,53.34834957055085,,,0,1.0,30.0,24.0000002451663,67.4574757627874,,tomato,0,1.0,30.0,,,0.0
4105,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.5355339059322,52.4644660940678,,,0,1.0,30.0,24.000000218418986,66.20747576278711,,tomato,0,1.0,30.0,,,0.0
4106,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.41941738241525,51.58058261758475,,,0,1.0,30.0,24.00000019167167,64.95747576278683,,tomato,0,1.0,30.0,,,0.0
4107,test,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.5416666666666625,3,2,2,tomato_cut,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.3033008588983,50.6966991411017,,,0,1.0,30.0,24.000000164924355,63.707475762786544,,tomato,0,1.0,30.0,,,0.0
