tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,b1e5276f7954aa4f_score,player_eee64a55_x,player_eee64a55_y,player_eee64a55_move_target,player_eee64a55_item,player_eee64a55_score,player_eee64a55_cut_speed,player_eee64a55_speed,player_ded46ca7_x,player_ded46ca7_y,player_ded46ca7_move_target,player_ded46ca7_item,player_ded46ca7_score,player_ded46ca7_cut_speed,player_ded46ca7_speed,b2fb363a7a6f56cf_score,99cdfdcb30faa2c0_message,763bc06edebf8b31_score
4555,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,69.00000000000796,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4556,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.25000000000824,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4557,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.50000000000853,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4558,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.75000000000881,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4559,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,74.0000000000091,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4560,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,75.25000000000938,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4561,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,76.50000000000966,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4562,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,77.75000000000995,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4563,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,79.00000000001023,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4564,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,80.25000000001052,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4565,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,81.5000000000108,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4566,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,82.75000000001108,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4567,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,84.00000000001137,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4568,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,85.25000000001165,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4569,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,86.50000000001194,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4570,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,87.75000000001222,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4571,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.0,,tomato_cut,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4572,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4573,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4574,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4575,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,86.74999999999972,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4576,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,85.49999999999943,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4577,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,84.24999999999915,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4578,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,82.99999999999886,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4579,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,81.74999999999858,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4580,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,80.4999999999983,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4581,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,79.24999999999801,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4582,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,77.99999999999773,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4583,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,76.74999999999744,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4584,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,75.49999999999716,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4585,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,74.24999999999687,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4586,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.99999999999659,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4587,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.7499999999963,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4588,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.49999999999602,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4589,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,69.24999999999574,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4590,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,67.99999999999545,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4591,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,66.74999999999517,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4592,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,65.49999999999488,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4593,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,64.2499999999946,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4594,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,62.999999999994316,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4595,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.74999999999403,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4596,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,60.49999999999375,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4597,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,59.24999999999346,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4598,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.99999999999318,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4599,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.749999999992895,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4600,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,tomato,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4601,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4602,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4603,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4604,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.0,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4605,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,54.749999999999716,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4606,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,53.49999999999943,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4607,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,52.24999999999915,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4608,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,50.99999999999886,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4609,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,49.74999999999858,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4610,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,48.499999999998295,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4611,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,47.24999999999801,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4612,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,45.999999999997726,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4613,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,44.74999999999744,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4614,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,43.49999999999716,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4615,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,42.249999999996874,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
4616,test,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,None_cut,3.666666666666662,3,2,2,tomato_cut,2,3,,2,4,tomato,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.99999999999659,,tomato,0,1.0,30.0,136.0,24.0,,plate,0,1.0,30.0,,,0.0
