tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,16437be60400a92b_score,player_1ab11cda_x,player_1ab11cda_y,player_1ab11cda_move_target,player_1ab11cda_item,player_1ab11cda_score,player_1ab11cda_cut_speed,player_1ab11cda_speed,player_2ca0bb99_x,player_2ca0bb99_y,player_2ca0bb99_move_target,player_2ca0bb99_item,player_2ca0bb99_score,player_2ca0bb99_cut_speed,player_2ca0bb99_speed,7cec597422afc9d1_score,8e63fe384bf0b8bc_message,dc2ea2071e83a6d4_score
2661,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.0,119.5000000000108,,,1,1.0,30.0,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,,,
2662,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,24.66756619610841,120.47591077356992,,,1,1.0,30.0,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,,,
2663,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,25.545942769935266,121.36526705456868,,,1,1.0,30.0,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,,,
2664,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,26.42431934376212,122.25462333556743,,,1,1.0,30.0,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,,,
2665,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,27.302695917588977,123.14397961656618,,,1,1.0,30.0,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,,,
2666,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,28.181072491415833,124.03333589756494,,,1,1.0,30.0,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,,,
2667,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,29.05944906524269,124.9226921785637,,,1,1.0,30.0,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,,,
2668,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,29.937825639069217,125.81204845956245,,,1,1.0,30.0,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,,,
2669,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,30.816202212895718,126.7014047405612,,,1,1.0,30.0,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,,,
2670,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,31.694578786722218,127.59076102155996,,,1,1.0,30.0,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,,,
2671,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,32.57295536054872,128.4801173025587,,,1,1.0,30.0,24.0,58.75000000000426,,tomato_cut,0,1.0,30.0,,,
2672,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,33.45133193437522,129.36947358355746,,,1,1.0,30.0,24.0,60.00000000000455,,tomato_cut,0,1.0,30.0,,,
2673,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,34.32970850820172,130.25882986455622,,,1,1.0,30.0,24.0,61.25000000000483,,tomato_cut,0,1.0,30.0,,,
2674,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,35.20808508202822,131.14818614555497,,,1,1.0,30.0,24.0,62.500000000005116,,tomato_cut,0,1.0,30.0,,,
2675,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,36.08646165585472,132.03754242655373,,,1,1.0,30.0,24.0,63.7500000000054,,tomato_cut,0,1.0,30.0,,,
2676,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,36.96483822968122,132.92689870755248,,,1,1.0,30.0,24.0,65.00000000000568,,tomato_cut,0,1.0,30.0,,,
2677,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,37.84321480350772,133.81625498855124,,,1,1.0,30.0,24.0,66.25000000000597,,tomato_cut,0,1.0,30.0,,,
2678,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,38.72159137733422,134.70561126955,,,1,1.0,30.0,24.0,67.50000000000625,,tomato_cut,0,1.0,30.0,,,
2679,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,39.59996795116002,135.59496755054874,,,1,1.0,30.0,24.0,68.75000000000654,,tomato_cut,0,1.0,30.0,,,
2680,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,40.49047625129547,135.1447032311347,,,1,1.0,30.0,24.0,70.00000000000682,,tomato_cut,0,1.0,30.0,,,
2681,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,41.38481562289713,134.27140082737935,,,1,1.0,30.0,24.0,71.2500000000071,,tomato_cut,0,1.0,30.0,,,
2682,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,42.27915499449879,133.398098423624,,,1,1.0,30.0,24.0,72.0,,tomato_cut,0,1.0,30.0,,,
2683,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,43.17349436610045,132.52479601986863,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2684,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,44.06783373770211,131.65149361611327,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2685,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,44.96217310930377,130.7781912123579,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2686,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,45.85651248090568,129.90488880860255,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2687,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,46.75085185250805,129.03158640484736,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2688,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,47.64519122411042,128.15828400109314,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2689,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,48.53953059571279,127.28498159733914,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2690,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,49.43386996731516,126.4116791935852,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2691,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,50.328209338917446,125.53837678983126,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2692,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,51.2225487105194,124.66507438607732,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2693,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,52.116888082121356,123.79177198232338,,,1,1.0,30.0,24.0,72.0,,,0,1.0,30.0,,,
2694,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.01122745372331,122.91846957856944,,,1,1.0,30.0,24.0,73.25000000000028,,,0,1.0,30.0,,,
2695,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,53.905566825325266,122.0451671748155,,,1,1.0,30.0,24.0,74.50000000000057,,,0,1.0,30.0,,,
2696,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,54.79990619692722,121.17186477106156,,,1,1.0,30.0,24.0,75.75000000000085,,,0,1.0,30.0,,,
2697,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.694245568529176,120.29856236730762,,,1,1.0,30.0,24.0,77.00000000000114,,,0,1.0,30.0,,,
2698,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.81504436183171,119.0938486539269,,,1,1.0,30.0,24.0,78.25000000000142,,,0,1.0,30.0,,,
2699,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.830360349002504,117.84394248923343,,,1,1.0,30.0,24.0,79.5000000000017,,,0,1.0,30.0,,,
2700,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.8456763361733,116.59403632453996,,,1,1.0,30.0,24.0,80.75000000000199,,,0,1.0,30.0,,,
2701,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.86099232334409,115.34413015984649,,,1,1.0,30.0,24.0,82.00000000000227,,,0,1.0,30.0,,,
2702,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.87630831051489,114.09422399515302,,,1,1.0,30.0,24.0,83.25000000000256,,,0,1.0,30.0,,,
2703,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.89162429768568,112.84431783045954,,,1,1.0,30.0,24.0,84.50000000000284,,,0,1.0,30.0,,,
2704,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.906940284856475,111.59441166576607,,,1,1.0,30.0,24.0,85.75000000000313,,,0,1.0,30.0,,,
2705,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.92225627202727,110.3445055010726,,,1,1.0,30.0,24.0,87.00000000000341,,,0,1.0,30.0,,,
2706,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.93757225919806,109.09459933637913,,,1,1.0,30.0,24.0,88.2500000000037,,,0,1.0,30.0,,,
2707,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.95288824636886,107.84469317168566,,,1,1.0,30.0,24.0,89.50000000000398,,,0,1.0,30.0,,,
2708,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.96820423353965,106.59478700699219,,,1,1.0,30.0,24.0,90.75000000000426,,,0,1.0,30.0,,,
2709,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.983520220710446,105.34488084229872,,,1,1.0,30.0,24.0,92.00000000000455,,,0,1.0,30.0,,,
2710,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99762568084278,104.0949671718688,,,1,1.0,30.0,24.0,93.25000000000483,,,0,1.0,30.0,,,
2711,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.9978100800331,102.84496718546973,,,1,1.0,30.0,24.0,94.50000000000512,,,0,1.0,30.0,,,
2712,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.997994479223415,101.59496719907065,,,1,1.0,30.0,24.0,95.7500000000054,,,0,1.0,30.0,,,
2713,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99817887841373,100.34496721267158,,,1,1.0,30.0,24.0,97.00000000000568,,,0,1.0,30.0,,,
2714,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99836327760405,99.0949672262725,,,1,1.0,30.0,24.0,98.25000000000597,,,0,1.0,30.0,,,
2715,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99854767679437,97.84496723987343,,,1,1.0,30.0,24.0,99.50000000000625,,,0,1.0,30.0,,,
2716,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.998732075984684,96.59496725347435,,,1,1.0,30.0,24.0,100.75000000000654,,,0,1.0,30.0,,,
2717,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.998916475175,95.34496726707528,,,1,1.0,30.0,24.0,102.00000000000682,,,0,1.0,30.0,,,
2718,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99910087436532,94.0949672806762,,,1,1.0,30.0,24.0,103.2500000000071,,,0,1.0,30.0,,,
2719,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.999285273555635,92.84496729427713,,,1,1.0,30.0,24.0,104.50000000000739,,,0,1.0,30.0,,,
2720,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99946967274595,91.59496730787805,,,1,1.0,30.0,24.0,105.75000000000767,,,0,1.0,30.0,,,
2721,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99965407193627,90.34496732147898,,,1,1.0,30.0,24.0,107.00000000000796,,,0,1.0,30.0,,,
2722,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.999838471126544,89.0949673350799,,,1,1.0,30.0,24.0,108.25000000000824,,,0,1.0,30.0,,,
2723,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99997186012596,87.84496734487328,,,1,1.0,30.0,24.0,109.50000000000853,,,0,1.0,30.0,,,
2724,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99997408006397,86.59496734487584,,,1,1.0,30.0,24.0,110.75000000000881,,,0,1.0,30.0,,,
2725,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.99997630000198,85.3449673448784,,,1,1.0,30.0,24.0,112.0000000000091,,,0,1.0,30.0,,,
2726,train,True,0,1,,0.0,0,0,2,None_cut,4.0,3,1,0,,0,0,2,2,,2,3,,2,4,tomato_cut,2,5,tomato_cut,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,1.0,55.999978519939994,84.09496734488096,,,1,1.0,30.0,24.0,113.25000000000938,,,0,1.0,30.0,,,
