tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,80e56876183e2598_score,player_f6c916c3_x,player_f6c916c3_y,player_f6c916c3_move_target,player_f6c916c3_item,player_f6c916c3_score,player_f6c916c3_cut_speed,player_f6c916c3_speed,player_fde12707_x,player_fde12707_y,player_fde12707_move_target,player_fde12707_item,player_fde12707_score,player_fde12707_cut_speed,player_fde12707_speed
2633,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,1,1.0,12.0,88.99999999999659,24.0,,plate,4,0.2,30.0
2634,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,55.499999999999744,,,1,1.0,12.0,87.7499999999963,24.0,,plate,4,0.2,30.0
2635,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,54.99999999999949,,,1,1.0,12.0,86.49999999999602,24.0,,plate,4,0.2,30.0
2636,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,54.49999999999923,,,1,1.0,12.0,85.24999999999574,24.0,,plate,4,0.2,30.0
2637,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,53.99999999999898,,,1,1.0,12.0,83.99999999999545,24.0,,plate,4,0.2,30.0
2638,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,53.49999999999872,,,1,1.0,12.0,82.74999999999517,24.0,,plate,4,0.2,30.0
2639,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,52.999999999998465,,,1,1.0,12.0,81.49999999999488,24.0,,plate,4,0.2,30.0
2640,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,52.49999999999821,,,1,1.0,12.0,80.2499999999946,24.0,,plate,4,0.2,30.0
2641,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,51.999999999997954,,,1,1.0,12.0,78.99999999999432,24.0,,plate,4,0.2,30.0
2642,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,51.4999999999977,,,1,1.0,12.0,77.74999999999403,24.0,,plate,4,0.2,30.0
2643,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,50.99999999999744,,,1,1.0,12.0,76.49999999999375,24.0,,plate,4,0.2,30.0
2644,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,50.499999999997186,,,1,1.0,12.0,75.24999999999346,24.0,,plate,4,0.2,30.0
2645,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,49.99999999999693,,,1,1.0,12.0,73.99999999999318,24.0,,plate,4,0.2,30.0
2646,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,49.499999999996675,,,1,1.0,12.0,72.7499999999929,24.0,,plate,4,0.2,30.0
2647,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,48.99999999999642,,,1,1.0,12.0,71.70196048263347,24.49189088134284,,plate,4,0.2,30.0
2648,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,48.49999999999616,,,1,1.0,12.0,70.81260420163471,25.37026745516934,,plate,4,0.2,30.0
2649,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,47.99999999999591,,,1,1.0,12.0,69.92324792063596,26.24864402899584,,plate,4,0.2,30.0
2650,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,47.49999999999565,,,1,1.0,12.0,69.0338916396372,27.12702060282234,,plate,4,0.2,30.0
2651,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,46.999999999995396,,,1,1.0,12.0,68.14453535863845,28.00539717664884,,plate,4,0.2,30.0
2652,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,46.49999999999514,,,1,1.0,12.0,67.2551790776397,28.883773750475342,,plate,4,0.2,30.0
2653,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,45.999999999994884,,,1,1.0,12.0,66.36582279664094,29.762150324301842,,plate,4,0.2,30.0
2654,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,45.49999999999463,,,1,1.0,12.0,65.47646651564219,30.640526898128343,,plate,4,0.2,30.0
2655,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,44.99999999999437,,,1,1.0,12.0,64.58711023464343,31.518903471954843,,plate,4,0.2,30.0
2656,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,44.49999999999412,,,1,1.0,12.0,63.69775395364444,32.39728004578134,,plate,4,0.2,30.0
2657,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,43.99999999999386,,,1,1.0,12.0,62.80839767264497,33.275656619607844,,plate,4,0.2,30.0
2658,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,43.499999999993605,,,1,1.0,12.0,61.91904139164551,34.154033193434344,,plate,4,0.2,30.0
2659,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,42.99999999999335,,,1,1.0,12.0,61.02968511064632,35.032409767260845,,plate,4,0.2,30.0
2660,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,42.49999999999309,,,1,1.0,12.0,60.14032882964735,35.910786341087345,,plate,4,0.2,30.0
2661,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,41.99999999999284,,,1,1.0,12.0,59.25097254864839,36.789162914913845,,plate,4,0.2,30.0
2662,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,41.49999999999258,,,1,1.0,12.0,58.361616267649424,37.667539488740346,,plate,4,0.2,30.0
2663,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.999999999992326,,,1,1.0,12.0,57.47225998665046,38.545916062566846,,plate,4,0.2,30.0
2664,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.49999999999207,,,1,1.0,12.0,56.582903705651496,39.424292636393346,,plate,4,0.2,30.0
2665,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,plate,4,0.2,30.0
2666,0,1,,0,2,tomato,2.541666666666666,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2667,0,1,,0,2,tomato,2.5833333333333326,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2668,0,1,,0,2,tomato,2.624999999999999,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2669,0,1,,0,2,tomato,2.6666666666666656,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2670,0,1,,0,2,tomato,2.708333333333332,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2671,0,1,,0,2,tomato,2.7499999999999987,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2672,0,1,,0,2,tomato,2.791666666666665,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2673,0,1,,0,2,tomato,2.8333333333333317,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2674,0,1,,0,2,tomato,2.8749999999999982,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2675,0,1,,0,2,tomato,2.9166666666666647,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2676,0,1,,0,2,tomato,2.9583333333333313,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2677,0,1,,0,2,tomato,2.999999999999998,2,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2678,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2679,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2680,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2681,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2682,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2683,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2684,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,56.0,40.0,,,4,0.2,30.0
2685,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,57.250000000000284,40.0,,,4,0.2,30.0
2686,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,58.50000000000057,40.0,,,4,0.2,30.0
2687,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,59.75000000000085,40.0,,,4,0.2,30.0
2688,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,61.00000000000114,40.0,,,4,0.2,30.0
2689,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,62.25000000000142,40.0,,,4,0.2,30.0
2690,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,63.500000000001705,40.0,,,4,0.2,30.0
2691,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,64.75000000000199,40.0,,,4,0.2,30.0
2692,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,66.00000000000227,40.0,,,4,0.2,30.0
2693,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,67.25000000000256,40.0,,,4,0.2,30.0
2694,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,68.50000000000284,40.0,,,4,0.2,30.0
2695,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,69.75000000000313,40.0,,,4,0.2,30.0
2696,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,71.00000000000341,40.0,,,4,0.2,30.0
2697,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,72.12016826116314,39.68378443342246,,,4,0.2,30.0
2698,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,,1,1.0,12.0,73.0095245421619,38.80540785959596,,,4,0.2,30.0
2699,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,73.89888082316065,37.92703128576946,,,4,0.2,30.0
2700,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,74.7882371041594,37.04865471194296,,,4,0.2,30.0
2701,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,75.67759338515816,36.17027813811646,,,4,0.2,30.0
2702,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,76.56694966615692,35.29190156428996,,,4,0.2,30.0
2703,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,77.45630594715567,34.41352499046346,,,4,0.2,30.0
2704,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,78.34566222815442,33.53514841663696,,,4,0.2,30.0
2705,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,79.23501850915318,32.65677184281046,,,4,0.2,30.0
2706,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,80.12437479015193,31.778395268983957,,,4,0.2,30.0
2707,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,81.01373107115069,30.900018695157552,,,4,0.2,30.0
2708,0,1,,0,2,None_cut,3.749999999999995,3,0,3,tomato_cut,3.8749999999999947,3,2,2,plate,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato_cut,1,1.0,12.0,81.90308735214953,30.021642121331407,,,4,0.2,30.0
