tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,599c13b62f0ef2d5_score,player_ebeafa8a_x,player_ebeafa8a_y,player_ebeafa8a_move_target,player_ebeafa8a_item,player_ebeafa8a_score,player_ebeafa8a_cut_speed,player_ebeafa8a_speed,player_81ed746b_x,player_81ed746b_y,player_81ed746b_move_target,player_81ed746b_item,player_81ed746b_score,player_81ed746b_cut_speed,player_81ed746b_speed
2141,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2142,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2143,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2144,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2145,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2146,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2147,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2148,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,40.0,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2149,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,41.250000000000284,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2150,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,42.50000000000057,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2151,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,43.75000000000085,,tomato,0,1.0,30.0,88.0,24.0,,tomato,5,1.0,30.0
2152,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,45.00000000000114,,tomato,0,1.0,30.0,87.11611652351695,24.88388347648305,,tomato,5,1.0,30.0
2153,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,46.25000000000142,,tomato,0,1.0,30.0,86.2322330470339,25.7677669529661,,tomato,5,1.0,30.0
2154,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,47.500000000001705,,tomato,0,1.0,30.0,85.34834957055085,26.65165042944915,,tomato,5,1.0,30.0
2155,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,48.75000000000199,,tomato,0,1.0,30.0,84.4644660940678,27.535533905932198,,tomato,5,1.0,30.0
2156,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,50.000000000002274,,tomato,0,1.0,30.0,83.58058261758475,28.419417382415247,,tomato,5,1.0,30.0
2157,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,51.25000000000256,,tomato,0,1.0,30.0,82.6966991411017,29.303300858898297,,tomato,5,1.0,30.0
2158,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,52.50000000000284,,tomato,0,1.0,30.0,81.81281566461865,30.187184335381346,,tomato,5,1.0,30.0
2159,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,53.750000000003126,,tomato,0,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,5,1.0,30.0
2160,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,55.00000000000341,,tomato,0,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,5,1.0,30.0
2161,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,None_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,tomato,0,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,5,1.0,30.0
2162,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,5,1.0,30.0
2163,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,5,1.0,30.0
2164,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,5,1.0,30.0
2165,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,5,1.0,30.0
2166,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,5,1.0,30.0
2167,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,5,1.0,30.0
2168,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,5,1.0,30.0
2169,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,72.09009742330511,39.90990257669489,,tomato,5,1.0,30.0
2170,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,71.20621394682206,40.79378605317794,,tomato,5,1.0,30.0
2171,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.375,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,70.32233047033901,41.67766952966099,,tomato,5,1.0,30.0
2172,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,69.43844699385596,42.56155300614404,,tomato,5,1.0,30.0
2173,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.45833333333333337,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,68.55456351737291,43.44543648262709,,tomato,5,1.0,30.0
2174,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.5,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,67.67068004088986,44.32931995911014,,tomato,5,1.0,30.0
2175,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.5416666666666666,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,66.78679656440681,45.213203435593186,,tomato,5,1.0,30.0
2176,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.5833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,65.90291308792376,46.097086912076236,,tomato,5,1.0,30.0
2177,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.6249999999999999,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,65.01902961144071,46.980970388559285,,tomato,5,1.0,30.0
2178,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,64.13514613495767,47.864853865042335,,tomato,5,1.0,30.0
2179,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,63.251262658474616,48.748737341525384,,tomato,5,1.0,30.0
2180,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,62.367379181991566,49.632620818008434,,tomato,5,1.0,30.0
2181,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,61.48349570550852,50.51650429449148,,tomato,5,1.0,30.0
2182,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.833333333333333,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,60.59961222902547,51.40038777097453,,tomato,5,1.0,30.0
2183,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,59.71572875254242,52.28427124745758,,tomato,5,1.0,30.0
2184,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,58.83184527605937,53.16815472394063,,tomato,5,1.0,30.0
2185,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,57.94796179957632,54.05203820042368,,tomato,5,1.0,30.0
2186,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,57.06407832309327,54.93592167690673,,tomato,5,1.0,30.0
2187,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,tomato,5,1.0,30.0
2188,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.083333333333333,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2189,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.1249999999999998,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2190,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.1666666666666665,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2191,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.2083333333333333,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2192,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.25,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2193,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.2916666666666667,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2194,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.3333333333333335,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2195,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.3750000000000002,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2196,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.416666666666667,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2197,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.4583333333333337,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2198,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.5000000000000004,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2199,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.5416666666666672,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2200,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.583333333333334,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2201,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.6250000000000007,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.0,56.0,,,5,1.0,30.0
2202,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.6666666666666674,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,56.88388347648305,55.11611652351695,,,5,1.0,30.0
2203,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.7083333333333341,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,57.7677669529661,54.2322330470339,,,5,1.0,30.0
2204,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.7500000000000009,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,58.65165042944915,53.34834957055085,,,5,1.0,30.0
2205,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.7916666666666676,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,59.5355339059322,52.4644660940678,,,5,1.0,30.0
2206,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.8333333333333344,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,60.41941738241525,51.58058261758475,,,5,1.0,30.0
2207,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.875000000000001,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,61.3033008588983,50.6966991411017,,,5,1.0,30.0
2208,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.9166666666666679,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,62.187184335381346,49.812815664618654,,,5,1.0,30.0
2209,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,1.9583333333333346,1,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,63.071067811864395,48.928932188135605,,,5,1.0,30.0
2210,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.0000000000000013,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,63.954951288347445,48.045048711652555,,,5,1.0,30.0
2211,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.041666666666668,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,64.8388347648305,47.161165235169506,,,5,1.0,30.0
2212,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.0833333333333344,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,65.72271824131354,46.277281758686456,,,5,1.0,30.0
2213,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.125000000000001,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,66.6066017177966,45.39339828220341,,,5,1.0,30.0
2214,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.1666666666666674,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,67.49048519427964,44.50951480572036,,,5,1.0,30.0
2215,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.208333333333334,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,68.37436867076269,43.62563132923731,,,5,1.0,30.0
2216,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.2500000000000004,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,69.25825214724574,42.74174785275426,,,5,1.0,30.0
2217,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,tomato,2.291666666666667,2,2,2,,2,3,tomato,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,5,24.0,56.0,,,0,1.0,30.0,70.14213562372879,41.85786437627121,,,5,1.0,30.0
