tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d91e0be369a2a86d_score,player_a8323792_x,player_a8323792_y,player_a8323792_move_target,player_a8323792_item,player_a8323792_score,player_a8323792_cut_speed,player_a8323792_speed,player_13d1bcac_x,player_13d1bcac_y,player_13d1bcac_move_target,player_13d1bcac_item,player_13d1bcac_score,player_13d1bcac_cut_speed,player_13d1bcac_speed,7f9e2c13dfe25316_score,e97e966cccbbe9bc_message,0b0f37864df71a04_score
4482,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4483,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4484,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4485,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4486,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4487,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4488,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5000000000000004,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4489,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4490,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.583333333333334,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4491,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6250000000000007,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4492,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6666666666666674,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4493,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7083333333333341,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4494,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7500000000000009,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4495,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7916666666666676,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4496,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.8333333333333344,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4497,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.875000000000001,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4498,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4499,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9583333333333346,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4500,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0000000000000013,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4501,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4502,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0833333333333344,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4503,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.125000000000001,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,3,1.0,30.0,,,3.0
4504,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.1666666666666674,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,134.75000000000114,24.0,,plate,3,1.0,30.0,,,3.0
4505,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,133.50000000000227,24.0,,plate,3,1.0,30.0,,,3.0
4506,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.2500000000000004,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,132.2500000000034,24.0,,plate,3,1.0,30.0,,,3.0
4507,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.291666666666667,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,131.00000000000455,24.0,,plate,3,1.0,30.0,,,3.0
4508,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.3333333333333335,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,129.75000000000568,24.0,,plate,3,1.0,30.0,,,3.0
4509,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.375,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,128.50000000000682,24.0,,plate,3,1.0,30.0,,,3.0
4510,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4166666666666665,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,127.2500000000071,24.0,,plate,3,1.0,30.0,,,3.0
4511,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.458333333333333,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,126.00000000000682,24.0,,plate,3,1.0,30.0,,,3.0
4512,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4999999999999996,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,124.75000000000654,24.0,,plate,3,1.0,30.0,,,3.0
4513,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.541666666666666,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,123.50000000000625,24.0,,plate,3,1.0,30.0,,,3.0
4514,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.5833333333333326,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,122.25000000000597,24.0,,plate,3,1.0,30.0,,,3.0
4515,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.624999999999999,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,121.00000000000568,24.0,,plate,3,1.0,30.0,,,3.0
4516,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.6666666666666656,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,119.8763439699661,24.30755190613945,,plate,3,1.0,30.0,,,3.0
4517,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.708333333333332,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.9873267412821,25.186271637966456,,plate,3,1.0,30.0,,,3.0
4518,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.7499999999999987,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.0983095125981,26.06499136979346,,plate,3,1.0,30.0,,,3.0
4519,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.791666666666665,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,3,1.0,30.0,,,3.0
4520,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8333333333333317,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,3,1.0,30.0,,,3.0
4521,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.8749999999999982,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,3,1.0,30.0,,,3.0
4522,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9166666666666647,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,3,1.0,30.0,,,3.0
4523,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.9583333333333313,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,3,1.0,30.0,,,3.0
4524,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.999999999999998,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,3,1.0,30.0,,,3.0
4525,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.0416666666666643,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,3,1.0,30.0,,,3.0
4526,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.083333333333331,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.98617168312309,33.094749224407806,,plate,3,1.0,30.0,,,3.0
4527,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.1249999999999973,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.09715445443817,33.97346895623481,,plate,3,1.0,30.0,,,3.0
4528,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.166666666666664,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,109.20813722575326,34.852188688061815,,plate,3,1.0,30.0,,,3.0
4529,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2083333333333304,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,108.31911999706834,35.73090841988882,,plate,3,1.0,30.0,,,3.0
4530,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.249999999999997,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,107.43010276838343,36.609628151715825,,plate,3,1.0,30.0,,,3.0
4531,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.2916666666666634,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,106.54108553969851,37.48834788354283,,plate,3,1.0,30.0,,,3.0
4532,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.33333333333333,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,105.6520683110136,38.367067615369834,,plate,3,1.0,30.0,,,3.0
4533,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.3749999999999964,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,104.76305108232869,39.24578734719684,,plate,3,1.0,30.0,,,3.0
4534,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.416666666666663,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,103.74411162538074,39.81349821690576,,plate,3,1.0,30.0,,,3.0
4535,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.4583333333333295,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,102.49419931818743,39.82830444284919,,plate,3,1.0,30.0,,,3.0
4536,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.499999999999996,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,101.24428701099411,39.84311066879262,,plate,3,1.0,30.0,,,3.0
4537,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.5416666666666625,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,99.9943747038008,39.85791689473605,,plate,3,1.0,30.0,,,3.0
4538,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,98.74446239660749,39.87272312067948,,plate,3,1.0,30.0,,,3.0
4539,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,97.49455008941418,39.88752934662291,,plate,3,1.0,30.0,,,3.0
4540,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.666666666666662,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,96.24463778222086,39.902335572566344,,plate,3,1.0,30.0,,,3.0
4541,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.7083333333333286,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,94.99472547502755,39.917141798509775,,plate,3,1.0,30.0,,,3.0
4542,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.749999999999995,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,93.74481316783424,39.931948024453206,,plate,3,1.0,30.0,,,3.0
4543,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.7916666666666616,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,92.49490086064093,39.94675425039664,,plate,3,1.0,30.0,,,3.0
4544,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.833333333333328,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,91.24498855344761,39.96156047634007,,plate,3,1.0,30.0,,,3.0
4545,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.8749999999999947,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,89.9950762462543,39.97636670228327,,plate,3,1.0,30.0,,,3.0
4546,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.74516393906099,39.99117292822635,,plate,3,1.0,30.0,,,3.0
4547,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,87.49520253103098,39.99778761283382,,plate,3,1.0,30.0,,,3.0
4548,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,3.9999999999999942,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.24520254377215,39.997966086391884,,plate,3,1.0,30.0,,,3.0
4549,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.99520255651332,39.99814455994995,,plate,3,1.0,30.0,,,3.0
4550,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,83.74520256925449,39.998323033508015,,plate,3,1.0,30.0,,,3.0
