tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,8f4b41276f54f3d8_score,player_ecf8e71e_x,player_ecf8e71e_y,player_ecf8e71e_move_target,player_ecf8e71e_item,player_ecf8e71e_score,player_ecf8e71e_cut_speed,player_ecf8e71e_speed,player_cde718cb_x,player_cde718cb_y,player_cde718cb_move_target,player_cde718cb_item,player_cde718cb_score,player_cde718cb_cut_speed,player_cde718cb_speed
1736,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.5833333333333326,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1737,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.624999999999999,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1738,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.6666666666666656,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1739,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.708333333333332,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1740,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.7499999999999987,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1741,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.791666666666665,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1742,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.8333333333333317,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1743,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.8749999999999982,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1744,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.9166666666666647,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1745,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.9583333333333313,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1746,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato,2.999999999999998,2,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1747,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.0416666666666643,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1748,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.083333333333331,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1749,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.1249999999999973,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1750,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.166666666666664,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1751,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.2083333333333304,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1752,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.249999999999997,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1753,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.2916666666666634,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1754,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.33333333333333,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1755,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.3749999999999964,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1756,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.416666666666663,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1757,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.4583333333333295,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1758,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.499999999999996,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1759,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.5416666666666625,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1760,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.583333333333329,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1761,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.6249999999999956,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1762,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1763,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1764,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1765,0,1,,0,2,None_cut,3.833333333333328,3,0,3,tomato_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1766,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1767,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1768,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1769,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1770,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1771,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1772,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1773,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1774,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1775,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1776,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1777,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1778,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1779,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1780,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1781,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1782,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1783,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1784,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1785,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1786,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1787,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1788,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1789,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1790,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1791,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1792,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1793,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1794,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1795,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1796,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1797,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1798,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,tomato_cut,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1799,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1800,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1801,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1802,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1803,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1804,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1805,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1806,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1807,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1808,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1809,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1810,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1811,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1812,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1813,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,40.0,,plate,0,1.0,30.0
1814,0,1,,0,2,None_cut,3.833333333333328,3,0,3,None_cut,3.666666666666662,3,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,24.0,56.0,,,0,1.0,30.0,24.0,41.250000000000284,,plate,0,1.0,30.0
