tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,9121861962135ab9_score,player_76cfa63f_x,player_76cfa63f_y,player_76cfa63f_move_target,player_76cfa63f_item,player_76cfa63f_score,player_76cfa63f_cut_speed,player_76cfa63f_speed,player_67838363_x,player_67838363_y,player_67838363_move_target,player_67838363_item,player_67838363_score,player_67838363_cut_speed,player_67838363_speed,f3fef15827a22cfa_score,eaf07cde31687ab1_message,124351e805007b79_score
3875,test,True,0,1,tomato,2.4999999999999996,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.20266296377264,24.000000280297826,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3876,test,True,0,1,tomato,2.541666666666666,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.45266296377292,24.000000252919193,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3877,test,True,0,1,tomato,2.5833333333333326,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.70266296377321,24.00000022554056,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3878,test,True,0,1,tomato,2.624999999999999,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.95266296377349,24.000000198161928,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3879,test,True,0,1,tomato,2.6666666666666656,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.20266296377355,24.000000170783295,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3880,test,True,0,1,tomato,2.708333333333332,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.4526629637724,24.00000014340478,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3881,test,True,0,1,tomato,2.7499999999999987,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.70266296377127,24.000000116026325,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3882,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.95266296377014,24.00000008864787,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3883,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.202662963769,24.000000061269414,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3884,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.45266296376786,24.00000003389096,,,0,1.0,30.0,24.0,24.0,,,1,1.0,30.0,,,1.0
3885,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.70266296376673,24.000000006512504,,,0,1.0,30.0,25.24999999999993,24.0,,,1,1.0,30.0,,,1.0
3886,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,,0,1.0,30.0,26.499999999999858,24.0,,,1,1.0,30.0,,,1.0
3887,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,27.749999999999787,24.0,,,1,1.0,30.0,,,1.0
3888,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,28.999999999999716,24.0,,,1,1.0,30.0,,,1.0
3889,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,30.249999999999645,24.0,,,1,1.0,30.0,,,1.0
3890,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,31.499999999999574,24.0,,,1,1.0,30.0,,,1.0
3891,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,32.749999999999716,24.0,,,1,1.0,30.0,,,1.0
3892,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,34.0,24.0,,,1,1.0,30.0,,,1.0
3893,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,35.250000000000284,24.0,,,1,1.0,30.0,,,1.0
3894,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,36.50000000000057,24.0,,,1,1.0,30.0,,,1.0
3895,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,37.75000000000085,24.0,,,1,1.0,30.0,,,1.0
3896,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,39.00000000000114,24.0,,,1,1.0,30.0,,,1.0
3897,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,40.25000000000142,24.0,,,1,1.0,30.0,,,1.0
3898,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,41.500000000001705,24.0,,,1,1.0,30.0,,,1.0
3899,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,42.75000000000199,24.0,,,1,1.0,30.0,,,1.0
3900,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,44.000000000002274,24.0,,,1,1.0,30.0,,,1.0
3901,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,135.11611652351553,24.88388347648305,,plate,0,1.0,30.0,45.25000000000256,24.0,,,1,1.0,30.0,,,1.0
3902,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.23223304703106,25.767766952966443,,plate,0,1.0,30.0,46.50000000000284,24.0,,,1,1.0,30.0,,,1.0
3903,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.3483495705466,26.651650429449848,,plate,0,1.0,30.0,47.750000000003126,24.0,,,1,1.0,30.0,,,1.0
3904,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.46446609406294,27.535533905933253,,plate,0,1.0,30.0,49.00000000000341,24.0,,,1,1.0,30.0,,,1.0
3905,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.5805826175798,28.419417382416658,,plate,0,1.0,30.0,50.250000000003695,24.0,,,1,1.0,30.0,,,1.0
3906,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,130.69669914109667,29.303300858900062,,plate,0,1.0,30.0,51.50000000000398,24.0,,,1,1.0,30.0,,,1.0
3907,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.81281566461354,30.187184335383467,,plate,0,1.0,30.0,52.75000000000426,24.0,,,1,1.0,30.0,,,1.0
3908,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.9289321881304,31.07106781186687,,plate,0,1.0,30.0,54.00000000000455,24.0,,,1,1.0,30.0,,,1.0
3909,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.04504871164727,31.954951288350276,,plate,0,1.0,30.0,55.25000000000483,24.0,,,1,1.0,30.0,,,1.0
3910,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.1611652351642,32.838834764833344,,plate,0,1.0,30.0,56.500000000005116,24.0,,,1,1.0,30.0,,,1.0
3911,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.27728175868116,33.72271824131639,,plate,0,1.0,30.0,57.7500000000054,24.0,,,1,1.0,30.0,,,1.0
3912,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,125.3933982821981,34.60660171779944,,plate,0,1.0,30.0,59.000000000005684,24.0,,,1,1.0,30.0,,,1.0
3913,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.50951480571506,35.4904851942827,,plate,0,1.0,30.0,60.25000000000597,24.0,,,1,1.0,30.0,,,1.0
3914,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.62563132923201,36.37436867076619,,plate,0,1.0,30.0,61.50000000000625,24.0,,,1,1.0,30.0,,,1.0
3915,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.74174785274896,37.25825214724968,,plate,0,1.0,30.0,62.75000000000654,24.0,,,1,1.0,30.0,,,1.0
3916,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.85786437626591,38.14213562373317,,plate,0,1.0,30.0,64.00000000000682,24.0,,,1,1.0,30.0,,,1.0
3917,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.97398089978286,39.02601910021666,,plate,0,1.0,30.0,65.2500000000071,24.0,,,1,1.0,30.0,,,1.0
3918,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.04617444130444,39.805653184688964,,plate,0,1.0,30.0,66.50000000000739,24.0,,,1,1.0,30.0,,,1.0
3919,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.79626611486002,39.820791727745956,,plate,0,1.0,30.0,67.75000000000767,24.0,,,1,1.0,30.0,,,1.0
3920,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.54635778841559,39.83593027080295,,plate,0,1.0,30.0,69.00000000000796,24.0,,,1,1.0,30.0,,,1.0
3921,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.29644946197116,39.85106881385981,,plate,0,1.0,30.0,70.25000000000824,24.0,,,1,1.0,30.0,,,1.0
3922,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.04654113552674,39.866207356916455,,plate,0,1.0,30.0,71.50000000000853,24.0,,,1,1.0,30.0,,,1.0
3923,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.79663280908231,39.8813458999731,,plate,0,1.0,30.0,72.47591077356765,24.66756619610841,,,1,1.0,30.0,,,1.0
3924,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.54672448263788,39.896484443029735,,plate,0,1.0,30.0,73.3652670545664,25.54594276993511,,,1,1.0,30.0,,,1.0
3925,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.29681615619346,39.91162298608638,,plate,0,1.0,30.0,74.25462333556516,26.42431934376161,,,1,1.0,30.0,,,1.0
3926,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.04690782974903,39.92676152914302,,plate,0,1.0,30.0,75.14397961656391,27.30269591758811,,,1,1.0,30.0,,,1.0
3927,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.7969995033046,39.94190007219966,,plate,0,1.0,30.0,76.03333589756267,28.18107249141461,,,1,1.0,30.0,,,1.0
3928,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.54709117686018,39.9570386152563,,plate,0,1.0,30.0,76.92269217856142,29.05944906524111,,,1,1.0,30.0,,,1.0
3929,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.29718285041575,39.972177158312945,,plate,0,1.0,30.0,77.81204845956017,29.93782563906761,,,1,1.0,30.0,,,1.0
3930,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.04727452397132,39.98731570136958,,plate,0,1.0,30.0,78.70140474055893,30.81620221289411,,,1,1.0,30.0,,,1.0
3931,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.79733686634414,39.99766893490247,,plate,0,1.0,30.0,79.59076102155768,31.694578786720612,,,1,1.0,30.0,,,1.0
3932,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,80.48011730255644,32.57295536054711,,,1,1.0,30.0,,,1.0
3933,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,81.36947358355519,33.45133193437361,,,1,1.0,30.0,,,1.0
3934,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,82.25882986455395,34.32970850820011,,,1,1.0,30.0,,,1.0
3935,test,True,0,1,tomato,2.791666666666665,2,0,2,None_cut,3.3749999999999964,3,1,0,tomato,1.2083333333333333,1,2,2,plate,2,3,plate,2,4,plate,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.54733687995359,39.997853385697375,,plate,0,1.0,30.0,83.1481861455527,35.208085082026614,,,1,1.0,30.0,,,1.0
