tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,de8f0a778ef6661f_score,player_aeeb4f2a_x,player_aeeb4f2a_y,player_aeeb4f2a_move_target,player_aeeb4f2a_item,player_aeeb4f2a_score,player_aeeb4f2a_cut_speed,player_aeeb4f2a_speed,player_b8ed15fd_x,player_b8ed15fd_y,player_b8ed15fd_move_target,player_b8ed15fd_item,player_b8ed15fd_score,player_b8ed15fd_cut_speed,player_b8ed15fd_speed,a50b30ad8040f929_score,936f89a1632727c3_message,143754ea02becc1b_score
2820,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,116.00000000000455,24.0,,plate,2,1.0,30.0,67.25000000000256,40.0,,,2,1.0,30.0,,,
2821,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,114.75000000000426,24.0,,plate,2,1.0,30.0,68.50000000000284,40.0,,,2,1.0,30.0,,,
2822,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,113.50000000000398,24.0,,plate,2,1.0,30.0,69.75000000000313,40.0,,,2,1.0,30.0,,,
2823,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,112.2500000000037,24.0,,plate,2,1.0,30.0,71.00000000000341,40.0,,,2,1.0,30.0,,,
2824,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,111.00000000000341,24.0,,plate,2,1.0,30.0,72.2500000000037,40.0,,,2,1.0,30.0,,,
2825,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,109.75000000000313,24.0,,plate,2,1.0,30.0,73.50000000000398,40.0,,,2,1.0,30.0,,,
2826,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,108.50000000000284,24.0,,plate,2,1.0,30.0,74.75000000000426,40.0,,,2,1.0,30.0,,,
2827,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,107.25000000000256,24.0,,plate,2,1.0,30.0,76.00000000000455,40.0,,,2,1.0,30.0,,,
2828,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,106.00000000000227,24.0,,plate,2,1.0,30.0,77.25000000000483,40.0,,,2,1.0,30.0,,,
2829,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,104.75000000000199,24.0,,plate,2,1.0,30.0,78.50000000000512,40.0,,,2,1.0,30.0,,,
2830,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,103.5000000000017,24.0,,plate,2,1.0,30.0,79.7500000000054,40.0,,,2,1.0,30.0,,,
2831,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,102.25000000000142,24.0,,plate,2,1.0,30.0,81.00000000000568,40.0,,,2,1.0,30.0,,,
2832,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,101.00000000000114,24.0,,plate,2,1.0,30.0,82.25000000000597,40.0,,,2,1.0,30.0,,,
2833,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,99.75000000000085,24.0,,plate,2,1.0,30.0,83.50000000000625,40.0,,,2,1.0,30.0,,,
2834,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,98.50000000000057,24.0,,plate,2,1.0,30.0,84.75000000000654,40.0,,,2,1.0,30.0,,,
2835,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,97.25000000000028,24.0,,plate,2,1.0,30.0,86.00000000000682,40.0,,,2,1.0,30.0,,,
2836,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,96.0,24.0,,plate,2,1.0,30.0,87.2500000000071,40.0,,,2,1.0,30.0,,,
2837,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,94.74999999999972,24.0,,plate,2,1.0,30.0,88.50000000000739,40.0,,,2,1.0,30.0,,,
2838,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,93.49999999999943,24.0,,plate,2,1.0,30.0,89.75000000000767,40.0,,,2,1.0,30.0,,,
2839,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,92.24999999999915,24.0,,plate,2,1.0,30.0,91.00000000000796,40.0,,,2,1.0,30.0,,,
2840,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,90.99999999999886,24.0,,plate,2,1.0,30.0,92.25000000000824,40.0,,,2,1.0,30.0,,,
2841,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,89.74999999999858,24.0,,plate,2,1.0,30.0,93.50000000000853,40.0,,,2,1.0,30.0,,,
2842,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,88.4999999999983,24.0,,plate,2,1.0,30.0,94.75000000000881,40.0,,,2,1.0,30.0,,,
2843,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,87.52408922643917,24.66756619610814,,plate,2,1.0,30.0,96.0000000000091,40.0,,,2,1.0,30.0,,,
2844,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,86.63473294544042,25.54594276993464,,plate,2,1.0,30.0,97.25000000000938,40.0,,,2,1.0,30.0,,,
2845,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,85.74537666444166,26.42431934376114,,plate,2,1.0,30.0,98.50000000000966,40.0,,,2,1.0,30.0,,,
2846,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,84.85602038344291,27.30269591758764,,plate,2,1.0,30.0,99.75000000000995,40.0,,,2,1.0,30.0,,,
2847,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,83.96666410244416,28.18107249141414,,plate,2,1.0,30.0,101.00000000001023,40.0,,,2,1.0,30.0,,,
2848,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,83.0773078214454,29.059449065240642,,plate,2,1.0,30.0,102.25000000001052,40.0,,,2,1.0,30.0,,,
2849,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,82.18795154044665,29.937825639067142,,plate,2,1.0,30.0,103.5000000000108,40.0,,,2,1.0,30.0,,,
2850,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,81.2985952594479,30.816202212893643,,plate,2,1.0,30.0,104.75000000001108,40.0,,,2,1.0,30.0,,,
2851,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,80.40923897844914,31.69457878671986,,plate,2,1.0,30.0,106.00000000001137,40.0,,,2,1.0,30.0,,,
2852,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,79.51988269744992,32.57295536054624,,plate,2,1.0,30.0,107.25000000001165,40.0,,,2,1.0,30.0,,,
2853,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,78.63052641645024,33.45133193437274,,plate,2,1.0,30.0,108.50000000001194,40.0,,,2,1.0,30.0,,,
2854,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,77.74117013545055,34.32970850819924,,plate,2,1.0,30.0,109.75000000001222,40.0,,,2,1.0,30.0,,,
2855,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,76.85181385445087,35.20808508202574,,plate,2,1.0,30.0,111.0000000000125,40.0,,,2,1.0,30.0,,,
2856,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,75.96665994539943,36.09069629727909,,plate,2,1.0,30.0,112.25000000001279,40.0,,,2,1.0,30.0,,,
2857,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,75.08150603634799,36.973307512532436,,plate,2,1.0,30.0,113.50000000001307,40.0,,,2,1.0,30.0,,,
2858,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,74.19635212729655,37.855918727785784,,plate,2,1.0,30.0,114.75000000001336,40.0,,,2,1.0,30.0,,,
2859,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,73.31119821824511,38.73852994303913,,plate,2,1.0,30.0,116.00000000001364,40.0,,,2,1.0,30.0,,,
2860,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,72.42604430919367,39.62114115829248,,plate,2,1.0,30.0,117.25000000001393,40.0,,,2,1.0,30.0,,,
2861,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,71.54089040014223,40.50375237354583,,plate,2,1.0,30.0,118.50000000001421,40.0,,,2,1.0,30.0,,,
2862,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,70.65573649109079,41.38636358879918,,plate,2,1.0,30.0,119.7500000000145,40.0,,,2,1.0,30.0,,,
2863,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,69.77058258203935,42.268974804052526,,plate,2,1.0,30.0,120.65378202977331,39.15675848912626,,,2,1.0,30.0,,,
2864,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,68.88542867298791,43.151586019305874,,plate,2,1.0,30.0,121.54313831077206,38.278381915299555,,,2,1.0,30.0,,,
2865,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,68.00027476393647,44.03419723455922,,plate,2,1.0,30.0,122.43249459177082,37.40000534147284,,,2,1.0,30.0,,,
2866,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,67.11512085488503,44.91680844981257,,plate,2,1.0,30.0,123.32185087276957,36.52162876764613,,,2,1.0,30.0,,,
2867,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,66.2299669458336,45.79941966506592,,plate,2,1.0,30.0,124.21120715376833,35.643252193819414,,,2,1.0,30.0,,,
2868,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,65.34481303678216,46.68203088031927,,plate,2,1.0,30.0,125.10056343476708,34.76487561999271,,,2,1.0,30.0,,,
2869,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,64.45965912773072,47.564642095572616,,plate,2,1.0,30.0,125.98991971576584,33.886499046165994,,,2,1.0,30.0,,,
2870,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,63.57450521867928,48.447253310825964,,plate,2,1.0,30.0,126.87927599676459,33.00812247233928,,,2,1.0,30.0,,,
2871,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,62.68935130962784,49.32986452607931,,plate,2,1.0,30.0,127.76863227776334,32.12974589851257,,,2,1.0,30.0,,,
2872,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,plate,2,1.0,30.0,128.6579885587621,31.251369324685733,,,2,1.0,30.0,,,
2873,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,129.54734483976085,30.372992750858877,,,2,1.0,30.0,,,
2874,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,130.4367011207596,29.49461617703202,,,2,1.0,30.0,,,
2875,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,131.32605740175836,28.616239603205166,,,2,1.0,30.0,,,
2876,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,132.21541368275712,27.73786302937831,,,2,1.0,30.0,,,
2877,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,133.10476996375587,26.859486455551455,,,2,1.0,30.0,,,
2878,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,133.99412624475463,25.98110988172474,,,2,1.0,30.0,,,
2879,train,True,0,1,None_cut,4.0,3,0,2,tomato_cut,3.0416666666666643,3,1,0,tomato_cut,3.9999999999999942,3,2,2,plate,2,3,plate,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,4.0,56.0,56.0,,,2,1.0,30.0,134.88348252575338,25.10273330789824,,,2,1.0,30.0,,,
2880,ready,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 4 seconds...
",
