tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,ca10b9260bb8282b_score,player_8573f4ef_x,player_8573f4ef_y,player_8573f4ef_move_target,player_8573f4ef_item,player_8573f4ef_score,player_8573f4ef_cut_speed,player_8573f4ef_speed,player_1864f871_x,player_1864f871_y,player_1864f871_move_target,player_1864f871_item,player_1864f871_score,player_1864f871_cut_speed,player_1864f871_speed,b85ef95ef1774430_score,3cdd9fedf36cc53c_message,026926099b4b6660_score
6172,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6173,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6174,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6175,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6176,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6177,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6178,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6179,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6180,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6181,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6182,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6183,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6184,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6185,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6186,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6187,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6188,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6189,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6190,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6191,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6192,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6193,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6194,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6195,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6196,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6197,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6198,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6199,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6200,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,56.0,40.0,,tomato,3,0.2,30.0,,,3.0
6201,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,55.11611652351695,39.11611652351695,,tomato,3,0.2,30.0,,,3.0
6202,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,54.2322330470339,38.2322330470339,,tomato,3,0.2,30.0,,,3.0
6203,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,53.34834957055085,37.34834957055085,,tomato,3,0.2,30.0,,,3.0
6204,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,52.4644660940678,36.4644660940678,,tomato,3,0.2,30.0,,,3.0
6205,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,51.58058261758475,35.58058261758475,,tomato,3,0.2,30.0,,,3.0
6206,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,50.6966991411017,34.6966991411017,,tomato,3,0.2,30.0,,,3.0
6207,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,49.812815664618654,33.812815664618654,,tomato,3,0.2,30.0,,,3.0
6208,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,48.928932188135605,32.928932188135605,,tomato,3,0.2,30.0,,,3.0
6209,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,48.045048711652555,32.045048711652555,,tomato,3,0.2,30.0,,,3.0
6210,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,47.161165235169506,31.161165235169506,,tomato,3,0.2,30.0,,,3.0
6211,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,46.277281758686456,30.277281758686456,,tomato,3,0.2,30.0,,,3.0
6212,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,45.39339828220341,29.393398282203407,,tomato,3,0.2,30.0,,,3.0
6213,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,44.50951480572036,28.509514805720357,,tomato,3,0.2,30.0,,,3.0
6214,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,43.62563132923731,27.625631329237308,,tomato,3,0.2,30.0,,,3.0
6215,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,42.74174785275426,26.74174785275426,,tomato,3,0.2,30.0,,,3.0
6216,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,41.85786437627121,25.85786437627121,,tomato,3,0.2,30.0,,,3.0
6217,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,40.97398089978816,24.97398089978816,,tomato,3,0.2,30.0,,,3.0
6218,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,40.04617444130983,24.194346815316237,,tomato,3,0.2,30.0,,,3.0
6219,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,38.796266114866114,24.179208272259245,,tomato,3,0.2,30.0,,,3.0
6220,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,37.5463577884224,24.164069729202254,,tomato,3,0.2,30.0,,,3.0
6221,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,36.29644946197868,24.148931186145262,,tomato,3,0.2,30.0,,,3.0
6222,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,35.046541135534966,24.13379264308827,,tomato,3,0.2,30.0,,,3.0
6223,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,33.79663280909125,24.11865410003119,,tomato,3,0.2,30.0,,,3.0
6224,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,32.546724482647534,24.103515556974024,,tomato,3,0.2,30.0,,,3.0
6225,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,31.296816156203615,24.088377013916855,,tomato,3,0.2,30.0,,,3.0
6226,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,30.046907829759544,24.073238470859685,,tomato,3,0.2,30.0,,,3.0
6227,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,28.796999503315472,24.058099927802516,,tomato,3,0.2,30.0,,,3.0
6228,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,27.5470911768714,24.042961384745347,,tomato,3,0.2,30.0,,,3.0
6229,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,26.29718285042733,24.027822841688177,,tomato,3,0.2,30.0,,,3.0
6230,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,25.04727452398326,24.012684298631005,,tomato,3,0.2,30.0,,,3.0
6231,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,None_cut,3.1749999999999914,3,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,tomato,3,0.2,30.0,,,3.0
6232,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.0,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
6233,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.008333333333333333,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
6234,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.016666666666666666,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
6235,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.025,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
6236,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.03333333333333333,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
6237,test,True,0,1,None_cut,3.241666666666658,3,0,2,,0,0,1,0,tomato,0.041666666666666664,0,2,2,,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.0,,,0,1.0,12.0,24.0,24.0,,,3,0.2,30.0,,,3.0
