tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,9177759baec59c51_score,player_aacbc262_x,player_aacbc262_y,player_aacbc262_move_target,player_aacbc262_item,player_aacbc262_score,player_aacbc262_cut_speed,player_aacbc262_speed,player_0d9b4bae_x,player_0d9b4bae_y,player_0d9b4bae_move_target,player_0d9b4bae_item,player_0d9b4bae_score,player_0d9b4bae_cut_speed,player_0d9b4bae_speed
2018,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99786605599576,54.22397394916582,,,0,0.5,30.0
2019,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99805358656852,52.97397396323286,,,0,0.5,30.0
2020,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99824111714128,51.7239739772999,,,0,0.5,30.0
2021,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99842864771404,50.47397399136694,,,0,0.5,30.0
2022,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.9986161782868,49.22397400543398,,,0,0.5,30.0
2023,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99880370885903,47.97397401950102,,,0,0.5,30.0
2024,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99899123943108,46.72397403356806,,,0,0.5,30.0
2025,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99917877000313,45.4739740476351,,,0,0.5,30.0
2026,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99936630057518,44.223974061702144,,,0,0.5,30.0
2027,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99955383114722,42.973974075769185,,,0,0.5,30.0
2028,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99974136171927,41.723974089836226,,,0,0.5,30.0
2029,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,87.99992889229132,40.47397410390327,,,0,0.5,30.0
2030,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,88.68512648711763,39.50529853992068,,,0,0.5,30.0
2031,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,89.56353204878488,38.61597088982153,,,0,0.5,30.0
2032,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,90.44193761045213,37.726643239722385,,,0,0.5,30.0
2033,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,91.32034317211938,36.83731558962324,,,0,0.5,30.0
2034,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,92.19874873378663,35.94798793952409,,,0,0.5,30.0
2035,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,93.07715429545388,35.05866028942494,,,0,0.5,30.0
2036,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,93.95555985712113,34.169332639325795,,,0,0.5,30.0
2037,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,94.83396541878838,33.28000498922665,,,0,0.5,30.0
2038,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,95.71237098045563,32.3906773391275,,,0,0.5,30.0
2039,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,96.59077654212288,31.50134968902815,,,0,0.5,30.0
2040,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,97.46918210379013,30.612022038928647,,,0,0.5,30.0
2041,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,98.34758766545738,29.722694388829144,,,0,0.5,30.0
2042,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,99.22599322712463,28.83336673872964,,,0,0.5,30.0
2043,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,100.10439878879188,27.94403908863022,,,0,0.5,30.0
2044,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,100.98280435045913,27.054711438531072,,,0,0.5,30.0
2045,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,101.86120991212638,26.165383788431924,,,0,0.5,30.0
2046,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,102.739615473794,25.276056138332777,,,0,0.5,30.0
2047,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,103.61802103546201,24.38672848823363,,,0,0.5,30.0
2048,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,,0,0.5,30.0
2049,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2050,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2051,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2052,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2053,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2054,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2055,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2056,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2057,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2058,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2059,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2060,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2061,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2062,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2063,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2064,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2065,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2066,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2067,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2068,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2069,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2070,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2071,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2072,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2073,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2074,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2075,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2076,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2077,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2078,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2079,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2080,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2081,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2082,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2083,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2084,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2085,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2086,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2087,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2088,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2089,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2090,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2091,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2092,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2093,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2094,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2095,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2096,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
2097,0,1,,0,2,,0,3,,1,0,,0,0,2,0,None_cut,3.7916666666666763,3,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,56.0,,,1,1.0,15.0,104.0,24.0,,plate,0,0.5,30.0
