tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,b7e0d85217b88b34_score,player_e15fbbb7_x,player_e15fbbb7_y,player_e15fbbb7_move_target,player_e15fbbb7_item,player_e15fbbb7_score,player_e15fbbb7_cut_speed,player_e15fbbb7_speed,player_6bebc786_x,player_6bebc786_y,player_6bebc786_move_target,player_6bebc786_item,player_6bebc786_score,player_6bebc786_cut_speed,player_6bebc786_speed
2168,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,70.25000000000824,,tomato_cut,2,0.5,30.0
2169,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,71.50000000000853,,tomato_cut,2,0.5,30.0
2170,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,tomato_cut,2,0.5,30.0
2171,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2172,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2173,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2174,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2175,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2176,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2177,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.0,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2178,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,24.625000000000142,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2179,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,25.250000000000284,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2180,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,25.875000000000426,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2181,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,26.50000000000057,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2182,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,27.12500000000071,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2183,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,27.750000000000853,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2184,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,28.375000000000995,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2185,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,29.000000000001137,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2186,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,29.62500000000128,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2187,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,30.25000000000142,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2188,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,30.875000000001563,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2189,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,31.500000000001705,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2190,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,32.12500000000185,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2191,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,32.75000000000199,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2192,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,33.37500000000213,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2193,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,34.000000000002274,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2194,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,34.625000000002416,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2195,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,35.25000000000256,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2196,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,35.8750000000027,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2197,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,tomato_salad,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,36.50000000000284,,tomato,0,1.0,15.0,40.0,72.0,,,2,0.5,30.0
2198,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,37.125000000002984,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2199,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,37.750000000003126,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2200,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,38.37500000000327,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2201,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,39.00000000000341,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2202,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,39.62500000000355,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2203,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.250000000003695,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2204,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,40.87500000000384,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2205,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,41.50000000000398,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2206,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,42.12500000000412,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2207,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,42.75000000000426,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2208,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,43.375000000004405,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2209,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,44.00000000000455,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2210,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,44.62500000000469,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2211,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,45.25000000000483,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2212,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,45.875000000004974,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2213,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,46.500000000005116,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2214,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.12500000000526,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2215,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,47.7500000000054,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2216,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,48.37500000000554,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2217,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.000000000005684,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2218,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,49.62500000000583,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2219,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.25000000000597,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2220,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,50.87500000000611,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2221,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,51.50000000000625,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2222,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.125000000006395,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2223,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,52.75000000000654,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2224,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,53.37500000000668,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2225,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.00000000000682,,tomato,0,1.0,15.0,40.0,72.0,,tomato_salad,2,0.5,30.0
2226,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,54.62500000000696,,tomato,0,1.0,15.0,40.0,73.25000000000028,,tomato_salad,2,0.5,30.0
2227,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.250000000007105,,tomato,0,1.0,15.0,40.0,74.50000000000057,,tomato_salad,2,0.5,30.0
2228,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,55.87500000000725,,tomato,0,1.0,15.0,40.0,75.75000000000085,,tomato_salad,2,0.5,30.0
2229,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,56.50000000000739,,tomato,0,1.0,15.0,40.0,77.00000000000114,,tomato_salad,2,0.5,30.0
2230,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,57.12500000000753,,tomato,0,1.0,15.0,40.0,78.25000000000142,,tomato_salad,2,0.5,30.0
2231,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,57.750000000007674,,tomato,0,1.0,15.0,40.0,79.5000000000017,,tomato_salad,2,0.5,30.0
2232,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,58.375000000007816,,tomato,0,1.0,15.0,40.0,80.75000000000199,,tomato_salad,2,0.5,30.0
2233,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,59.00000000000796,,tomato,0,1.0,15.0,40.0,82.00000000000227,,tomato_salad,2,0.5,30.0
2234,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,59.6250000000081,,tomato,0,1.0,15.0,40.0,83.25000000000256,,tomato_salad,2,0.5,30.0
2235,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,60.25000000000824,,tomato,0,1.0,15.0,40.0,84.50000000000284,,tomato_salad,2,0.5,30.0
2236,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,60.875000000008384,,tomato,0,1.0,15.0,40.0,85.75000000000313,,tomato_salad,2,0.5,30.0
2237,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,61.50000000000853,,tomato,0,1.0,15.0,40.0,87.00000000000341,,tomato_salad,2,0.5,30.0
2238,0,1,,0,2,,0,3,,1,0,None_cut,3.499999999999996,3,2,0,None_cut,3.1041666666666714,3,3,2,,3,3,,3,4,,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.0,62.12500000000867,,tomato,0,1.0,15.0,40.31621556657754,88.12016826116314,,tomato_salad,2,0.5,30.0
