tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,a1ed02ef79c2d472_score,player_186b6f19_x,player_186b6f19_y,player_186b6f19_move_target,player_186b6f19_item,player_186b6f19_score,player_186b6f19_cut_speed,player_186b6f19_speed,player_c5e09a42_x,player_c5e09a42_y,player_c5e09a42_move_target,player_c5e09a42_item,player_c5e09a42_score,player_c5e09a42_cut_speed,player_c5e09a42_speed,87c9ac870fc6495a_score,d25b34b36892b989_message,331428b544668fa2_score
2785,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,81.74999999999858,,,2,1.0,30.0,,,
2786,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,80.4999999999983,,,2,1.0,30.0,,,
2787,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,79.24999999999801,,,2,1.0,30.0,,,
2788,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,77.99999999999773,,,2,1.0,30.0,,,
2789,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,76.74999999999744,,,2,1.0,30.0,,,
2790,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,75.49999999999716,,,2,1.0,30.0,,,
2791,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,74.24999999999687,,,2,1.0,30.0,,,
2792,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,72.99999999999659,,,2,1.0,30.0,,,
2793,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,71.7499999999963,,,2,1.0,30.0,,,
2794,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,70.49999999999602,,,2,1.0,30.0,,,
2795,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,69.24999999999574,,,2,1.0,30.0,,,
2796,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,67.99999999999545,,,2,1.0,30.0,,,
2797,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,66.74999999999517,,,2,1.0,30.0,,,
2798,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,65.49999999999488,,,2,1.0,30.0,,,
2799,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,64.2499999999946,,,2,1.0,30.0,,,
2800,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,62.999999999994316,,,2,1.0,30.0,,,
2801,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,61.74999999999403,,,2,1.0,30.0,,,
2802,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,60.49999999999375,,,2,1.0,30.0,,,
2803,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,59.24999999999346,,,2,1.0,30.0,,,
2804,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,57.99999999999318,,,2,1.0,30.0,,,
2805,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.0,56.749999999992895,,,2,1.0,30.0,,,
2806,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,56.49189088134284,55.70196048263347,,,2,1.0,30.0,,,
2807,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,57.37026745516934,54.81260420163471,,,2,1.0,30.0,,,
2808,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,58.24864402899584,53.92324792063596,,,2,1.0,30.0,,,
2809,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,59.12702060282234,53.033891639637005,,,2,1.0,30.0,,,
2810,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,60.00539717664884,52.14453535863804,,,2,1.0,30.0,,,
2811,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,60.88377375047534,51.25517907763907,,,2,1.0,30.0,,,
2812,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,61.76215032430184,50.36582279664011,,,2,1.0,30.0,,,
2813,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,62.64052689812834,49.47646651564114,,,2,1.0,30.0,,,
2814,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,63.51890347195484,48.587110234642175,,,2,1.0,30.0,,,
2815,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,64.39728004578167,47.69775395364299,,,2,1.0,30.0,,,
2816,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,65.27565661960888,46.80839767264352,,,2,1.0,30.0,,,
2817,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,66.15403319343609,45.91904139164406,,,2,1.0,30.0,,,
2818,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,67.0324097672633,45.02968511064459,,,2,1.0,30.0,,,
2819,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,67.91078634109051,44.14032882964513,,,2,1.0,30.0,,,
2820,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,68.78916291491757,43.25097254864566,,,2,1.0,30.0,,,
2821,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,69.66753948874428,42.3616162676462,,,2,1.0,30.0,,,
2822,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,70.545916062571,41.47225998664673,,,2,1.0,30.0,,,
2823,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,71.42429263639771,40.58290370564727,,,2,1.0,30.0,,,
2824,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,72.51072931689528,40.183303562356784,,,2,1.0,30.0,,,
2825,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,73.7606417954914,40.168511812980505,,,2,1.0,30.0,,,
2826,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,75.01055427408751,40.153720063604574,,,2,1.0,30.0,,,
2827,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,76.26046675268363,40.13892831422864,,,2,1.0,30.0,,,
2828,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,77.51037923127974,40.12413656485271,,,2,1.0,30.0,,,
2829,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,78.76029170987586,40.10934481547678,,,2,1.0,30.0,,,
2830,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,80.01020418847197,40.09455306610085,,,2,1.0,30.0,,,
2831,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,81.26011666706809,40.07976131672493,,,2,1.0,30.0,,,
2832,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,82.5100291456642,40.064969567348996,,,2,1.0,30.0,,,
2833,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,83.75994162426032,40.050177817973065,,,2,1.0,30.0,,,
2834,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,85.00985410285644,40.035386068597134,,,2,1.0,30.0,,,
2835,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,86.25976658145255,40.0205943192212,,,2,1.0,30.0,,,
2836,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,87.50967906004867,40.00580256984527,,,2,1.0,30.0,,,
2837,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,88.7596580457177,40.00212037721674,,,2,1.0,30.0,,,
2838,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,90.00965803362028,40.001946465666336,,,2,1.0,30.0,,,
2839,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,91.25965802152287,40.00177255411593,,,2,1.0,30.0,,,
2840,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,92.50965800942545,40.001598642565526,,,2,1.0,30.0,,,
2841,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,93.75965799732803,40.00142473101512,,,2,1.0,30.0,,,
2842,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,95.00965798523062,40.001250819464715,,,2,1.0,30.0,,,
2843,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,96.2596579731332,40.00107690791431,,,2,1.0,30.0,,,
2844,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,97.50965796103578,40.00090299636422,,,2,1.0,30.0,,,
2845,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,98.75965794893837,40.00072908481417,,,2,1.0,30.0,,,
2846,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,100.00965793684095,40.00055517326412,,,2,1.0,30.0,,,
2847,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,101.25965792474354,40.00038126171407,,,2,1.0,30.0,,,
2848,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,102.50965791264612,40.00020735016402,,,2,1.0,30.0,,,
2849,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,103.7596579005487,40.00003343861397,,,2,1.0,30.0,,,
2850,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,105.00965790006371,40.00002451934121,,,2,1.0,30.0,,,
2851,train,0,1,None_cut,3.249999999999997,3,0,2,,0,0,1,0,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,plate,2,6,plate,2,7,plate,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,2.0,24.0,40.0,,,0,1.0,30.0,106.25965790006258,40.000022474746636,,,2,1.0,30.0,,,
