tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,68f95f0a94b2c517_score,player_ac2f5be6_x,player_ac2f5be6_y,player_ac2f5be6_move_target,player_ac2f5be6_item,player_ac2f5be6_score,player_ac2f5be6_cut_speed,player_ac2f5be6_speed,player_97567a80_x,player_97567a80_y,player_97567a80_move_target,player_97567a80_item,player_97567a80_score,player_97567a80_cut_speed,player_97567a80_speed
1978,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.00000000000773,,,0,1.0,12.0,57.250000000000284,40.0,,,2,0.2,30.0
1979,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.50000000000728,,,0,1.0,12.0,58.50000000000057,40.0,,,2,0.2,30.0
1980,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.00000000000682,,,0,1.0,12.0,59.75000000000085,40.0,,,2,0.2,30.0
1981,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.50000000000637,,,0,1.0,12.0,61.00000000000114,40.0,,,2,0.2,30.0
1982,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.00000000000591,,,0,1.0,12.0,62.25000000000142,40.0,,,2,0.2,30.0
1983,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.50000000000546,,,0,1.0,12.0,63.500000000001705,40.0,,,2,0.2,30.0
1984,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,tomato,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,,0,1.0,12.0,64.75000000000199,40.0,,,2,0.2,30.0
1985,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,66.00000000000227,40.0,,,2,0.2,30.0
1986,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,67.25000000000256,40.0,,,2,0.2,30.0
1987,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,68.50000000000284,40.0,,,2,0.2,30.0
1988,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,69.75000000000313,40.0,,,2,0.2,30.0
1989,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,71.00000000000341,40.0,,,2,0.2,30.0
1990,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,72.12016826116314,39.68378443342246,,,2,0.2,30.0
1991,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,73.0095245421619,38.80540785959596,,,2,0.2,30.0
1992,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,73.89888082316065,37.92703128576946,,,2,0.2,30.0
1993,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,74.7882371041594,37.04865471194296,,,2,0.2,30.0
1994,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,75.67759338515816,36.17027813811646,,,2,0.2,30.0
1995,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,76.56694966615692,35.29190156428996,,,2,0.2,30.0
1996,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,77.45630594715567,34.41352499046346,,,2,0.2,30.0
1997,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,78.34566222815442,33.53514841663696,,,2,0.2,30.0
1998,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,79.23501850915318,32.65677184281046,,,2,0.2,30.0
1999,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,80.12437479015193,31.778395268983957,,,2,0.2,30.0
2000,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,72.0,,tomato,0,1.0,12.0,81.01373107115069,30.900018695157552,,,2,0.2,30.0
2001,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.50000000000045,,tomato,0,1.0,12.0,81.90308735214953,30.021642121331407,,,2,0.2,30.0
2002,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,71.00000000000091,,tomato,0,1.0,12.0,82.79244363314886,29.143265547505262,,,2,0.2,30.0
2003,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.50000000000136,,tomato,0,1.0,12.0,83.68179991414819,28.264888973679117,,,2,0.2,30.0
2004,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,70.00000000000182,,tomato,0,1.0,12.0,84.57115619514751,27.386512399852972,,,2,0.2,30.0
2005,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.50000000000227,,tomato,0,1.0,12.0,85.46051247614683,26.508135826026827,,,2,0.2,30.0
2006,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,69.00000000000273,,tomato,0,1.0,12.0,86.34986875714615,25.62975925220068,,,2,0.2,30.0
2007,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.50000000000318,,tomato,0,1.0,12.0,87.23922503814548,24.751382678374537,,,2,0.2,30.0
2008,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,68.00000000000364,,tomato,0,1.0,12.0,88.0,24.0,,,2,0.2,30.0
2009,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.50000000000409,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2010,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,67.00000000000455,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2011,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,66.500000000005,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2012,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,66.00000000000546,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2013,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,65.50000000000591,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2014,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,65.00000000000637,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2015,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,64.50000000000682,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2016,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,64.00000000000728,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2017,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,63.50000000000702,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2018,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,63.000000000006764,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2019,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,62.50000000000651,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2020,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,62.00000000000625,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2021,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,61.500000000006,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2022,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,61.00000000000574,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2023,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,60.500000000005485,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2024,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,60.00000000000523,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2025,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,59.500000000004974,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2026,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,59.00000000000472,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2027,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,58.50000000000446,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2028,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,58.000000000004206,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2029,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.50000000000395,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2030,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.000000000003695,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2031,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.50000000000344,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2032,0,1,,0,2,tomato_cut,4.0,3,0,3,None_cut,3.1249999999999973,3,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,tomato,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2033,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.0,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,88.0,24.0,,tomato,2,0.2,30.0
2034,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.041666666666666664,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,2,0.2,30.0
2035,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.08333333333333333,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,2,0.2,30.0
2036,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.125,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,2,0.2,30.0
2037,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.16666666666666666,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,2,0.2,30.0
2038,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.20833333333333331,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,2,0.2,30.0
2039,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.24999999999999997,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,2,0.2,30.0
2040,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.29166666666666663,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,2,0.2,30.0
2041,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.3333333333333333,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,2,0.2,30.0
2042,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.375,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,2,0.2,30.0
2043,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.4166666666666667,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,2,0.2,30.0
2044,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.45833333333333337,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,2,0.2,30.0
2045,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,2,0.2,30.0
2046,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5416666666666666,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,2,0.2,30.0
2047,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.5833333333333333,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,2,0.2,30.0
2048,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.6249999999999999,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,2,0.2,30.0
2049,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.6666666666666665,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,2,0.2,30.0
2050,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7083333333333331,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,2,0.2,30.0
2051,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7499999999999998,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,72.09009742330511,39.90990257669489,,tomato,2,0.2,30.0
2052,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.7916666666666664,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,71.20621394682206,40.79378605317794,,tomato,2,0.2,30.0
2053,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.833333333333333,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,70.32233047033901,41.67766952966099,,tomato,2,0.2,30.0
2054,0,1,,0,2,tomato_cut,4.0,3,0,3,tomato,0.8749999999999997,0,2,2,plate,2,3,,2,4,,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.0,,,0,1.0,12.0,69.43844699385596,42.56155300614404,,tomato,2,0.2,30.0
