tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,1ce493c1d3e04427_score,player_3cd87ddf_x,player_3cd87ddf_y,player_3cd87ddf_move_target,player_3cd87ddf_item,player_3cd87ddf_score,player_3cd87ddf_cut_speed,player_3cd87ddf_speed,player_be58bfa1_x,player_be58bfa1_y,player_be58bfa1_move_target,player_be58bfa1_item,player_be58bfa1_score,player_be58bfa1_cut_speed,player_be58bfa1_speed
2093,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.8700576850847,66.8700576850847,,tomato_salad,1,1.0,12.0,68.50000000000284,40.0,,,0,0.2,30.0
2094,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.22361107567792,67.22361107567792,,tomato_salad,1,1.0,12.0,69.75000000000313,40.0,,,0,0.2,30.0
2095,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.57716446627114,67.57716446627114,,tomato_salad,1,1.0,12.0,71.00000000000341,40.0,,,0,0.2,30.0
2096,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.93071785686436,67.93071785686436,,tomato_salad,1,1.0,12.0,72.12016826116314,39.68378443342246,,,0,0.2,30.0
2097,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.28427124745758,68.28427124745758,,tomato_salad,1,1.0,12.0,73.0095245421619,38.80540785959596,,,0,0.2,30.0
2098,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.6378246380508,68.6378246380508,,tomato_salad,1,1.0,12.0,73.89888082316065,37.92703128576946,,,0,0.2,30.0
2099,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.99137802864402,68.99137802864402,,tomato_salad,1,1.0,12.0,74.7882371041594,37.04865471194296,,,0,0.2,30.0
2100,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.34493141923724,69.34493141923724,,tomato_salad,1,1.0,12.0,75.67759338515816,36.17027813811646,,,0,0.2,30.0
2101,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.69848480983046,69.69848480983046,,tomato_salad,1,1.0,12.0,76.56694966615692,35.29190156428996,,,0,0.2,30.0
2102,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.05203820042368,70.05203820042368,,tomato_salad,1,1.0,12.0,77.45630594715567,34.41352499046346,,,0,0.2,30.0
2103,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.4055915910169,70.4055915910169,,tomato_salad,1,1.0,12.0,78.34566222815442,33.53514841663696,,,0,0.2,30.0
2104,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.75914498161012,70.75914498161012,,tomato_salad,1,1.0,12.0,79.23501850915318,32.65677184281046,,,0,0.2,30.0
2105,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.11269837220334,71.11269837220334,,tomato_salad,1,1.0,12.0,80.12437479015193,31.778395268983957,,,0,0.2,30.0
2106,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.46625176279656,71.46625176279656,,tomato_salad,1,1.0,12.0,81.01373107115069,30.900018695157552,,,0,0.2,30.0
2107,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,tomato_salad,1,1.0,12.0,81.90308735214953,30.021642121331407,,,0,0.2,30.0
2108,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,82.79244363314886,29.143265547505262,,,0,0.2,30.0
2109,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,83.68179991414819,28.264888973679117,,,0,0.2,30.0
2110,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,84.57115619514751,27.386512399852972,,,0,0.2,30.0
2111,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,85.46051247614683,26.508135826026827,,,0,0.2,30.0
2112,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,86.34986875714615,25.62975925220068,,,0,0.2,30.0
2113,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,87.23922503814548,24.751382678374537,,,0,0.2,30.0
2114,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,,0,0.2,30.0
2115,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2116,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2117,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2118,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2119,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2120,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2121,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2122,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2123,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2124,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2125,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2126,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2127,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2128,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2129,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2130,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2131,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2132,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2133,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2134,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2135,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2136,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2137,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2138,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2139,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2140,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2141,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2142,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2143,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2144,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2145,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,71.50000000000045,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2146,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,71.00000000000091,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2147,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,70.50000000000136,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2148,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,70.00000000000182,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2149,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,69.50000000000227,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2150,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,69.00000000000273,,,2,1.0,12.0,88.0,24.0,,tomato,0,0.2,30.0
2151,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,68.50000000000318,,,2,1.0,12.0,87.11611652351695,24.88388347648305,,tomato,0,0.2,30.0
2152,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,68.00000000000364,,,2,1.0,12.0,86.2322330470339,25.7677669529661,,tomato,0,0.2,30.0
2153,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,67.50000000000409,,,2,1.0,12.0,85.34834957055085,26.65165042944915,,tomato,0,0.2,30.0
2154,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,67.00000000000455,,,2,1.0,12.0,84.4644660940678,27.535533905932198,,tomato,0,0.2,30.0
2155,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,66.500000000005,,,2,1.0,12.0,83.58058261758475,28.419417382415247,,tomato,0,0.2,30.0
2156,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,66.00000000000546,,,2,1.0,12.0,82.6966991411017,29.303300858898297,,tomato,0,0.2,30.0
2157,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,65.50000000000591,,,2,1.0,12.0,81.81281566461865,30.187184335381346,,tomato,0,0.2,30.0
2158,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,65.00000000000637,,,2,1.0,12.0,80.9289321881356,31.071067811864395,,tomato,0,0.2,30.0
2159,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,64.50000000000682,,,2,1.0,12.0,80.04504871165256,31.954951288347445,,tomato,0,0.2,30.0
2160,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,64.00000000000728,,,2,1.0,12.0,79.1611652351695,32.838834764830494,,tomato,0,0.2,30.0
2161,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,63.50000000000702,,,2,1.0,12.0,78.27728175868646,33.722718241313544,,tomato,0,0.2,30.0
2162,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,63.000000000006764,,,2,1.0,12.0,77.3933982822034,34.60660171779659,,tomato,0,0.2,30.0
2163,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,62.50000000000651,,,2,1.0,12.0,76.50951480572036,35.49048519427964,,tomato,0,0.2,30.0
2164,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,62.00000000000625,,,2,1.0,12.0,75.62563132923731,36.37436867076269,,tomato,0,0.2,30.0
2165,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,61.500000000006,,,2,1.0,12.0,74.74174785275426,37.25825214724574,,tomato,0,0.2,30.0
2166,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,61.00000000000574,,,2,1.0,12.0,73.85786437627121,38.14213562372879,,tomato,0,0.2,30.0
2167,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,60.500000000005485,,,2,1.0,12.0,72.97398089978816,39.02601910021184,,tomato,0,0.2,30.0
2168,0,1,,0,2,None_cut,3.383333333333324,3,0,3,None_cut,3.2916666666666576,3,2,2,tomato,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,60.00000000000523,,,2,1.0,12.0,72.19434681531624,39.95382555869017,,tomato,0,0.2,30.0
