tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,519ba0588e92a7cd_score,player_0a03c2a9_x,player_0a03c2a9_y,player_0a03c2a9_move_target,player_0a03c2a9_item,player_0a03c2a9_score,player_0a03c2a9_cut_speed,player_0a03c2a9_speed,player_27bc4487_x,player_27bc4487_y,player_27bc4487_move_target,player_27bc4487_item,player_27bc4487_score,player_27bc4487_cut_speed,player_27bc4487_speed
2751,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,46.25000000000142,,tomato_salad,0,1.0,30.0,47.818205152933814,95.63430255884863,,,1,1.0,30.0
2752,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,47.500000000001705,,tomato_salad,0,1.0,30.0,46.923865781332154,94.76100015509469,,,1,1.0,30.0
2753,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,48.75000000000199,,tomato_salad,0,1.0,30.0,46.029526409730494,93.88769775134075,,,1,1.0,30.0
2754,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,50.000000000002274,,tomato_salad,0,1.0,30.0,45.135187038128834,93.01439534758681,,,1,1.0,30.0
2755,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,51.25000000000256,,tomato_salad,0,1.0,30.0,44.24084766652717,92.14109294383287,,,1,1.0,30.0
2756,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,52.50000000000284,,tomato_salad,0,1.0,30.0,43.34650829492551,91.26779054007893,,,1,1.0,30.0
2757,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,53.750000000003126,,tomato_salad,0,1.0,30.0,42.452168923323626,90.394488136325,,,1,1.0,30.0
2758,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.0,55.00000000000341,,tomato_salad,0,1.0,30.0,41.55782955172167,89.52118573257106,,,1,1.0,30.0
2759,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.3162155665778,56.1201682611634,,tomato_salad,0,1.0,30.0,40.663490180119716,88.64788332881712,,,1,1.0,30.0
2760,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.194592140405,57.009524542162865,,tomato_salad,0,1.0,30.0,40.191082033044374,87.59381111981222,,,1,1.0,30.0
2761,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.07296871423222,57.89888082316233,,tomato_salad,0,1.0,30.0,40.17576604587287,86.34390495511875,,,1,1.0,30.0
2762,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.95134528805943,58.788237104161794,,tomato_salad,0,1.0,30.0,40.160450058701365,85.09399879042527,,,1,1.0,30.0
2763,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.82972186188655,59.67759338516126,,tomato_salad,0,1.0,30.0,40.14513407152986,83.8440926257318,,,1,1.0,30.0
2764,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.70809843571327,60.566949666160724,,tomato_salad,0,1.0,30.0,40.129818084358355,82.59418646103833,,,1,1.0,30.0
2765,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.58647500953998,61.45630594716019,,tomato_salad,0,1.0,30.0,40.11450209718685,81.34428029634486,,,1,1.0,30.0
2766,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.4648515833667,62.345662228159654,,tomato_salad,0,1.0,30.0,40.099186110015346,80.09437413165139,,,1,1.0,30.0
2767,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.34322815719341,63.23501850915912,,tomato_salad,0,1.0,30.0,40.08387012284384,78.84446796695792,,,1,1.0,30.0
2768,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.22160473102002,64.12437479015848,,tomato_salad,0,1.0,30.0,40.068554135672336,77.59456180226445,,,1,1.0,30.0
2769,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.09998130484604,65.01373107115724,,tomato_salad,0,1.0,30.0,40.053238148500895,76.34465563757098,,,1,1.0,30.0
2770,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.97835787867204,65.90308735215599,,tomato_salad,0,1.0,30.0,40.03792216132974,75.09474947287751,,,1,1.0,30.0
2771,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.85673445249805,66.79244363315475,,tomato_salad,0,1.0,30.0,40.02260617415858,73.84484330818404,,,1,1.0,30.0
2772,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.73511102632406,67.6817999141535,,tomato_salad,0,1.0,30.0,40.00729018698742,72.59493714349057,,,1,1.0,30.0
2773,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.61348760015008,68.57115619515226,,tomato_salad,0,1.0,30.0,40.002263679643235,71.34496718003729,,,1,1.0,30.0
2774,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.49186417397608,69.46051247615101,,tomato_salad,0,1.0,30.0,40.00207928045292,70.09496719363821,,,1,1.0,30.0
2775,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.37024074780209,70.34986875714976,,tomato_salad,0,1.0,30.0,40.0018948812626,68.84496720723914,,,1,1.0,30.0
2776,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.2486173216281,71.23922503814852,,tomato_salad,0,1.0,30.0,40.00171048207228,67.59496722084006,,,1,1.0,30.0
2777,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,tomato_salad,0,1.0,30.0,40.001526082881966,66.34496723444099,,,1,1.0,30.0
2778,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.00134168369165,65.09496724804191,,,1,1.0,30.0
2779,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.00115728450133,63.844967261642836,,,1,1.0,30.0
2780,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.000972885311015,62.59496727524376,,,1,1.0,30.0
2781,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.0007884861207,61.344967288844686,,,1,1.0,30.0
2782,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.00060408693038,60.09496730244561,,,1,1.0,30.0
2783,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.00041968774006,58.844967316046535,,,1,1.0,30.0
2784,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.000235288549746,57.59496732964746,,,1,1.0,30.0
2785,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,40.00005088935948,56.344967343248385,,,1,1.0,30.0
2786,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,39.226935107235526,55.412454596228,,,1,1.0,30.0
2787,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,38.34841959107512,54.52323556366835,,,1,1.0,30.0
2788,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,37.469904074914716,53.6340165311087,,,1,1.0,30.0
2789,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,36.59138855875431,52.74479749854905,,,1,1.0,30.0
2790,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,35.712873042593905,51.855578465989396,,,1,1.0,30.0
2791,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,34.8343575264335,50.966359433429744,,,1,1.0,30.0
2792,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,33.955842010273095,50.07714040087009,,,1,1.0,30.0
2793,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,33.07732649411269,49.18792136831044,,,1,1.0,30.0
2794,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,32.198810977952284,48.29870233575079,,,1,1.0,30.0
2795,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,31.320295461792156,47.40948330319114,,,1,1.0,30.0
2796,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,30.44177994563204,46.520264270631486,,,1,1.0,30.0
2797,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,29.563264429471634,45.631045238071835,,,1,1.0,30.0
2798,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,28.68474891331123,44.74182620551229,,,1,1.0,30.0
2799,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,27.806233397150823,43.85260717295284,,,1,1.0,30.0
2800,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,26.927717880990418,42.963388140393384,,,1,1.0,30.0
2801,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,26.049202364830013,42.07416910783393,,,1,1.0,30.0
2802,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,25.170686848669607,41.18495007527447,,,1,1.0,30.0
2803,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.292171332509202,40.29573104271502,,,1,1.0,30.0
2804,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.18210595933082,39.08549799886408,,,1,1.0,30.0
2805,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.167017570116506,37.83558906597711,,,1,1.0,30.0
2806,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.151929180902194,36.58568013309014,,,1,1.0,30.0
2807,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.13684079168788,35.335771200203176,,,1,1.0,30.0
2808,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.121752402473568,34.08586226731621,,,1,1.0,30.0
2809,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.106664013259255,32.83595333442924,,,1,1.0,30.0
2810,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.091575624044943,31.586044401542274,,,1,1.0,30.0
2811,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.07648723483063,30.336135468655307,,,1,1.0,30.0
2812,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.061398845616278,29.08622653576834,,,1,1.0,30.0
2813,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.04631045640179,27.836317602881373,,,1,1.0,30.0
2814,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0312220671873,26.586408669994405,,,1,1.0,30.0
2815,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.01613367797281,25.336499737107438,,,1,1.0,30.0
2816,0,1,,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,,1,1.0,30.0
2817,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0
2818,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0
2819,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0
2820,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0
2821,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,None_cut,4.0,3,3,2,,3,3,tomato_salad,3,4,plate,3,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.0,72.0,,,1,1.0,30.0,24.0,24.0,,tomato_cut,1,1.0,30.0
