tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d2356b1d6841135b_score,player_e847be99_x,player_e847be99_y,player_e847be99_move_target,player_e847be99_item,player_e847be99_score,player_e847be99_cut_speed,player_e847be99_speed,player_0c544ed5_x,player_0c544ed5_y,player_0c544ed5_move_target,player_0c544ed5_item,player_0c544ed5_score,player_0c544ed5_cut_speed,player_0c544ed5_speed,4d6197649b6b83ad_score,64fbe5d06a31935f_message,464e203be248c160_score
3844,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,36.24999999999915,,tomato,0,1.0,30.0,67.25000000000256,40.0,,,1,1.0,30.0,,,1.0
3845,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,34.99999999999886,,tomato,0,1.0,30.0,68.50000000000284,40.0,,,1,1.0,30.0,,,1.0
3846,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,33.74999999999858,,tomato,0,1.0,30.0,69.75000000000313,40.0,,,1,1.0,30.0,,,1.0
3847,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,32.499999999998295,,tomato,0,1.0,30.0,71.00000000000341,40.0,,,1,1.0,30.0,,,1.0
3848,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,31.249999999998227,,tomato,0,1.0,30.0,72.2500000000037,40.0,,,1,1.0,30.0,,,1.0
3849,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,29.9999999999983,,tomato,0,1.0,30.0,73.50000000000398,40.0,,,1,1.0,30.0,,,1.0
3850,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,28.74999999999837,,tomato,0,1.0,30.0,74.75000000000426,40.0,,,1,1.0,30.0,,,1.0
3851,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,27.49999999999844,,tomato,0,1.0,30.0,76.00000000000455,40.0,,,1,1.0,30.0,,,1.0
3852,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,26.24999999999851,,tomato,0,1.0,30.0,77.25000000000483,40.0,,,1,1.0,30.0,,,1.0
3853,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.999999999998582,,tomato,0,1.0,30.0,78.50000000000512,40.0,,,1,1.0,30.0,,,1.0
3854,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,None_cut,3.6249999999999956,3,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,tomato,0,1.0,30.0,79.7500000000054,40.0,,,1,1.0,30.0,,,1.0
3855,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,81.00000000000568,40.0,,,1,1.0,30.0,,,1.0
3856,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.041666666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,82.25000000000597,40.0,,,1,1.0,30.0,,,1.0
3857,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.08333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,83.50000000000625,40.0,,,1,1.0,30.0,,,1.0
3858,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.125,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.75000000000654,40.0,,,1,1.0,30.0,,,1.0
3859,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.16666666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.00000000000682,40.0,,,1,1.0,30.0,,,1.0
3860,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.20833333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,87.2500000000071,40.0,,,1,1.0,30.0,,,1.0
3861,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.24999999999999997,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.50000000000739,40.0,,,1,1.0,30.0,,,1.0
3862,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.29166666666666663,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,89.75000000000767,40.0,,,1,1.0,30.0,,,1.0
3863,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.3333333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,91.00000000000796,40.0,,,1,1.0,30.0,,,1.0
3864,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.375,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,92.25000000000824,40.0,,,1,1.0,30.0,,,1.0
3865,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.4166666666666667,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,93.50000000000853,40.0,,,1,1.0,30.0,,,1.0
3866,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.45833333333333337,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,94.75000000000881,40.0,,,1,1.0,30.0,,,1.0
3867,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,96.0000000000091,40.0,,,1,1.0,30.0,,,1.0
3868,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5416666666666666,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,97.25000000000938,40.0,,,1,1.0,30.0,,,1.0
3869,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.5833333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,98.50000000000966,40.0,,,1,1.0,30.0,,,1.0
3870,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6249999999999999,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,99.75000000000995,40.0,,,1,1.0,30.0,,,1.0
3871,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.6666666666666665,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,101.00000000001023,40.0,,,1,1.0,30.0,,,1.0
3872,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7083333333333331,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,102.25000000001052,40.0,,,1,1.0,30.0,,,1.0
3873,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7499999999999998,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,103.5000000000108,40.0,,,1,1.0,30.0,,,1.0
3874,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.7916666666666664,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,104.75000000001108,40.0,,,1,1.0,30.0,,,1.0
3875,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.833333333333333,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,106.00000000001137,40.0,,,1,1.0,30.0,,,1.0
3876,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.8749999999999997,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,107.25000000001165,40.0,,,1,1.0,30.0,,,1.0
3877,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9166666666666663,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,108.50000000001194,40.0,,,1,1.0,30.0,,,1.0
3878,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9583333333333329,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,109.75000000001222,40.0,,,1,1.0,30.0,,,1.0
3879,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,0.9999999999999996,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,111.0000000000125,40.0,,,1,1.0,30.0,,,1.0
3880,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.0416666666666663,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,112.25000000001279,40.0,,,1,1.0,30.0,,,1.0
3881,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.083333333333333,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,113.50000000001307,40.0,,,1,1.0,30.0,,,1.0
3882,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.1249999999999998,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,114.75000000001336,40.0,,,1,1.0,30.0,,,1.0
3883,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.1666666666666665,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,116.00000000001364,40.0,,,1,1.0,30.0,,,1.0
3884,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.2083333333333333,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,117.25000000001393,40.0,,,1,1.0,30.0,,,1.0
3885,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.25,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.50000000001421,40.0,,,1,1.0,30.0,,,1.0
3886,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.2916666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,119.7500000000145,40.0,,,1,1.0,30.0,,,1.0
3887,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3333333333333335,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,120.65378202977331,39.15675848912626,,,1,1.0,30.0,,,1.0
3888,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.3750000000000002,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,121.54313831077206,38.278381915299555,,,1,1.0,30.0,,,1.0
3889,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.416666666666667,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,122.43249459177082,37.40000534147284,,,1,1.0,30.0,,,1.0
3890,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.4583333333333337,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,123.32185087276957,36.52162876764613,,,1,1.0,30.0,,,1.0
3891,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5000000000000004,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,124.21120715376833,35.643252193819414,,,1,1.0,30.0,,,1.0
3892,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.5416666666666672,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,125.10056343476708,34.76487561999271,,,1,1.0,30.0,,,1.0
3893,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.583333333333334,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,125.98991971576584,33.886499046165994,,,1,1.0,30.0,,,1.0
3894,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6250000000000007,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,126.87927599676459,33.00812247233928,,,1,1.0,30.0,,,1.0
3895,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.6666666666666674,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,127.76863227776334,32.12974589851257,,,1,1.0,30.0,,,1.0
3896,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7083333333333341,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,128.6579885587621,31.251369324685733,,,1,1.0,30.0,,,1.0
3897,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7500000000000009,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,129.54734483976085,30.372992750858877,,,1,1.0,30.0,,,1.0
3898,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.7916666666666676,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,130.4367011207596,29.49461617703202,,,1,1.0,30.0,,,1.0
3899,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.8333333333333344,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,131.32605740175836,28.616239603205166,,,1,1.0,30.0,,,1.0
3900,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.875000000000001,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,132.21541368275712,27.73786302937831,,,1,1.0,30.0,,,1.0
3901,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9166666666666679,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,133.10476996375587,26.859486455551455,,,1,1.0,30.0,,,1.0
3902,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,1.9583333333333346,1,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,133.99412624475463,25.98110988172474,,,1,1.0,30.0,,,1.0
3903,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0000000000000013,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,134.88348252575338,25.10273330789824,,,1,1.0,30.0,,,1.0
3904,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.041666666666668,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,135.77283880675213,24.224356734071804,,,1,1.0,30.0,,,1.0
3905,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.0833333333333344,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,,1,1.0,30.0,,,1.0
3906,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.125000000000001,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3907,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.1666666666666674,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3908,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.208333333333334,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3909,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.2500000000000004,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3910,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.291666666666667,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3911,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.3333333333333335,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3912,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.375,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
3913,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,tomato,2.4166666666666665,2,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,136.0,24.0,,plate,1,1.0,30.0,,,1.0
