tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,cbf7431ebcd45ba3_score,player_4b0f5328_x,player_4b0f5328_y,player_4b0f5328_move_target,player_4b0f5328_item,player_4b0f5328_score,player_4b0f5328_cut_speed,player_4b0f5328_speed,player_2f010222_x,player_2f010222_y,player_2f010222_move_target,player_2f010222_item,player_2f010222_score,player_2f010222_cut_speed,player_2f010222_speed,fdd21a25036d0105_score,0a36b82c1558f250_message,07e5bd0855e1e648_score
4191,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4192,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4193,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4194,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4195,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4196,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4197,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4198,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4199,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4200,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4201,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4202,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4203,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4204,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4205,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4206,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4207,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4208,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4209,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4210,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4211,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4212,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4213,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4214,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,40.0,,,0,1.0,30.0,,,0.0
4215,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,41.250000000000284,,,0,1.0,30.0,,,0.0
4216,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,42.50000000000057,,,0,1.0,30.0,,,0.0
4217,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,43.75000000000085,,,0,1.0,30.0,,,0.0
4218,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,45.00000000000114,,,0,1.0,30.0,,,0.0
4219,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,46.25000000000142,,,0,1.0,30.0,,,0.0
4220,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,47.500000000001705,,,0,1.0,30.0,,,0.0
4221,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,48.75000000000199,,,0,1.0,30.0,,,0.0
4222,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,50.000000000002274,,,0,1.0,30.0,,,0.0
4223,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,51.25000000000256,,,0,1.0,30.0,,,0.0
4224,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,52.50000000000284,,,0,1.0,30.0,,,0.0
4225,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,53.750000000003126,,,0,1.0,30.0,,,0.0
4226,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,55.00000000000341,,,0,1.0,30.0,,,0.0
4227,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,56.250000000003695,,,0,1.0,30.0,,,0.0
4228,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,57.50000000000398,,,0,1.0,30.0,,,0.0
4229,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,58.75000000000426,,,0,1.0,30.0,,,0.0
4230,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,60.00000000000455,,,0,1.0,30.0,,,0.0
4231,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,61.25000000000483,,,0,1.0,30.0,,,0.0
4232,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,62.500000000005116,,,0,1.0,30.0,,,0.0
4233,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,63.7500000000054,,,0,1.0,30.0,,,0.0
4234,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,65.00000000000568,,,0,1.0,30.0,,,0.0
4235,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,66.25000000000597,,,0,1.0,30.0,,,0.0
4236,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,67.50000000000625,,,0,1.0,30.0,,,0.0
4237,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,68.75000000000654,,,0,1.0,30.0,,,0.0
4238,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,70.00000000000682,,,0,1.0,30.0,,,0.0
4239,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,71.2500000000071,,,0,1.0,30.0,,,0.0
4240,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,72.50000000000739,,,0,1.0,30.0,,,0.0
4241,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,73.75000000000767,,,0,1.0,30.0,,,0.0
4242,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,75.00000000000796,,,0,1.0,30.0,,,0.0
4243,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,76.25000000000824,,,0,1.0,30.0,,,0.0
4244,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,77.50000000000853,,,0,1.0,30.0,,,0.0
4245,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,78.75000000000881,,,0,1.0,30.0,,,0.0
4246,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,80.0000000000091,,,0,1.0,30.0,,,0.0
4247,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,81.25000000000938,,,0,1.0,30.0,,,0.0
4248,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,82.50000000000966,,,0,1.0,30.0,,,0.0
4249,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,83.75000000000995,,,0,1.0,30.0,,,0.0
4250,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,85.00000000001023,,,0,1.0,30.0,,,0.0
4251,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,86.25000000001052,,,0,1.0,30.0,,,0.0
4252,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,87.5000000000108,,,0,1.0,30.0,,,0.0
4253,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,88.75000000001108,,,0,1.0,30.0,,,0.0
4254,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,90.00000000001137,,,0,1.0,30.0,,,0.0
4255,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,91.25000000001165,,,0,1.0,30.0,,,0.0
4256,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,92.50000000001194,,,0,1.0,30.0,,,0.0
4257,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,93.75000000001222,,,0,1.0,30.0,,,0.0
4258,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,95.0000000000125,,,0,1.0,30.0,,,0.0
4259,test,True,0,1,,0,0,0,2,None_cut,3.5416666666666625,3,1,0,,0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,0,1.0,30.0,24.0,96.25000000001279,,,0,1.0,30.0,,,0.0
