tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ae5bd443eea7972a_score,player_e72457b7_x,player_e72457b7_y,player_e72457b7_move_target,player_e72457b7_item,player_e72457b7_score,player_e72457b7_cut_speed,player_e72457b7_speed,player_2aaa5118_x,player_2aaa5118_y,player_2aaa5118_move_target,player_2aaa5118_item,player_2aaa5118_score,player_2aaa5118_cut_speed,player_2aaa5118_speed
2732,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.81198116439131,87.34382988687244,,,4,1.0,30.0,70.134350001202,42.03576721866014,,,0,1.0,30.0
2733,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.82729715156282,86.09392372217897,,,4,1.0,30.0,69.2451315267225,42.91428329969989,,,0,1.0,30.0
2734,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.84261313873432,84.8440175574855,,,4,1.0,30.0,68.35591305224301,43.79279938073964,,,0,1.0,30.0
2735,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.85792912590583,83.59411139279203,,,4,1.0,30.0,67.46669457776352,44.671315461779386,,,0,1.0,30.0
2736,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.87324511307733,82.34420522809856,,,4,1.0,30.0,66.57747610328403,45.549831542819135,,,0,1.0,30.0
2737,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.888561100248715,81.09429906340509,,,4,1.0,30.0,65.68825762880454,46.42834762385888,,,0,1.0,30.0
2738,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.90387708741987,79.84439289871162,,,4,1.0,30.0,64.79903915432504,47.30686370489863,,,0,1.0,30.0
2739,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.919193074591035,78.59448673401815,,,4,1.0,30.0,63.90982067984555,48.18537978593838,,,0,1.0,30.0
2740,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.93450906176219,77.34458056932468,,,4,1.0,30.0,63.02060220536606,49.06389586697813,,,0,1.0,30.0
2741,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.94982504893335,76.0946744046312,,,4,1.0,30.0,62.13138373088657,49.94241194801788,,,0,1.0,30.0
2742,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.965141036104505,74.84476823993774,,,4,1.0,30.0,61.24216525640708,50.82092802905757,,,0,1.0,30.0
2743,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.98045702327566,73.59486207524427,,,4,1.0,30.0,60.352946781927585,51.69944411009722,,,0,1.0,30.0
2744,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,55.995773010446825,72.3449559105508,,,4,1.0,30.0,59.46372830744809,52.57796019113686,,,0,1.0,30.0
2745,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,56.770762294577196,71.41251144311846,,,4,1.0,30.0,58.5745098329686,53.4564762721765,,,0,1.0,30.0
2746,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,57.64934339192928,70.52335720713083,,,4,1.0,30.0,57.68529135848911,54.334992353216144,,,0,1.0,30.0
2747,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,58.52792448928136,69.6342029711432,,,4,1.0,30.0,56.79607288400962,55.213508434255786,,,0,1.0,30.0
2748,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,tomato_cut,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,59.40650558663344,68.74504873515556,,,4,1.0,30.0,56.0,56.0,,,0,1.0,30.0
2749,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,60.285086683985526,67.85589449916793,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2750,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,61.16366778133761,66.9667402631803,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2751,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.04224887868969,66.07758602719267,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2752,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,62.92082997604177,65.18843179120503,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2753,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,63.799411073393856,64.2992775552174,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2754,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,64.67799217074594,63.41012331922929,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2755,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,65.55657326809802,62.52096908324095,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2756,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,66.4351543654501,61.631814847252606,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2757,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,67.31373546280219,60.74266061126426,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2758,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,68.19231656015427,59.85350637527592,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2759,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.07089765750635,58.96435213928758,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2760,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,69.94947875485843,58.075197903299234,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2761,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,70.82805985221052,57.18604366731043,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2762,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.70664094956227,56.296889431321375,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2763,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.81679362595722,55.086664484781735,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2764,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.83197200313279,53.83675664143247,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2765,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.84715038030836,52.58684879808321,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2766,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.86232875748394,51.33694095473395,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2767,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.87750713465951,50.087033111384685,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2768,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.89268551183508,48.83712526803542,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2769,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.90786388901066,47.58721742468616,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2770,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.92304226618623,46.337309581336896,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2771,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.93822064336175,45.08740173798763,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2772,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.95339902053661,43.83749389463837,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2773,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.96857739771147,42.58758605128911,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2774,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.98375577488633,41.337678207939845,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2775,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99773396732999,40.08776299305053,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2776,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99791003536481,38.83776300545064,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2777,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99808610339963,37.58776301785075,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2778,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99826217143445,36.337763030250855,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2779,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99843823946927,35.08776304265096,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2780,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99861430750408,33.83776305505107,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2781,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.9987903755389,32.58776306745118,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2782,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99896644357358,31.337763079851285,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2783,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99914251160769,30.087763092251393,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2784,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.9993185796418,28.8377631046515,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2785,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.9994946476759,27.587763117051608,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2786,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99967071571001,26.337763129451716,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2787,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,71.99984678374412,25.087763141851823,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2788,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2789,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2790,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2791,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2792,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2793,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2794,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2795,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2796,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2797,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2798,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2799,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2800,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2801,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2802,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2803,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2804,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2805,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.0,56.0,,tomato_cut,0,1.0,30.0
2806,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,56.88388347648305,55.11611652351695,,tomato_cut,0,1.0,30.0
2807,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,57.7677669529661,54.2322330470339,,tomato_cut,0,1.0,30.0
2808,0,1,,0,2,None_cut,3.083333333333331,3,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,72.0,24.0,,tomato,4,1.0,30.0,58.65165042944915,53.34834957055085,,tomato_cut,0,1.0,30.0
